@400000005e7daf4701799b8e #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e7daf472b6403eb #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e7db18a0faa15f9 #d,-,18,2559,2350,1194,407,2,183008,11346,2559,2350,1196,2555,2349,1189,89,100,0,500,2846;
@400000005e7db18c0fb7ba6e #d,-,18,2563,2350,1132,408,2,183006,11346,2563,2351,1195,2559,2350,1130,89,100,0,500,2848;
@400000005e7db18c0fc09810 #d,-,18,2483,2348,1147,409,2,182995,11345,2563,2350,1150,2483,2347,1132,89,100,0,500,2761;
@400000005e7db18e0fce9234 #d,-,18,2480,2347,1144,409,2,182984,11345,2483,2348,1148,2480,2347,1141,90,100,0,500,2732;
@400000005e7db18e0fd7d0b2 #d,-,18,2477,2345,1149,410,2,182974,11344,2480,2347,1153,2477,2345,1143,90,100,0,500,2730;
@400000005e7db1900fe67e95 #d,-,18,2477,2348,1150,411,2,182964,11343,2477,2349,1151,2477,2345,1145,90,100,0,500,2742;
@400000005e7db1900fef6fc6 #d,-,18,2476,2349,1018,411,2,182942,11342,2477,2349,1151,2476,2348,1017,90,100,0,500,2739;
@400000005e7db1920ffc25d0 #d,-,18,2270,2347,1131,412,2,182950,11342,2476,2349,1154,2270,2347,1018,88,100,0,500,2576;
@400000005e7db1921004dc55 #d,-,18,2441,2349,1131,413,2,182905,11340,2441,2349,1138,2270,2347,1127,90,100,0,500,2704;
@400000005e7db19410110205 #d,-,18,2440,2352,1134,413,2,182890,11339,2441,2352,1136,2440,2349,1129,90,100,0,500,2706;
@400000005e7db194101a15ab #d,-,18,2439,2353,1129,414,2,182876,11338,2440,2353,1137,2439,2352,1125,90,100,0,500,2706;
@400000005e7db19610271daa #d,-,18,2438,2354,1130,415,2,182893,11339,2439,2355,1134,2438,2353,1124,90,100,0,500,2706;
@400000005e7db196102fb0cb #d,-,18,2437,2354,1132,415,2,182847,11336,2438,2354,1137,2437,2353,1125,90,100,0,500,2704;
@400000005e7db198103c9dc8 #d,-,18,2436,2354,1131,416,2,182864,11337,2437,2354,1135,2436,2354,1124,90,100,0,500,2704;
@400000005e7db198104592b3 #d,-,18,2435,2353,1131,417,2,182819,11334,2436,2354,1134,2435,2353,1126,90,100,0,500,2704;
@400000005e7db19a1052933f #d,-,18,2434,2353,1130,417,2,182804,11333,2435,2354,1135,2434,2353,1126,89,100,0,500,2706;
@400000005e7db19a105b265f #d,-,18,2433,2351,1131,418,2,182821,11334,2434,2354,1136,2433,2351,1125,89,100,0,500,2704;
@400000005e7db19c1067a931 #d,-,18,2432,2350,1129,419,2,182806,11333,2433,2351,1134,2432,2349,1124,90,100,0,500,2701;
@400000005e7db19c10708e46 #d,-,18,2432,2349,1129,419,2,182761,11331,2432,2350,1134,2432,2349,1125,90,100,0,500,2699;
@400000005e7db19e107d7efd #d,-,18,2431,2352,1132,420,2,182777,11332,2432,2352,1134,2431,2349,1126,90,100,0,500,2701;
@400000005e7db19e1086121e #d,-,18,2431,2355,1130,421,2,182732,11329,2431,2355,1134,2431,2352,1128,89,100,0,500,2704;
@400000005e7db1a0109312aa #d,-,18,2430,2354,1133,421,2,182718,11328,2431,2355,1135,2430,2354,1128,89,100,0,500,2706;
@400000005e7db1a0109bb59f #d,-,18,2430,2354,1128,422,2,182704,11327,2430,2354,1135,2430,2354,1126,89,100,0,500,2706;
@400000005e7db1a210a7cf34 #d,-,18,2430,2352,1131,423,2,182690,11326,2430,2354,1132,2430,2352,1125,89,100,0,500,2704;
@400000005e7db1a210b10ae6 #d,-,18,2430,2352,1133,423,2,182676,11325,2430,2353,1134,2430,2352,1127,89,100,0,500,2706;
@400000005e7db1a410bdfaae #d,-,18,2430,2354,1131,424,2,182662,11325,2430,2354,1135,2430,2351,1127,89,100,0,500,2704;
@400000005e7db1a410c6865c #d,-,18,2430,2353,1132,425,2,182649,11324,2430,2354,1136,2430,2353,1127,89,100,0,500,2708;
@400000005e7db1a610d2987c #d,-,18,2430,2355,1123,425,2,182635,11323,2430,2355,1135,2430,2353,1123,89,100,0,500,2706;
@400000005e7db1a610dbb83e #d,-,18,2431,2355,1134,426,2,182622,11322,2431,2356,1137,2430,2355,1123,89,100,0,500,2708;
@400000005e7db1a810e87e1e #d,-,18,2430,2355,1128,427,2,182609,11321,2431,2355,1134,2430,2354,1126,89,100,0,500,2701;
@400000005e7db1a810f1113e #d,-,18,2431,2355,1134,427,2,182595,11320,2431,2355,1136,2430,2355,1127,89,100,0,500,2706;
@400000005e7db1aa10ff2ec7 #d,-,18,2431,2353,1130,428,2,182582,11320,2431,2355,1135,2431,2353,1126,89,100,0,500,2706;
@400000005e7db1aa11087d19 #d,-,18,2431,2352,1177,429,2,182571,11319,2431,2353,1177,2431,2352,1130,89,100,0,500,2706;
@400000005e7db1ac1116aa76 #d,-,18,2649,2351,1344,430,2,182615,11322,2649,2353,1358,2431,2350,1177,92,100,0,500,2872;
@400000005e7db1ac111fc1d6 #d,-,18,2946,2352,1335,430,2,182663,11325,2946,2352,1344,2649,2349,1323,93,100,0,500,3159;
@400000005e7db1ae112e6846 #d,-,18,2948,2352,1332,431,2,182713,11328,2948,2353,1338,2946,2351,1332,92,100,0,500,3189;
@400000005e7db1ae1137af25 #d,-,18,2773,2354,1063,432,2,182699,11327,2948,2354,1332,2773,2352,1058,90,100,0,500,3059;
@400000005e7db1b011461ae9 #d,-,18,2383,2354,1190,433,2,182697,11327,2773,2354,1221,2383,2353,1063,89,100,0,500,2654;
@400000005e7db1b0114f8084 #d,-,18,2599,2355,1192,433,2,182702,11327,2599,2355,1198,2383,2353,1189,90,100,0,500,2858;
@400000005e7db1b2115bf828 #d,-,18,2598,2354,1188,434,2,182707,11327,2599,2355,1195,2598,2353,1188,91,100,0,500,2851;
@400000005e7db1b211655650 #d,-,18,2523,2352,1138,435,2,182696,11327,2598,2354,1188,2523,2352,1126,90,100,0,500,2803;
@400000005e7db1b41172f70c #d,-,18,2447,2352,1135,435,2,182684,11326,2523,2353,1138,2447,2352,1133,89,100,0,500,2720;
@400000005e7db1b4117befb0 #d,-,18,2447,2353,1146,436,2,182673,11325,2447,2353,1147,2447,2352,1135,90,100,0,500,2718;
@400000005e7db1b61189ced2 #d,-,18,2448,2352,1144,437,2,182664,11325,2448,2353,1146,2447,2352,1140,89,100,0,500,2730;
@400000005e7db1b61193e473 #d,-,18,2450,2352,1167,437,2,182655,11324,2450,2353,1167,2448,2351,1142,89,100,0,500,2734;
@400000005e7db1b811a2d475 #d,-,18,2623,2350,1355,438,2,182693,11327,2623,2352,1367,2450,2350,1167,91,100,0,500,2853;
@400000005e7db1b811ac8581 #d,-,18,2940,2350,1340,439,2,182742,11330,2940,2350,1355,2623,2348,1324,93,100,0,500,3147;
@400000005e7db1ba11bb1fd5 #d,-,18,2944,2350,1317,440,2,182789,11332,2944,2350,1344,2940,2349,1317,92,100,0,500,3194;
@400000005e7db1ba11c568ae #d,-,18,2767,2348,1161,441,2,182788,11332,2944,2351,1317,2767,2347,1113,90,100,0,500,3054;
@400000005e7db1bc11d43907 #d,-,18,2563,2351,1195,441,2,182823,11335,2767,2352,1204,2563,2348,1161,91,100,0,500,2806;
@400000005e7db1bc11de112f #d,-,18,2566,2351,1194,442,2,182799,11333,2566,2352,1195,2563,2351,1192,90,100,0,500,2851;
@400000005e7db1be11eb826c #d,-,18,2570,2350,1142,443,2,182796,11333,2570,2353,1194,2566,2349,1128,90,100,0,500,2851;
@400000005e7db1be11f48372 #d,-,18,2467,2351,1143,443,2,182815,11334,2570,2351,1148,2467,2349,1136,89,100,0,500,2749;
@400000005e7db1c01201f868 #d,-,18,2465,2350,1141,444,2,182775,11332,2467,2351,1144,2465,2350,1136,90,100,0,500,2727;
@400000005e7db1c0120b1be4 #d,-,18,2464,2348,1146,445,2,182765,11331,2465,2350,1146,2464,2348,1139,90,100,0,500,2727;
@400000005e7db1c212199eef #d,-,18,2464,2351,1144,445,2,182756,11330,2464,2351,1148,2464,2348,1142,90,100,0,500,2732;
@400000005e7db1c212234b52 #d,-,18,2464,2351,1244,446,2,182752,11330,2464,2352,1244,2464,2351,1140,90,100,0,500,2734;
@400000005e7db1c41231bacf #d,-,18,2649,2349,1326,447,2,182791,11333,2649,2351,1369,2464,2348,1244,92,100,0,500,2879;
@400000005e7db1c4123b86dc #d,-,18,2970,2349,1339,448,2,182839,11336,2970,2350,1346,2649,2349,1323,93,100,0,500,3173;
@400000005e7db1c6124a2131 #d,-,18,2970,2351,1276,449,2,182883,11338,2970,2351,1341,2970,2349,1276,93,100,0,500,3189;
@400000005e7db1c612540840 #d,-,18,2699,2350,1193,449,2,182880,11338,2970,2352,1276,2699,2350,1077,90,100,0,500,2976;
@400000005e7db1c812635299 #d,-,18,2601,2350,1191,450,2,182885,11338,2699,2350,1203,2601,2349,1189,91,100,0,500,2858;
@400000005e7db1c8126daf01 #d,-,18,2599,2348,1191,451,2,182890,11339,2601,2350,1195,2599,2348,1189,91,100,0,500,2846;
@400000005e7db1ca127ae94b #d,-,18,2594,2350,1138,451,2,182882,11338,2599,2350,1194,2594,2348,1126,91,100,0,500,2827;
@400000005e7db1ca1284f005 #d,-,18,2453,2350,1143,452,2,182872,11338,2594,2352,1143,2453,2350,1138,90,100,0,500,2723;
@400000005e7db1cc12936e69 #d,-,18,2453,2351,1142,453,2,182861,11337,2453,2351,1144,2453,2349,1140,89,100,0,500,2730;
@400000005e7db1cc129d073d #d,-,18,2454,2351,1146,453,2,182852,11336,2454,2352,1148,2453,2351,1140,89,100,0,500,2730;
@400000005e7db1ce12ac2a79 #d,-,18,2455,2350,1144,454,2,182842,11336,2455,2351,1148,2454,2349,1142,89,100,0,500,2734;
@400000005e7db1ce12b6e8ab #d,-,18,2456,2349,1260,455,2,182879,11338,2456,2350,1287,2455,2348,1143,89,100,0,500,2737;
@400000005e7db1d012c641eb #d,-,18,2809,2350,1343,456,2,182922,11341,2809,2350,1368,2456,2348,1244,93,100,0,500,2998;
@400000005e7db1d012d0a2fb #d,-,18,2966,2350,1338,456,2,182969,11344,2966,2351,1345,2809,2350,1336,92,100,0,500,3192;
@400000005e7db1d212debf94 #d,-,18,2966,2348,1082,457,2,182963,11343,2966,2350,1342,2966,2348,1073,92,100,0,500,3194;
@400000005e7db1d212e8fd41 #d,-,18,2579,2349,1171,458,2,182964,11343,2966,2349,1208,2579,2348,1082,89,100,0,500,2877;
@400000005e7db1d412f63017 #d,-,18,2573,2348,1170,459,2,182962,11343,2579,2350,1176,2573,2348,1169,92,100,0,500,2796;
@400000005e7db1d413004e19 #d,-,18,2569,2351,1152,459,2,182988,11345,2573,2351,1175,2569,2348,1152,91,100,0,500,2801;
@400000005e7db1d6130e0176 #d,-,18,2485,2348,1141,460,2,182949,11342,2569,2351,1152,2485,2348,1131,90,100,0,500,2761;
@400000005e7db1d613178f1d #d,-,18,2480,2346,1142,461,2,182938,11342,2485,2348,1142,2480,2346,1137,91,100,0,500,2720;
@400000005e7db1d813255e6a #d,-,18,2477,2348,1141,461,2,182927,11341,2480,2348,1144,2477,2344,1137,90,100,0,500,2723;
@400000005e7db1d8132f8b53 #d,-,18,2474,2349,1146,462,2,182918,11340,2477,2349,1147,2474,2348,1141,90,100,0,500,2727;
@400000005e7db1da133f5632 #d,-,18,2473,2347,1144,463,2,182908,11340,2474,2349,1148,2473,2346,1142,90,100,0,500,2732;
@400000005e7db1da1349e219 #d,-,18,2419,2348,1079,463,2,182879,11338,2473,2349,1148,2419,2347,1017,89,100,0,500,2715;
@400000005e7db1dc1359fb33 #d,-,18,2323,2347,1136,464,2,182869,11337,2419,2349,1160,2323,2346,1079,89,100,0,500,2590;
@400000005e7db1dc1364cc06 #d,-,18,2447,2349,1139,465,2,182858,11337,2447,2349,1141,2323,2346,1136,90,100,0,500,2713;
@400000005e7db1dc136d05be #d,-,18,2447,2348,1139,465,2,182847,11336,2447,2349,1141,2447,2348,1137,90,100,0,500,2715;
@400000005e7db1de137bc376 #d,-,18,2447,2347,1139,466,2,182863,11337,2447,2349,1140,2447,2347,1136,90,100,0,500,2718;
@400000005e7db1de138501f4 #d,-,18,2447,2348,1141,467,2,182852,11336,2447,2349,1142,2447,2347,1136,90,100,0,500,2718;
@400000005e7db1e01392c614 #d,-,18,2447,2348,1140,467,2,182814,11334,2447,2349,1142,2447,2347,1138,89,100,0,500,2720;
@400000005e7db1e0139c9d4e #d,-,18,2447,2347,1139,468,2,182803,11333,2447,2349,1141,2447,2347,1136,89,100,0,500,2720;
@400000005e7db1e213ab4777 #d,-,18,2447,2349,1140,469,2,182820,11334,2447,2349,1141,2447,2347,1137,89,100,0,500,2720;
@400000005e7db1e413bbed33 #d,-,18,2447,2347,1140,470,2,182782,11332,2447,2350,1141,2447,2347,1136,90,100,0,500,2718;
@400000005e7db1e413c70c40 #d,-,18,2447,2346,1140,470,2,182771,11331,2447,2347,1140,2447,2345,1137,90,100,0,500,2718;
@400000005e7db1e613d6c47f #d,-,18,2447,2347,1139,471,2,182760,11331,2447,2347,1141,2447,2345,1136,90,100,0,500,2715;
@400000005e7db1e613e18a25 #d,-,18,2446,2345,1139,472,2,182749,11330,2447,2347,1140,2446,2344,1137,89,100,0,500,2718;
@400000005e7db1e613e9bb7b #d,-,18,2446,2347,1138,472,2,182738,11329,2446,2347,1141,2446,2344,1137,90,100,0,500,2715;
@400000005e7db1e813f8326b #d,-,18,2446,2345,1141,473,2,182728,11329,2446,2347,1143,2446,2344,1136,89,100,0,500,2718;
@400000005e7db1e814016e1e #d,-,18,2446,2346,1141,474,2,182717,11328,2446,2346,1142,2446,2344,1137,89,100,0,500,2718;
@400000005e7db1ea140ff4e3 #d,-,18,2446,2345,1138,474,2,182706,11327,2446,2347,1141,2446,2345,1136,90,100,0,500,2715;
@400000005e7db1ea1419b4d5 #d,-,18,2445,2346,1137,475,2,182695,11327,2446,2346,1140,2445,2344,1135,90,100,0,500,2715;
@400000005e7db1ec142800ee #d,-,18,2445,2344,1136,476,2,182684,11326,2445,2347,1139,2445,2344,1135,90,100,0,500,2711;
@400000005e7db1ec143153e9 #d,-,18,2445,2344,1136,476,2,182700,11327,2445,2345,1139,2445,2344,1135,90,100,0,500,2711;
@400000005e7db1ee143fdaae #d,-,18,2444,2345,1137,477,2,182662,11325,2445,2347,1142,2444,2344,1135,90,100,0,500,2715;
@400000005e7db1ee1448f6b6 #d,-,18,2444,2344,1139,478,2,182651,11324,2444,2346,1142,2444,2344,1135,90,100,0,500,2713;
@400000005e7db1f01457b828 #d,-,18,2444,2346,1141,478,2,182641,11323,2444,2346,1141,2444,2344,1136,90,100,0,500,2713;
@400000005e7db1f01461067b #d,-,18,2444,2345,1135,479,2,182630,11323,2444,2347,1141,2444,2344,1135,90,100,0,500,2713;
@400000005e7db1f2146fb45e #d,-,18,2444,2342,1138,480,2,182619,11322,2444,2345,1141,2444,2341,1135,90,100,0,500,2715;
@400000005e7db1f21478fb3d #d,-,18,2444,2344,1139,480,2,182609,11321,2444,2344,1141,2444,2342,1137,90,100,0,500,2713;
@400000005e7db1f41486c6d0 #d,-,18,2445,2342,1260,481,2,182617,11322,2445,2344,1294,2444,2342,1139,90,100,0,500,2713;
@400000005e7db1f4149086c2 #d,-,18,2830,2346,1351,482,2,182660,11324,2830,2346,1372,2445,2342,1249,93,100,0,500,3016;
@400000005e7db1f6149e885a #d,-,18,2978,2347,1350,483,2,182706,11327,2978,2347,1351,2830,2346,1345,92,100,0,500,3204;
@400000005e7db1f614a79935 #d,-,18,2978,2346,1171,484,3,182734,11329,2978,2347,1350,2978,2345,1169,92,100,0,500,3206;
@400000005e7db1f814b5ae5b #d,-,18,2645,2346,1202,484,3,182767,11331,2978,2347,1211,2645,2346,1171,90,100,0,500,2929;
@400000005e7db1f814bf4bd7 #d,-,18,2641,2348,1204,485,3,182774,11332,2645,2348,1206,2641,2346,1201,92,100,0,500,2865;
@400000005e7db1fa14ce012e #d,-,18,2637,2348,1193,486,3,182753,11330,2641,2348,1205,2637,2347,1191,92,100,0,500,2862;
@400000005e7db1fa14d74f80 #d,-,18,2571,2344,1172,486,3,182752,11330,2637,2349,1194,2571,2344,1165,90,100,0,500,2836;
@400000005e7db1fc14e58097 #d,-,18,2503,2346,1141,487,3,182769,11331,2571,2346,1172,2503,2343,1135,90,100,0,500,2772;
@400000005e7db1fc14ef30b4 #d,-,18,2497,2346,1144,488,3,182734,11329,2503,2347,1146,2497,2345,1141,91,100,0,500,2727;
@400000005e7db1fe14fd569e #d,-,18,2492,2348,1143,488,3,182725,11328,2497,2348,1146,2492,2346,1142,91,100,0,500,2727;
@400000005e7db1fe1506951b #d,-,18,2488,2348,1142,489,3,182715,11328,2492,2350,1145,2488,2346,1140,91,100,0,500,2730;
@400000005e7db2001514ba17 #d,-,18,2539,2346,1327,490,3,182736,11329,2539,2349,1327,2488,2346,1142,91,100,0,500,2770;
@400000005e7db200151dd265 #d,-,18,2902,2349,1340,491,3,182782,11332,2902,2349,1378,2539,2345,1327,93,100,0,500,3118;
@400000005e7db202152bffc3 #d,-,18,2984,2347,1347,492,3,182827,11335,2984,2349,1350,2902,2346,1339,93,100,0,500,3199;
@400000005e7db20215353a86 #d,-,18,2876,2350,1181,492,3,182862,11337,2984,2350,1347,2876,2347,1147,91,100,0,500,3149;
@400000005e7db20415437311 #d,-,18,2549,2348,1177,493,3,182861,11337,2876,2351,1183,2549,2348,1170,90,100,0,500,2808;
@400000005e7db204154cc60c #d,-,18,2548,2349,1177,494,3,182836,11335,2549,2350,1184,2548,2347,1170,90,100,0,500,2803;
@400000005e7db206155acc4b #d,-,18,2548,2349,1143,494,3,182857,11337,2548,2350,1181,2548,2349,1133,90,100,0,500,2813;
@400000005e7db2061564070f #d,-,18,2459,2349,1144,495,3,182848,11336,2548,2350,1146,2459,2349,1140,89,100,0,500,2737;
@400000005e7db2081572ebe5 #d,-,18,2458,2349,1145,496,3,182838,11336,2459,2349,1146,2458,2349,1141,90,100,0,500,2730;
@400000005e7db208157c2b51 #d,-,18,2458,2348,1144,496,3,182830,11335,2458,2350,1147,2458,2347,1140,90,100,0,500,2730;
@400000005e7db20a1589c3ab #d,-,18,2459,2348,1142,497,3,182821,11334,2459,2348,1146,2458,2347,1139,90,100,0,500,2732;
@400000005e7db20a15930e44 #d,-,18,2459,2348,1294,498,3,182824,11335,2459,2349,1295,2459,2346,1140,90,100,0,500,2727;
@400000005e7db20c15a152ea #d,-,18,2739,2347,1340,499,3,182836,11335,2739,2349,1378,2459,2347,1248,93,100,0,500,2938;
@400000005e7db20c15aa7665 #d,-,18,2996,2348,1347,499,3,182881,11338,2996,2348,1350,2739,2347,1340,93,100,0,500,3213;
@400000005e7db20e15b8ce9a #d,-,18,2995,2346,1122,500,3,182908,11340,2996,2349,1348,2995,2346,1122,93,100,0,500,3204;
@400000005e7db20e15c29aa7 #d,-,18,2635,2347,1184,501,3,182910,11340,2995,2347,1208,2635,2345,1117,90,100,0,500,2924;
@400000005e7db21015d1190b #d,-,18,2547,2347,1174,501,3,182909,11340,2635,2347,1184,2547,2347,1172,90,100,0,500,2810;
@400000005e7db21015da48a1 #d,-,18,2548,2346,1178,502,3,182936,11342,2548,2347,1185,2547,2346,1173,90,100,0,500,2813;
@400000005e7db21215e7f844 #d,-,18,2543,2346,1143,503,3,182901,11339,2548,2348,1178,2543,2346,1137,91,100,0,500,2782;
@400000005e7db21215f1ad09 #d,-,18,2457,2346,1145,504,3,182891,11339,2543,2346,1145,2457,2345,1141,90,100,0,500,2725;
@400000005e7db21415ffe1d9 #d,-,18,2456,2346,1143,504,3,182882,11338,2457,2346,1146,2456,2345,1141,90,100,0,500,2727;
@400000005e7db214160918e4 #d,-,18,2456,2346,1143,505,3,182872,11338,2456,2346,1144,2456,2346,1139,90,100,0,500,2725;
@400000005e7db2161616d4a2 #d,-,18,2456,2348,1144,506,3,182889,11339,2456,2349,1145,2456,2346,1140,90,100,0,500,2725;
@400000005e7db21616208105 #d,-,18,2553,2347,1349,506,3,182885,11338,2553,2349,1349,2456,2347,1141,91,100,0,500,2782;
@400000005e7db218162f1f13 #d,-,18,2902,2347,1342,507,3,182929,11341,2902,2348,1375,2553,2347,1328,92,100,0,500,3121;
@400000005e7db21816385ac5 #d,-,18,2986,2346,1345,508,3,182972,11344,2986,2348,1348,2902,2346,1342,93,100,0,500,3199;
@400000005e7db21a1646eda6 #d,-,18,2882,2348,1179,509,3,182981,11344,2986,2348,1347,2882,2346,1138,91,100,0,500,3152;
@400000005e7db21a16503485 #d,-,18,2547,2347,1177,509,3,182980,11344,2882,2348,1185,2547,2346,1171,90,100,0,500,2803;
@400000005e7db21c165e8812 #d,-,18,2546,2346,1180,510,3,182981,11344,2547,2347,1184,2546,2346,1171,90,100,0,500,2808;
@400000005e7db21c1667b7a9 #d,-,18,2547,2345,1145,511,3,182976,11344,2547,2347,1182,2546,2345,1136,90,100,0,500,2810;
@400000005e7db21e1675dca4 #d,-,18,2459,2346,1146,512,3,182967,11343,2547,2347,1147,2459,2345,1142,89,100,0,500,2737;
@400000005e7db21e167ef139 #d,-,18,2458,2347,1144,512,3,182957,11343,2459,2347,1148,2458,2346,1142,90,100,0,500,2727;
@400000005e7db220168d2d7d #d,-,18,2458,2347,1145,513,3,182949,11342,2458,2347,1147,2458,2345,1144,90,100,0,500,2730;
@400000005e7db2201696ceb3 #d,-,18,2459,2348,1147,514,3,182940,11342,2459,2349,1147,2458,2347,1143,90,100,0,500,2732;
@400000005e7db22216a535ce #d,-,18,2459,2347,1135,514,3,182931,11341,2459,2349,1151,2459,2347,1135,89,100,0,500,2734;
@400000005e7db22216ae7180 #d,-,18,2459,2348,1138,515,3,182922,11341,2459,2348,1141,2459,2347,1135,90,100,0,500,2727;
@400000005e7db22416bc2d3e #d,-,18,2457,2348,1134,516,3,182911,11340,2459,2349,1139,2457,2348,1134,90,100,0,500,2715;
@400000005e7db22416c5e976 #d,-,18,2456,2350,1136,516,3,182901,11339,2457,2350,1139,2456,2347,1134,90,100,0,500,2713;
@400000005e7db22616d50f7d #d,-,18,2454,2349,1138,517,3,182891,11339,2456,2350,1141,2454,2347,1136,90,100,0,500,2718;
@400000005e7db22616de4ee9 #d,-,18,2454,2349,1139,518,3,182881,11338,2454,2350,1140,2454,2349,1135,90,100,0,500,2718;
@400000005e7db22816eca71e #d,-,18,2453,2349,1139,518,3,182871,11338,2454,2350,1141,2453,2349,1137,90,100,0,500,2718;
@400000005e7db22816f63ff2 #d,-,18,2452,2349,1140,519,3,182862,11337,2453,2350,1140,2452,2349,1136,90,100,0,500,2718;
@400000005e7db22a1704418a #d,-,18,2451,2347,1138,520,3,182851,11336,2452,2349,1142,2451,2347,1137,90,100,0,500,2718;
@400000005e7db22a170d80f6 #d,-,18,2451,2346,1141,520,3,182842,11336,2451,2347,1141,2451,2346,1138,90,100,0,500,2718;
@400000005e7db22c171c6985 #d,-,18,2450,2345,1137,521,3,182832,11335,2451,2347,1142,2450,2344,1137,90,100,0,500,2720;
@400000005e7db22c172591a8 #d,-,18,2450,2344,1141,522,3,182822,11334,2450,2345,1142,2450,2343,1136,90,100,0,500,2715;
@400000005e7db22e17342755 #d,-,18,2449,2346,1138,522,3,182812,11334,2450,2346,1141,2449,2344,1136,90,100,0,500,2713;
@400000005e7db22e173d7696 #d,-,18,2448,2346,1138,523,3,182802,11333,2449,2347,1140,2448,2345,1135,90,100,0,500,2713;
@400000005e7db230174b2e9a #d,-,18,2447,2347,1137,524,3,182792,11333,2448,2347,1139,2447,2346,1136,90,100,0,500,2713;
@400000005e7db23017544e5c #d,-,18,2447,2347,1137,524,3,182782,11332,2447,2347,1139,2447,2346,1136,90,100,0,500,2711;
@400000005e7db23217629213 #d,-,18,2446,2347,1137,525,3,182772,11331,2447,2347,1141,2446,2347,1136,90,100,0,500,2715;
@400000005e7db232176c4e4b #d,-,18,2446,2347,1136,526,3,182762,11331,2446,2348,1140,2446,2347,1136,90,100,0,500,2713;
@400000005e7db234177af4bb #d,-,18,2446,2348,1141,526,3,182752,11330,2446,2348,1141,2446,2347,1136,90,100,0,500,2713;
@400000005e7db2341784280c #d,-,18,2446,2348,1138,527,3,182742,11330,2446,2348,1142,2446,2348,1137,90,100,0,500,2715;
@400000005e7db23617925922 #d,-,18,2445,2347,1141,528,3,182732,11329,2446,2348,1143,2445,2346,1138,90,100,0,500,2715;
@400000005e7db236179c0585 #d,-,18,2445,2345,1139,528,3,182723,11328,2445,2348,1142,2445,2345,1137,89,100,0,500,2720;
@400000005e7db23817aa5dba #d,-,18,2446,2346,1138,529,3,182713,11328,2446,2346,1142,2445,2344,1137,89,100,0,500,2718;
@400000005e7db23817b3a853 #d,-,18,2446,2347,1139,530,3,182704,11327,2446,2347,1142,2446,2345,1136,90,100,0,500,2715;
@400000005e7db23a17c1f0b2 #d,-,18,2446,2346,1138,531,3,182694,11327,2446,2348,1141,2446,2346,1135,90,100,0,500,2715;
@400000005e7db23a17cb95a2 #d,-,18,2446,2346,1142,531,3,182685,11326,2446,2346,1143,2446,2345,1137,90,100,0,500,2715;
@400000005e7db23c17da2794 #d,-,18,2446,2345,1280,532,3,182684,11326,2446,2346,1280,2446,2345,1136,90,100,0,500,2715;
@400000005e7db23c17e36347 #d,-,18,2671,2346,1324,533,3,182716,11328,2671,2346,1369,2446,2345,1241,92,100,0,500,2888;
@400000005e7db23e17f1af60 #d,-,18,2978,2346,1338,534,3,182756,11330,2978,2347,1346,2671,2346,1324,93,100,0,500,3180;
@400000005e7db23e17fabf4c #d,-,18,2976,2347,1256,534,3,182790,11333,2978,2347,1340,2976,2346,1256,93,100,0,500,3182;
@400000005e7db24018094612 #d,-,18,2695,2347,1171,535,3,182789,11332,2976,2348,1256,2695,2346,1094,90,100,0,500,2988;
@400000005e7db2401812a080 #d,-,18,2557,2347,1167,536,3,182787,11332,2695,2347,1180,2557,2346,1162,91,100,0,500,2806;
@400000005e7db24218213e8e #d,-,18,2553,2345,1176,536,3,182786,11332,2557,2347,1180,2553,2345,1167,91,100,0,500,2789;
@400000005e7db242182a72cd #d,-,18,2550,2346,1137,537,3,182780,11332,2553,2347,1176,2550,2345,1137,91,100,0,500,2798;
@400000005e7db244183845d3 #d,-,18,2451,2347,1138,538,3,182770,11331,2550,2347,1142,2451,2346,1136,90,100,0,500,2723;
@400000005e7db244184197e0 #d,-,18,2450,2347,1141,538,3,182785,11332,2451,2347,1143,2450,2346,1136,90,100,0,500,2718;
@400000005e7db246184f01a9 #d,-,18,2449,2346,1140,539,3,182775,11332,2450,2347,1144,2449,2346,1136,90,100,0,500,2715;
@400000005e7db24618583d5b #d,-,18,2449,2344,1139,540,3,182766,11331,2449,2346,1142,2449,2343,1137,90,100,0,500,2715;
@400000005e7db24818660447 #d,-,18,2449,2343,1272,541,3,182754,11330,2449,2344,1324,2449,2342,1136,90,100,0,500,2715;
@400000005e7db248186f3ff9 #d,-,18,2886,2344,1341,541,3,182791,11333,2886,2344,1356,2449,2340,1270,93,100,0,500,3071;
@400000005e7db24a187dde07 #d,-,18,2948,2343,1337,542,3,182829,11335,2948,2345,1341,2886,2343,1332,93,100,0,500,3168;
@400000005e7db24a18875377 #d,-,18,2948,2343,1188,543,3,182848,11336,2948,2345,1340,2948,2342,1119,92,100,0,500,3178;
@400000005e7db24c189570ff #d,-,18,2599,2345,1192,544,3,182853,11336,2948,2345,1228,2599,2343,1184,90,100,0,500,2886;
@400000005e7db24c189ef28b #d,-,18,2598,2345,1195,544,3,182857,11337,2599,2345,1198,2598,2344,1192,91,100,0,500,2846;
