@400000005e54d16139cb8850 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e54d162281cd404 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e54d3a90fff0fce #d,-,18,3747,2355,1666,545,3,242947,15062,3747,2357,1720,3683,2354,1500,95,100,0,500,3905;
@400000005e54d3ab10115040 #d,-,18,3741,2356,1707,546,3,242982,15064,3747,2358,1707,3741,2355,1511,96,100,0,500,3874;
@400000005e54d3ab101c6420 #d,-,18,3735,2355,1488,547,3,243012,15066,3741,2357,1711,3735,2354,1449,96,100,0,500,3870;
@400000005e54d3ad102c8868 #d,-,18,3679,2357,1561,548,3,243059,15069,3735,2357,1752,3679,2354,1488,95,100,0,500,3865;
@400000005e54d3ad10367331 #d,-,18,3678,2356,1660,549,3,243100,15072,3679,2357,1730,3678,2354,1470,95,100,0,500,3832;
@400000005e54d3af10467d64 #d,-,18,3672,2354,1640,550,3,243176,15076,3678,2357,1723,3672,2354,1456,95,100,0,500,3851;
@400000005e54d3af1050549e #d,-,18,3743,2354,1650,551,3,243176,15076,3743,2358,1735,3672,2354,1485,95,100,0,500,3934;
@400000005e54d3b1105fa2b1 #d,-,18,3746,2356,1699,552,3,243220,15079,3746,2357,1710,3743,2354,1552,95,100,0,500,3912;
@400000005e54d3b1106a499b #d,-,18,3746,2356,1685,553,3,243265,15082,3746,2357,1699,3746,2355,1594,95,100,0,500,3922;
@400000005e54d3b3107b2dbc #d,-,18,3748,2354,1657,554,3,243309,15085,3748,2357,1689,3746,2353,1586,95,100,0,500,3938;
@400000005e54d3b31085b054 #d,-,18,3751,2354,1608,555,3,243356,15088,3751,2354,1705,3748,2352,1588,95,100,0,500,3946;
@400000005e54d3b510963b0d #d,-,18,3754,2354,1525,556,3,243441,15093,3754,2354,1697,3751,2351,1525,95,100,0,500,3948;
@400000005e54d3b5109ff38b #d,-,18,3753,2353,1668,557,3,243491,15096,3754,2354,1737,3753,2350,1509,95,100,0,500,3917;
@400000005e54d3b710b075e3 #d,-,18,3754,2353,1678,558,3,243496,15096,3754,2354,1705,3753,2351,1582,95,100,0,500,3934;
@400000005e54d3b710ba3e36 #d,-,18,3756,2352,1661,559,3,243541,15099,3756,2353,1680,3754,2352,1609,95,100,0,500,3953;
@400000005e54d3b910cacbbb #d,-,18,3753,2353,1653,560,3,243585,15102,3756,2353,1708,3753,2350,1566,95,100,0,500,3919;
@400000005e54d3b910d4dad6 #d,-,18,3757,2353,1656,561,3,243631,15105,3757,2354,1696,3753,2352,1597,94,100,0,500,3965;
@400000005e54d3bb10e50b39 #d,-,18,3762,2353,1669,562,3,243678,15108,3762,2353,1687,3757,2350,1615,95,100,0,500,3960;
@400000005e54d3bb10eef9bc #d,-,18,3764,2354,1689,563,3,243722,15110,3764,2354,1693,3762,2352,1589,95,100,0,500,3948;
@400000005e54d3bd10feb10c #d,-,18,3764,2353,1681,564,3,243767,15113,3764,2354,1689,3764,2352,1613,95,100,0,500,3938;
@400000005e54d3bd110875a6 #d,-,18,3765,2353,1678,565,3,243809,15116,3765,2354,1682,3764,2351,1557,95,100,0,500,3946;
@400000005e54d3bf1118927a #d,-,18,3763,2353,1610,566,3,243852,15118,3765,2353,1713,3763,2351,1586,95,100,0,500,3927;
@400000005e54d3bf1122cf38 #d,-,18,3764,2352,1597,567,3,243898,15121,3764,2353,1701,3763,2350,1597,95,100,0,500,3943;
@400000005e54d3c111326f3f #d,-,18,3765,2352,1633,569,3,243946,15124,3765,2352,1696,3764,2350,1597,95,100,0,500,3943;
@400000005e54d3c1113c5295 #d,-,18,3768,2352,1660,570,3,243992,15127,3768,2353,1692,3765,2350,1613,95,100,0,500,3950;
@400000005e54d3c3114c92cd #d,-,18,3769,2351,1669,571,3,244038,15130,3769,2353,1689,3768,2350,1621,95,100,0,500,3953;
@400000005e54d3c311570edf #d,-,18,3771,2351,1661,572,3,244123,15135,3771,2353,1669,3769,2350,1640,95,100,0,500,3960;
@400000005e54d3c51166f107 #d,-,18,3768,2351,1656,573,3,244125,15135,3771,2354,1684,3768,2350,1603,95,100,0,500,3927;
@400000005e54d3c511716c2b #d,-,18,3768,2353,1659,574,3,244169,15138,3768,2353,1687,3768,2351,1603,95,100,0,500,3946;
@400000005e54d3c711813f6c #d,-,18,3771,2353,1666,575,3,244214,15141,3771,2354,1683,3768,2351,1626,95,100,0,500,3957;
@400000005e54d3c7118be1ad #d,-,18,3772,2353,1675,576,3,244257,15143,3772,2354,1676,3771,2351,1626,95,100,0,500,3950;
@400000005e54d3c9119bdfc5 #d,-,18,3772,2352,1689,577,3,244301,15146,3772,2355,1689,3772,2352,1617,95,100,0,500,3946;
@400000005e54d3c911a58fe2 #d,-,18,3773,2352,1671,578,3,244384,15151,3773,2354,1689,3772,2351,1617,95,100,0,500,3950;
@400000005e54d3cb11b5a189 #d,-,18,3774,2354,1640,579,3,244389,15152,3774,2354,1691,3773,2351,1623,95,100,0,500,3957;
@400000005e54d3cb11bf7509 #d,-,18,3775,2354,1636,580,3,244434,15154,3775,2354,1682,3774,2352,1636,95,100,0,500,3955;
@400000005e54d3cd11ceb701 #d,-,18,3776,2355,1623,581,3,244477,15157,3776,2355,1673,3775,2352,1623,95,100,0,500,3955;
@400000005e54d3cd11d8ba01 #d,-,18,3775,2355,1652,582,3,244521,15160,3776,2355,1680,3775,2352,1618,95,100,0,500,3941;
@400000005e54d3cf11e9c8f9 #d,-,18,3774,2354,1665,583,3,244603,15165,3775,2356,1679,3774,2353,1616,95,100,0,500,3946;
@400000005e54d3cf11f5275b #d,-,18,3773,2354,1663,584,3,244605,15165,3774,2355,1679,3773,2350,1620,95,100,0,500,3941;
@400000005e54d3d11205c0fb #d,-,18,3772,2352,1656,585,3,244648,15168,3773,2354,1674,3772,2352,1626,95,100,0,500,3946;
@400000005e54d3d1120fd2e2 #d,-,18,3772,2352,1663,586,3,244691,15170,3772,2353,1684,3772,2351,1622,95,100,0,500,3948;
@400000005e54d3d312201f35 #d,-,18,3774,2351,1657,587,3,244733,15173,3774,2353,1682,3772,2350,1613,95,100,0,500,3965;
@400000005e54d3d3122a9f01 #d,-,18,3775,2350,1679,588,3,244777,15176,3775,2352,1688,3774,2349,1626,95,100,0,500,3946;
@400000005e54d3d5123a3a61 #d,-,18,3776,2349,1682,590,3,244818,15178,3776,2352,1683,3775,2349,1617,95,100,0,500,3957;
@400000005e54d3d512447454 #d,-,18,3775,2349,1676,591,3,244859,15181,3776,2350,1682,3775,2348,1623,95,100,0,500,3941;
@400000005e54d3d71254dabb #d,-,18,3774,2350,1651,592,3,244900,15183,3775,2351,1679,3774,2348,1627,95,100,0,499,3941;
@400000005e54d3d7125eb2e3 #d,-,18,3773,2351,1629,593,3,244941,15186,3774,2351,1677,3773,2348,1625,95,100,0,499,3941;
@400000005e54d3d9126f6012 #d,-,18,3773,2349,1629,594,3,244983,15188,3773,2351,1681,3773,2348,1629,95,100,0,499,3943;
@400000005e54d3d91279b05f #d,-,18,3773,2348,1656,595,3,245025,15191,3773,2349,1679,3773,2347,1627,95,100,0,499,3941;
@400000005e54d3db12899ea2 #d,-,18,3773,2353,1668,596,3,245067,15194,3773,2354,1681,3773,2347,1624,95,100,0,499,3936;
@400000005e54d3db129268b5 #d,-,18,3773,2353,1660,597,3,245109,15196,3773,2355,1679,3773,2351,1627,95,100,0,499,3950;
@400000005e54d3dd12a20503 #d,-,18,3772,2355,1655,598,3,245188,15201,3773,2355,1678,3772,2353,1613,95,100,0,499,3943;
@400000005e54d3dd12aa22cb #d,-,18,3772,2356,1653,599,3,245190,15201,3772,2356,1680,3772,2354,1622,95,100,0,499,3950;
@400000005e54d3df12ba382c #d,-,18,3774,2355,1662,600,3,245232,15204,3774,2356,1675,3772,2354,1627,95,100,0,499,3960;
@400000005e54d3df12c3507a #d,-,18,3776,2356,1658,601,3,245273,15206,3776,2356,1675,3774,2354,1634,95,100,0,499,3955;
@400000005e54d3e112d2d0d8 #d,-,18,3776,2356,1671,602,3,245352,15211,3776,2357,1680,3776,2354,1620,95,100,0,500,3950;
@400000005e54d3e112dce766 #d,-,18,3775,2354,1679,603,3,245392,15214,3776,2357,1679,3775,2354,1623,95,100,0,500,3941;
@400000005e54d3e312ec640a #d,-,18,3775,2355,1665,604,3,245393,15214,3775,2357,1680,3775,2354,1631,95,100,0,500,3948;
@400000005e54d3e312f58c2e #d,-,18,3776,2354,1649,605,3,245434,15216,3776,2357,1676,3775,2354,1621,95,100,0,500,3955;
@400000005e54d3e5130581e4 #d,-,18,3775,2355,1631,606,3,245474,15219,3776,2356,1679,3775,2353,1624,95,100,0,500,3948;
@400000005e54d3e5130faecd #d,-,18,3775,2355,1622,607,3,245514,15221,3775,2357,1676,3775,2354,1622,95,100,0,500,3950;
@400000005e54d3e7131efce0 #d,-,18,3775,2356,1653,608,3,245555,15224,3775,2357,1678,3775,2355,1619,95,100,0,500,3946;
@400000005e54d3e713292e71 #d,-,18,3775,2357,1666,609,3,245634,15229,3775,2357,1681,3775,2354,1618,95,100,0,500,3943;
@400000005e54d3e91338f596 #d,-,18,3775,2354,1662,610,3,245635,15229,3775,2357,1671,3775,2349,1635,95,100,0,500,3955;
@400000005e54d3e91342c55d #d,-,18,3774,2353,1660,611,3,245674,15231,3775,2355,1681,3774,2353,1620,95,100,0,500,3938;
@400000005e54d3eb13524a63 #d,-,18,3774,2355,1654,612,3,245713,15234,3774,2355,1676,3774,2353,1625,95,100,0,500,3957;
@400000005e54d3eb135c2910 #d,-,18,3774,2354,1654,613,3,245752,15236,3774,2355,1679,3774,2353,1623,95,100,0,500,3948;
@400000005e54d3ed136b86f8 #d,-,18,3774,2354,1666,614,3,245791,15239,3774,2356,1681,3774,2354,1622,95,100,0,500,3946;
@400000005e54d3ed1375a141 #d,-,18,3775,2355,1676,616,3,245830,15241,3775,2356,1677,3774,2354,1633,95,100,0,500,3943;
@400000005e54d3ef1383d169 #d,-,18,3775,2354,1678,617,3,245868,15243,3775,2356,1678,3775,2353,1603,95,100,0,500,3948;
@400000005e54d3ef138b4c36 #d,-,18,3773,2353,1659,618,3,245905,15246,3775,2355,1683,3773,2353,1618,95,100,0,500,3938;
@400000005e54d3f1139b8052 #d,-,18,3773,2354,1636,619,3,245943,15248,3773,2355,1679,3773,2352,1620,95,100,0,500,3943;
@400000005e54d3f113a57737 #d,-,18,3773,2354,1620,620,3,245983,15250,3773,2354,1681,3773,2351,1620,95,100,0,500,3948;
@400000005e54d3f313b60d1d #d,-,18,3774,2352,1638,621,3,246023,15253,3774,2354,1679,3773,2352,1620,95,100,0,500,3950;
@400000005e54d3f313bffba0 #d,-,18,3774,2353,1661,622,3,246062,15255,3774,2355,1682,3774,2352,1618,95,100,0,500,3946;
@400000005e54d3f513d0ff6b #d,-,18,3774,2351,1668,623,3,246100,15258,3774,2354,1679,3774,2351,1628,95,100,0,500,3946;
@400000005e54d3f513daf650 #d,-,18,3774,2352,1662,624,3,246139,15260,3774,2354,1682,3774,2351,1635,95,100,0,500,3950;
@400000005e54d3f713eb74ee #d,-,18,3774,2354,1654,625,3,246176,15262,3774,2356,1681,3774,2352,1626,95,100,0,500,3955;
@400000005e54d3f713f53899 #d,-,18,3775,2356,1658,626,3,246215,15265,3775,2356,1678,3774,2354,1632,95,100,0,500,3955;
@400000005e54d3f9140532f7 #d,-,18,3776,2356,1657,627,3,246252,15267,3776,2356,1681,3775,2353,1614,95,100,0,500,3957;
@400000005e54d3f9140faa62 #d,-,18,3777,2356,1669,628,3,246327,15272,3777,2356,1672,3776,2353,1623,95,100,0,500,3948;
@400000005e54d3fb141fafed #d,-,18,3776,2354,1689,629,3,246326,15272,3777,2356,1693,3776,2352,1585,95,100,0,500,3948;
@400000005e54d3fb1429a318 #d,-,18,3775,2354,1672,630,3,246364,15274,3776,2355,1689,3775,2353,1634,95,100,0,500,3934;
@400000005e54d3fd1439f325 #d,-,18,3775,2354,1661,631,3,246400,15276,3775,2355,1673,3775,2353,1626,95,100,0,500,3950;
@400000005e54d3fd1443b6d0 #d,-,18,3775,2354,1631,632,3,246436,15279,3775,2355,1680,3775,2352,1609,95,100,0,500,3948;
@400000005e54d3ff1453eea6 #d,-,18,3774,2353,1629,633,3,246474,15281,3775,2354,1686,3774,2351,1629,95,100,0,500,3941;
@400000005e54d3ff145d8fdc #d,-,18,3774,2352,1631,634,3,246512,15283,3774,2353,1678,3774,2350,1629,95,100,0,500,3943;
@400000005e54d401146e509a #d,-,18,3774,2351,1665,635,3,246549,15286,3774,2352,1679,3774,2350,1622,95,100,0,499,3943;
@400000005e54d4011478ad02 #d,-,18,3772,2352,1667,636,3,246585,15288,3774,2353,1684,3772,2350,1606,95,100,0,499,3931;
@400000005e54d403148b2378 #d,-,18,3773,2354,1662,638,3,246659,15292,3773,2355,1681,3772,2352,1621,95,100,0,499,3946;
@400000005e54d403149570fa #d,-,18,3773,2355,1655,639,3,246658,15292,3773,2355,1671,3773,2352,1622,95,100,0,499,3953;
@400000005e54d40514a68766 #d,-,18,3772,2356,1652,640,3,246694,15295,3773,2356,1683,3772,2353,1608,95,100,0,499,3941;
@400000005e54d40514b06abb #d,-,18,3773,2356,1667,641,3,246732,15297,3773,2356,1679,3772,2354,1632,95,100,0,499,3953;
@400000005e54d40714c0d5ca #d,-,18,3775,2356,1664,642,3,246768,15299,3775,2356,1685,3773,2354,1617,95,100,0,499,3957;
@400000005e54d40714cac8f5 #d,-,18,3775,2354,1680,643,3,246803,15301,3775,2356,1680,3775,2354,1626,95,100,0,500,3941;
@400000005e54d40914dbd07b #d,-,18,3775,2354,1683,644,3,246838,15304,3775,2357,1683,3775,2353,1610,95,100,0,500,3946;
@400000005e54d40914e58cb3 #d,-,18,3774,2354,1659,645,4,246873,15306,3775,2356,1690,3774,2353,1614,95,100,0,500,3948;
@400000005e54d40b14f5e079 #d,-,18,3774,2356,1638,646,4,246909,15308,3774,2356,1680,3774,2354,1625,95,100,0,500,3946;
@400000005e54d40b14ffe9fe #d,-,18,3774,2355,1628,647,4,246945,15310,3774,2356,1675,3774,2353,1628,95,100,0,500,3948;
Lost connection at /opt/powertools/bin/wattsup1 line 220.
	main::failure('Lost connection') called at /opt/powertools/bin/wattsup1 line 271
	main::recv_msg() called at /opt/powertools/bin/wattsup1 line 504
