@400000005e1d72a1179942a6 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e1d72a205e5f705 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e1d74e225e76269 #d,-,18,2667,2331,1175,426,2,192404,11929,2668,2332,1187,2667,2329,1155,98,100,0,500,2696;
@400000005e1d74e225f1c28b #d,-,18,2670,2330,1155,427,2,192368,11926,2670,2331,1175,2667,2328,1149,98,100,0,500,2724;
@400000005e1d74e42601ad14 #d,-,18,2669,2329,1155,428,2,192366,11926,2670,2331,1157,2669,2329,1154,98,100,0,500,2698;
@400000005e1d74e4260be25f #d,-,18,2669,2328,1155,428,2,192363,11926,2669,2330,1158,2669,2328,1155,98,100,0,500,2696;
@400000005e1d74e62616da4f #d,-,18,2668,2329,1156,429,2,192360,11926,2669,2330,1158,2668,2327,1155,98,100,0,500,2698;
@400000005e1d74e62621c358 #d,-,18,2668,2329,1187,430,2,192395,11928,2668,2329,1188,2668,2325,1154,98,100,0,500,2698;
@400000005e1d74e8262aad15 #d,-,18,2671,2327,1173,431,2,192361,11926,2671,2329,1187,2668,2323,1150,97,100,0,500,2726;
@400000005e1d74e82630a82e #d,-,18,2676,2326,1157,431,2,192373,11927,2676,2328,1314,2671,2324,1157,97,100,0,500,2739;
@400000005e1d74ea263a398e #d,-,18,2737,2326,1162,432,2,192370,11926,2737,2327,1167,2676,2324,1122,98,100,0,500,2778;
@400000005e1d74ea2644d45d #d,-,18,2677,2324,1161,433,2,192402,11928,2737,2326,1166,2677,2324,1161,98,100,0,500,2710;
@400000005e1d74ec264fe83d #d,-,18,2676,2323,1195,434,2,192370,11926,2677,2326,1195,2676,2323,1161,98,100,0,500,2707;
@400000005e1d74ec265a1d88 #d,-,18,2679,2325,1163,434,2,192370,11926,2679,2326,1195,2676,2323,1155,97,100,0,501,2737;
@400000005e1d74ee26659332 #d,-,18,2679,2327,1162,435,2,192369,11926,2679,2327,1164,2679,2324,1162,99,100,0,501,2705;
@400000005e1d74ee267068ad #d,-,18,2678,2325,1162,436,2,192400,11928,2679,2327,1163,2678,2324,1161,98,100,0,501,2707;
@400000005e1d74f026792a5e #d,-,18,2678,2325,1163,437,2,192366,11926,2678,2327,1163,2678,2325,1162,98,100,0,501,2708;
@400000005e1d74f02682eef8 #d,-,18,2677,2327,1187,437,2,192366,11926,2678,2328,1187,2677,2325,1160,98,100,0,501,2707;
@400000005e1d74f2268be029 #d,-,18,2681,2324,1163,438,2,192367,11926,2681,2328,1193,2677,2324,1154,97,100,0,501,2739;
@400000005e1d74f226915e75 #d,-,18,2679,2328,1160,439,2,192366,11926,2681,2328,1164,2679,2324,1160,99,100,0,501,2703;
@400000005e1d74f4269a279a #d,-,18,2679,2326,1162,440,2,192365,11926,2679,2328,1163,2679,2325,1160,98,100,0,501,2707;
@400000005e1d74f4269fae48 #d,-,18,2678,2325,1163,440,2,192364,11926,2679,2326,1164,2678,2324,1161,98,100,0,501,2707;
@400000005e1d74f626b05049 #d,-,18,2678,2325,1176,441,2,192363,11926,2678,2326,1176,2678,2323,1161,98,100,0,501,2707;
@400000005e1d74f626baacb2 #d,-,18,2681,2323,1164,442,2,192365,11926,2681,2325,1195,2678,2322,1157,97,100,0,501,2737;
@400000005e1d74f826c4f49c #d,-,18,2680,2323,1163,443,2,192364,11926,2681,2324,1166,2680,2322,1163,99,100,0,501,2707;
@400000005e1d74f826cfdda6 #d,-,18,2679,2324,1164,443,2,192362,11926,2680,2325,1165,2679,2322,1162,98,100,0,500,2707;
@400000005e1d74fa26da64e5 #d,-,18,2679,2324,1164,444,2,192394,11928,2679,2324,1165,2679,2321,1163,98,100,0,500,2710;
@400000005e1d74fa26e4a64b #d,-,18,2678,2323,1165,445,2,192361,11926,2679,2324,1165,2678,2321,1163,98,100,0,500,2707;
@400000005e1d74fc26ee6283 #d,-,18,2681,2324,1161,445,2,192362,11926,2681,2325,1194,2678,2322,1156,98,100,0,501,2733;
@400000005e1d74fc26f9b4ca #d,-,18,2680,2325,1162,446,2,192394,11928,2681,2326,1166,2680,2323,1161,98,100,0,500,2710;
@400000005e1d74fe270a4ab0 #d,-,18,2680,2324,1163,447,2,192393,11928,2680,2325,1165,2680,2323,1162,98,100,0,500,2708;
@400000005e1d74fe2714baa7 #d,-,18,2679,2324,1164,448,2,192360,11926,2680,2325,1165,2679,2323,1162,98,100,0,500,2710;
@400000005e1d7500271d9490 #d,-,18,2679,2326,1163,448,2,192359,11926,2679,2326,1164,2679,2324,1162,98,100,0,501,2708;
@400000005e1d7500272466ca #d,-,18,2682,2326,1156,449,2,192361,11926,2682,2328,1193,2679,2325,1155,98,100,0,501,2728;
@400000005e1d7502272d0606 #d,-,18,2681,2327,1162,450,2,192360,11926,2682,2328,1165,2681,2325,1156,98,100,0,501,2717;
@400000005e1d750227371ba7 #d,-,18,2681,2329,1162,451,2,192359,11926,2681,2329,1163,2681,2326,1161,98,100,0,501,2710;
@400000005e1d750427448570 #d,-,18,2680,2326,1162,451,2,192358,11926,2681,2329,1163,2680,2326,1161,98,100,0,501,2708;
@400000005e1d7504274ec5e8 #d,-,18,2679,2327,1163,452,2,192389,11928,2680,2328,1163,2679,2325,1161,98,100,0,501,2707;
@400000005e1d7506275cebd1 #d,-,18,2681,2325,1154,453,2,192360,11926,2681,2327,1195,2679,2324,1154,98,100,0,501,2721;
@400000005e1d75062767ec23 #d,-,18,2682,2327,1162,454,2,192359,11926,2682,2327,1163,2681,2325,1154,98,100,0,501,2723;
@400000005e1d750827739b8c #d,-,18,2681,2325,1161,454,2,192357,11926,2682,2327,1164,2681,2325,1160,99,100,0,501,2708;
@400000005e1d7508277dc963 #d,-,18,2680,2327,1172,455,2,192357,11926,2681,2327,1172,2680,2325,1161,99,100,0,501,2707;
@400000005e1d750a278abdd3 #d,-,18,2684,2325,1184,456,2,192363,11926,2684,2327,1196,2680,2325,1172,97,100,0,501,2741;
@400000005e1d750a2795aa96 #d,-,18,2735,2327,1181,457,2,192371,11927,2735,2327,1214,2684,2324,1181,98,100,0,501,2767;
Lost connection at /opt/powertools/bin/wattsup1 line 220.
	main::failure('Lost connection') called at /opt/powertools/bin/wattsup1 line 271
	main::recv_msg() called at /opt/powertools/bin/wattsup1 line 504
