@400000005e142b7004f662c6 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e142b702ede850f #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e1437611d62c7a9 #d,-,18,2917,2378,1240,2438,15,207074,12838,2918,2380,1240,2917,2378,1232,99,100,0,500,2943;
@400000005e1437631d6de7a5 #d,-,18,2921,2380,1234,2439,15,207076,12838,2921,2380,1265,2917,2378,1226,98,100,0,500,2975;
@400000005e1437631d73cb74 #d,-,18,2919,2380,1235,2439,15,207076,12838,2921,2380,1236,2919,2379,1232,99,100,0,500,2943;
@400000005e1437651d7f96cd #d,-,18,2918,2374,1236,2440,15,207077,12838,2919,2380,1236,2918,2372,1233,99,100,0,500,2945;
@400000005e1437651d8a8390 #d,-,18,2917,2377,1236,2441,15,207077,12838,2918,2377,1237,2917,2373,1234,99,100,0,500,2943;
@400000005e1437671d9390b2 #d,-,18,2917,2376,1237,2442,15,207078,12838,2917,2377,1237,2917,2375,1234,99,100,0,500,2945;
@400000005e1437671d981beb #d,-,18,2920,2374,1230,2443,15,207079,12838,2920,2376,1267,2917,2373,1229,98,100,0,500,2965;
@400000005e1437691d9ded1a #d,-,18,2919,2375,1204,2443,15,207079,12838,2920,2375,1238,2919,2373,1204,98,100,0,500,2951;
@400000005e1437691da0dad1 #d,-,18,2865,2376,1242,2444,15,207079,12838,2919,2377,1242,2865,2375,1202,98,100,0,500,2901;
@400000005e14376b1dab7959 #d,-,18,2869,2376,1230,2445,15,207079,12838,2869,2377,1242,2865,2376,1224,97,100,0,500,2936;
@400000005e14376b1db6eb4a #d,-,18,2873,2377,1220,2446,15,207086,12839,2873,2377,1240,2869,2375,1218,97,100,0,500,2933;
@400000005e14376d1dc27483 #d,-,18,2876,2377,1214,2447,15,207080,12838,2876,2378,1250,2873,2377,1213,98,100,0,500,2922;
@400000005e14376d1dcd552a #d,-,18,2878,2375,1229,2447,15,207080,12838,2878,2377,1232,2876,2375,1214,98,100,0,500,2929;
@400000005e14376f1ddedd36 #d,-,18,2882,2375,1231,2448,15,207080,12839,2882,2375,1240,2878,2374,1229,98,100,0,500,2938;
@400000005e14376f1dea2bc2 #d,-,18,2884,2376,1233,2449,15,207087,12839,2884,2377,1233,2882,2374,1228,98,100,0,500,2936;
@400000005e1437711df56307 #d,-,18,2887,2378,1232,2450,15,207081,12839,2887,2378,1234,2884,2376,1231,98,100,0,500,2936;
@400000005e1437711dfdeafb #d,-,18,2891,2376,1225,2451,15,207082,12839,2891,2378,1262,2887,2376,1225,98,100,0,500,2947;
@400000005e1437731e074922 #d,-,18,2894,2376,1233,2451,15,207082,12839,2894,2378,1233,2891,2376,1224,97,100,0,500,2956;
@400000005e1437731e0fb525 #d,-,18,2896,2376,1233,2452,15,207083,12839,2896,2377,1233,2894,2375,1231,98,100,0,500,2938;
@400000005e1437751e20e782 #d,-,18,2897,2377,1232,2453,15,207083,12839,2897,2377,1233,2896,2375,1231,98,100,0,500,2938;
@400000005e1437751e2c70bb #d,-,18,2898,2377,1231,2454,15,207084,12839,2898,2377,1233,2897,2376,1230,98,100,0,500,2938;
@400000005e1437771e3bf207 #d,-,18,2900,2376,1231,2455,15,207085,12839,2900,2377,1264,2898,2375,1231,98,100,0,500,2940;
@400000005e1437771e4724a4 #d,-,18,2903,2377,1233,2456,15,207085,12839,2903,2377,1234,2900,2375,1226,97,100,0,500,2963;
@400000005e1437791e58ec03 #d,-,18,2903,2380,1233,2456,15,207085,12839,2903,2380,1233,2903,2377,1228,98,100,0,500,2940;
@400000005e1437791e64594c #d,-,18,2903,2379,1230,2457,15,207086,12839,2903,2381,1233,2903,2378,1228,98,100,0,500,2934;
@400000005e14377b1e756845 #d,-,18,2903,2379,1230,2458,15,207093,12839,2903,2380,1231,2903,2378,1229,98,100,0,500,2940;
@400000005e14377b1e806985 #d,-,18,2904,2380,1243,2459,15,207094,12839,2904,2380,1260,2903,2379,1230,98,100,0,500,2936;
@400000005e14377d1e902849 #d,-,18,2907,2379,1230,2459,15,207094,12839,2907,2381,1243,2904,2378,1223,98,100,0,500,2963;
@400000005e14377d1e9b5372 #d,-,18,2907,2381,1230,2460,15,207095,12839,2907,2382,1231,2907,2378,1229,98,100,0,500,2938;
@400000005e14377f1ea79423 #d,-,18,2906,2380,1232,2461,15,207088,12839,2907,2381,1232,2906,2380,1229,98,100,0,500,2940;
@400000005e14377f1eb29cd7 #d,-,18,2906,2378,1231,2462,15,207089,12839,2906,2380,1233,2906,2378,1231,98,100,0,500,2938;
@400000005e1437811ebec287 #d,-,18,2907,2380,1257,2463,15,207090,12839,2907,2380,1262,2906,2378,1230,98,100,0,500,2940;
@400000005e1437811ec9882c #d,-,18,2910,2380,1232,2463,15,207090,12839,2910,2381,1257,2907,2378,1224,98,100,0,500,2968;
@400000005e1437831ed9669a #d,-,18,2910,2382,1231,2464,15,207091,12839,2910,2382,1232,2910,2379,1230,98,100,0,500,2942;
@400000005e1437831ee43c14 #d,-,18,2910,2379,1231,2465,15,207091,12839,2910,2382,1232,2910,2379,1229,98,100,0,500,2940;
@400000005e1437851ef31888 #d,-,18,2909,2380,1231,2466,15,207092,12839,2910,2381,1232,2909,2379,1230,98,100,0,500,2940;
@400000005e1437851efe054b #d,-,18,2909,2382,1260,2467,15,207093,12839,2909,2382,1261,2909,2379,1231,98,100,0,500,2942;
@400000005e1437871f0f5b0c #d,-,18,2912,2382,1230,2468,15,207093,12839,2912,2383,1260,2909,2382,1222,98,100,0,500,2968;
@400000005e1437871f19f994 #d,-,18,2912,2381,1231,2468,15,207094,12839,2912,2382,1233,2912,2379,1230,99,100,0,500,2940;
@400000005e1437891f2b8558 #d,-,18,2911,2381,1230,2469,15,207101,12840,2912,2381,1233,2911,2379,1230,98,100,0,500,2942;
@400000005e1437891f365ad3 #d,-,18,2911,2379,1232,2470,15,207101,12840,2911,2382,1235,2911,2378,1229,99,100,0,500,2940;
@400000005e14378b1f4723f2 #d,-,18,2911,2376,1263,2471,15,207102,12840,2911,2379,1263,2911,2376,1232,98,100,0,500,2942;
@400000005e14378b1f51a778 #d,-,18,2914,2378,1234,2472,15,207096,12840,2914,2379,1264,2911,2376,1227,98,100,0,500,2972;
@400000005e14378d1f5f4bee #d,-,18,2913,2377,1222,2472,15,207096,12840,2914,2379,1234,2913,2376,1220,99,100,0,500,2936;
@400000005e14378d1f6a96c1 #d,-,18,2909,2378,1233,2473,15,207097,12840,2913,2379,1236,2909,2377,1222,99,100,0,500,2918;
@400000005e14378f1f7a655a #d,-,18,2909,2376,1234,2474,15,207097,12840,2909,2379,1235,2909,2374,1231,98,100,0,500,2942;
@400000005e14378f1f850b55 #d,-,18,2909,2379,1256,2475,15,207098,12840,2909,2379,1256,2909,2376,1230,98,100,0,500,2940;
@400000005e1437911f9639f8 #d,-,18,2913,2377,1234,2476,15,207099,12840,2913,2379,1263,2909,2376,1223,97,100,0,500,2974;
@400000005e1437911fa0d96e #d,-,18,2912,2377,1232,2476,15,207099,12840,2913,2378,1234,2912,2377,1231,99,100,0,500,2934;
@400000005e1437931fb176c8 #d,-,18,2911,2377,1233,2477,15,207100,12840,2912,2379,1234,2911,2377,1232,98,100,0,500,2942;
@400000005e1437931fbc0ddc #d,-,18,2911,2375,1234,2478,15,207100,12840,2911,2378,1235,2911,2375,1233,98,100,0,500,2942;
@400000005e1437951fccf1fe #d,-,18,2910,2377,1248,2479,15,207107,12840,2911,2377,1248,2910,2375,1232,98,100,0,500,2940;
@400000005e1437951fd780b0 #d,-,18,2914,2377,1234,2480,15,207108,12840,2914,2377,1264,2910,2377,1227,98,100,0,500,2972;
@400000005e1437971fe77755 #d,-,18,2913,2375,1234,2480,15,207109,12840,2914,2377,1235,2913,2374,1231,99,100,0,500,2938;
@400000005e1437971ff28eef #d,-,18,2912,2377,1233,2481,15,207102,12840,2913,2378,1236,2912,2374,1232,99,100,0,500,2940;
@400000005e1437992003aa03 #d,-,18,2912,2375,1233,2482,15,207103,12840,2912,2378,1234,2912,2375,1232,98,100,0,500,2942;
@400000005e143799200e5c1a #d,-,18,2911,2377,1237,2483,15,207103,12840,2912,2377,1237,2911,2375,1232,99,100,0,500,2940;
@400000005e14379b201fb594 #d,-,18,2915,2375,1232,2484,15,207104,12840,2915,2378,1265,2911,2375,1226,98,100,0,500,2967;
@400000005e14379b202a6b65 #d,-,18,2913,2376,1232,2484,15,207105,12840,2915,2377,1235,2913,2375,1232,98,100,0,500,2943;
@400000005e14379d203abf2b #d,-,18,2913,2378,1234,2485,15,207105,12840,2913,2378,1234,2913,2375,1232,99,100,0,500,2940;
@400000005e14379d204527af #d,-,18,2912,2380,1233,2486,15,207106,12840,2913,2380,1234,2912,2378,1231,99,100,0,500,2940;
@400000005e14379f205204d7 #d,-,18,2910,2381,1231,2487,15,207106,12840,2912,2382,1233,2910,2379,1217,99,100,0,500,2933;
@400000005e14379f205d438f #d,-,18,2914,2380,1226,2488,15,207107,12840,2914,2381,1262,2910,2380,1224,98,100,0,500,2959;
@400000005e1437a1206c4366 #d,-,18,2913,2381,1231,2488,15,207108,12840,2914,2382,1232,2913,2380,1226,98,100,0,500,2949;
@400000005e1437a12076f57d #d,-,18,2912,2379,1232,2489,15,207108,12840,2913,2382,1232,2912,2378,1230,99,100,0,500,2940;
@400000005e1437a32087cd83 #d,-,18,2911,2379,1233,2490,15,207108,12840,2912,2379,1233,2911,2378,1231,99,100,0,500,2940;
@400000005e1437a320925109 #d,-,18,2911,2377,1231,2491,15,207116,12841,2911,2380,1234,2911,2377,1231,98,100,0,500,2942;
@400000005e1437a520a36863 #d,-,18,2913,2377,1225,2492,15,207117,12841,2913,2377,1263,2911,2376,1225,98,100,0,500,2954;
@400000005e1437a520ade387 #d,-,18,2914,2378,1232,2493,15,207111,12840,2914,2379,1234,2913,2376,1225,98,100,0,500,2954;
@400000005e1437a720bac911 #d,-,18,2913,2377,1232,2493,15,207111,12840,2914,2379,1234,2913,2377,1231,98,100,0,500,2943;
@400000005e1437a720c607c9 #d,-,18,2912,2376,1233,2494,15,207111,12840,2913,2377,1235,2912,2376,1231,99,100,0,500,2940;
@400000005e1437a920d7788c #d,-,18,2912,2378,1240,2495,15,207112,12840,2912,2378,1247,2912,2375,1233,98,100,0,500,2942;
@400000005e1437a920e2135a #d,-,18,2915,2376,1229,2496,15,207113,12841,2915,2378,1266,2912,2376,1229,98,100,0,500,2963;
@400000005e1437ab20f36cd4 #d,-,18,2917,2378,1236,2497,15,207114,12841,2917,2378,1239,2915,2376,1228,98,100,0,500,2967;
@400000005e1437ab20fe03e8 #d,-,18,2917,2376,1237,2497,15,207115,12841,2917,2378,1238,2917,2376,1233,98,100,0,500,2949;
@400000005e1437ad21091f3c #d,-,18,2917,2378,1236,2498,15,207115,12841,2917,2378,1237,2917,2376,1235,98,100,0,500,2949;
@400000005e1437ad2114912d #d,-,18,2916,2377,1236,2499,15,207116,12841,2917,2379,1237,2916,2377,1234,98,100,0,500,2947;
@400000005e1437af2124b1bb #d,-,18,2917,2375,1242,2500,15,207117,12841,2917,2378,1270,2916,2373,1236,98,100,0,500,2951;
@400000005e1437af212f58a4 #d,-,18,2920,2373,1237,2501,15,207118,12841,2920,2376,1242,2917,2373,1230,98,100,0,500,2974;
@400000005e1437b1213d94e8 #d,-,18,2920,2374,1237,2501,15,207125,12841,2920,2374,1238,2920,2372,1237,98,100,0,500,2951;
@400000005e1437b1214810fb #d,-,18,2919,2374,1236,2502,15,207119,12841,2920,2376,1238,2919,2374,1236,98,100,0,500,2949;
@400000005e1437b32153ec29 #d,-,18,2919,2374,1238,2503,15,207120,12841,2919,2375,1238,2919,2374,1234,98,100,0,500,2949;
@400000005e1437b3215f3ab6 #d,-,18,2918,2376,1255,2504,15,207121,12841,2919,2376,1269,2918,2374,1237,99,100,0,500,2947;
@400000005e1437b5216b5090 #d,-,18,2922,2375,1238,2505,15,207122,12841,2922,2376,1255,2918,2374,1228,98,100,0,500,2975;
@400000005e1437b52175bf99 #d,-,18,2921,2372,1236,2505,15,207122,12841,2922,2375,1239,2921,2372,1236,99,100,0,500,2949;
@400000005e1437b72182eeb6 #d,-,18,2921,2375,1238,2506,15,207123,12841,2921,2375,1240,2921,2372,1235,98,100,0,500,2951;
@400000005e1437b7218e29b4 #d,-,18,2920,2372,1240,2507,15,207124,12841,2921,2375,1240,2920,2372,1236,99,100,0,500,2947;
@400000005e1437b9219ec7fc #d,-,18,2919,2374,1267,2508,15,207125,12841,2920,2374,1270,2919,2372,1237,99,100,0,500,2947;
@400000005e1437b921a97a12 #d,-,18,2922,2373,1238,2509,15,207126,12841,2922,2375,1267,2919,2373,1229,98,100,0,500,2975;
@400000005e1437bb21ba61ee #d,-,18,2922,2374,1238,2510,15,207133,12842,2922,2374,1239,2922,2373,1237,99,100,0,500,2951;
@400000005e1437bb21c50164 #d,-,18,2921,2372,1238,2510,15,207127,12841,2922,2375,1239,2921,2372,1237,98,100,0,500,2951;
@400000005e1437bd21d6474f #d,-,18,2921,2374,1238,2511,15,207134,12842,2921,2374,1239,2921,2372,1237,98,100,0,500,2951;
@400000005e1437bd21e0c62d #d,-,18,2920,2374,1270,2512,15,207129,12842,2921,2375,1270,2920,2373,1236,99,100,0,500,2949;
@400000005e1437bf21f02b88 #d,-,18,2924,2376,1239,2513,15,207130,12842,2924,2376,1270,2920,2374,1228,98,100,0,500,2979;
@400000005e1437bf21fb6686 #d,-,18,2923,2373,1239,2514,15,207130,12842,2924,2376,1239,2923,2373,1236,99,100,0,500,2947;
@400000005e1437c122083020 #d,-,18,2922,2374,1239,2514,15,207131,12842,2923,2374,1239,2922,2372,1237,99,100,0,500,2951;
@400000005e1437c12212f20b #d,-,18,2921,2371,1240,2515,15,207131,12842,2922,2374,1240,2921,2371,1236,99,100,0,499,2949;
@400000005e1437c32220ffbe #d,-,18,2921,2376,1266,2516,15,207132,12842,2921,2376,1266,2921,2370,1238,99,100,0,499,2949;
@400000005e1437c3222b6fb5 #d,-,18,2924,2376,1238,2517,15,207133,12842,2924,2378,1269,2921,2376,1229,98,100,0,500,2983;
@400000005e1437c5223a96ab #d,-,18,2923,2376,1238,2518,15,207141,12842,2924,2376,1238,2923,2375,1237,99,100,0,500,2945;
@400000005e1437c52245e17e #d,-,18,2922,2374,1238,2518,15,207135,12842,2923,2378,1238,2922,2374,1236,99,100,0,499,2951;
@400000005e1437c72251e783 #d,-,18,2922,2373,1238,2519,15,207135,12842,2922,2375,1241,2922,2368,1235,99,100,0,499,2949;
@400000005e1437c7225c860b #d,-,18,2921,2373,1261,2520,15,207136,12842,2922,2375,1261,2921,2373,1237,98,100,0,499,2951;
@400000005e1437c9226d280d #d,-,18,2925,2374,1240,2521,15,207137,12842,2925,2374,1270,2921,2372,1230,98,100,0,499,2981;
@400000005e1437c92277da24 #d,-,18,2923,2373,1239,2522,15,207138,12842,2925,2374,1240,2923,2372,1236,99,100,0,499,2945;
@400000005e1437cb22884533 #d,-,18,2922,2372,1238,2522,15,207138,12842,2923,2373,1239,2922,2371,1236,99,100,0,499,2949;
@400000005e1437cb2293555a #d,-,18,2921,2373,1237,2523,15,207139,12842,2922,2374,1239,2921,2372,1237,99,100,0,499,2947;
@400000005e1437cd22a42233 #d,-,18,2921,2371,1250,2524,15,207140,12842,2921,2373,1250,2921,2370,1233,99,100,0,499,2949;
@400000005e1437cd22af29f8 #d,-,18,2924,2374,1240,2525,15,207141,12842,2924,2374,1271,2921,2370,1231,98,100,0,499,2975;
@400000005e1437cf22bb288a #d,-,18,2923,2371,1239,2526,15,207141,12842,2924,2374,1241,2923,2371,1237,99,100,0,499,2947;
@400000005e1437cf22c59c3a #d,-,18,2922,2374,1238,2526,15,207149,12843,2923,2374,1240,2922,2371,1238,99,100,0,500,2949;
@400000005e1437d122d163da #d,-,18,2921,2372,1239,2527,15,207149,12843,2922,2374,1240,2921,2371,1237,99,100,0,500,2949;
@400000005e1437d122dcce57 #d,-,18,2920,2373,1241,2528,15,207150,12843,2921,2373,1241,2920,2371,1237,99,100,0,500,2947;
@400000005e1437d322ee2b8b #d,-,18,2924,2372,1236,2529,15,207145,12842,2924,2374,1270,2920,2372,1231,98,100,0,500,2974;
@400000005e1437d322f8d9e8 #d,-,18,2923,2371,1241,2530,15,207145,12843,2924,2372,1243,2923,2368,1236,99,100,0,500,2952;
@400000005e1437d52308ef49 #d,-,18,2922,2367,1240,2531,15,207146,12843,2923,2371,1241,2922,2367,1239,99,100,0,500,2949;
@400000005e1437d5231356de #d,-,18,2921,2371,1240,2531,15,207147,12843,2922,2371,1241,2921,2367,1240,98,100,0,499,2951;
@400000005e1437d723244ad4 #d,-,18,2921,2369,1239,2532,15,207147,12843,2921,2371,1240,2921,2369,1238,99,100,0,499,2949;
@400000005e1437d7232ebe85 #d,-,18,2923,2371,1233,2533,15,207148,12843,2923,2372,1270,2921,2369,1233,98,100,0,499,2967;
@400000005e1437d9233f31f6 #d,-,18,2923,2370,1241,2534,15,207149,12843,2923,2371,1242,2923,2369,1233,98,100,0,499,2959;
@400000005e1437d9234a7bda #d,-,18,2922,2372,1240,2534,15,207156,12843,2923,2372,1241,2922,2370,1239,99,100,0,499,2949;
@400000005e1437db2356534f #d,-,18,2921,2370,1241,2535,15,207157,12843,2922,2372,1241,2921,2370,1238,99,100,0,500,2947;
@400000005e1437db2360e6aa #d,-,18,2921,2369,1239,2536,15,207158,12843,2921,2371,1241,2921,2368,1239,98,100,0,500,2951;
@400000005e1437dd237227ed #d,-,18,2922,2370,1233,2537,15,207159,12843,2922,2370,1269,2921,2368,1233,98,100,0,500,2959;
@400000005e1437dd237c9c8c #d,-,18,2923,2369,1240,2538,15,207153,12843,2923,2371,1243,2922,2369,1232,98,100,0,500,2961;
@400000005e1437df23871b6a #d,-,18,2922,2371,1240,2539,15,207153,12843,2923,2371,1241,2922,2369,1238,99,100,0,500,2951;
@400000005e1437df238cf40c #d,-,18,2921,2370,1240,2539,15,207154,12843,2922,2371,1240,2921,2369,1238,99,100,0,500,2947;
@400000005e1437e123997a97 #d,-,18,2920,2371,1206,2540,15,207154,12843,2921,2372,1241,2920,2370,1198,99,100,0,500,2947;
@400000005e1437e123a4f3fc #d,-,18,2915,2370,1222,2541,15,207154,12843,2920,2372,1258,2915,2369,1206,100,100,0,499,2915;
@400000005e1437e323b5095c #d,-,18,2913,2372,1229,2542,15,207154,12843,2915,2372,1232,2913,2369,1218,99,100,0,499,2938;
@400000005e1437e323bfa071 #d,-,18,2910,2372,1239,2543,15,207155,12843,2913,2372,1243,2910,2369,1229,99,100,0,499,2926;
@400000005e1437e523cd1567 #d,-,18,2912,2370,1239,2543,15,207155,12843,2912,2372,1241,2910,2370,1237,98,100,0,499,2952;
@400000005e1437e523d78dc0 #d,-,18,2912,2372,1240,2544,15,207163,12844,2912,2373,1240,2912,2370,1238,98,100,0,499,2949;
@400000005e1437e723e5d9d9 #d,-,18,2913,2372,1246,2545,15,207157,12843,2913,2373,1269,2912,2371,1238,98,100,0,499,2951;
@400000005e1437e723f10502 #d,-,18,2916,2373,1237,2546,15,207158,12843,2916,2375,1246,2913,2370,1232,98,100,0,500,2974;
@400000005e1437e923fdab37 #d,-,18,2917,2374,1239,2547,15,207158,12843,2917,2375,1239,2916,2373,1237,98,100,0,500,2949;
@400000005e1437e924084d79 #d,-,18,2917,2373,1239,2547,15,207159,12843,2917,2374,1239,2917,2373,1237,98,100,0,500,2951;
@400000005e1437eb2413f65c #d,-,18,2916,2375,1237,2548,15,207160,12843,2917,2375,1239,2916,2373,1237,98,100,0,500,2949;
@400000005e1437eb241f11b0 #d,-,18,2916,2374,1256,2549,15,207161,12844,2916,2375,1267,2916,2373,1236,98,100,0,500,2947;
@400000005e1437ed242f1be4 #d,-,18,2920,2375,1237,2550,15,207162,12844,2920,2376,1256,2916,2374,1230,98,100,0,500,2975;
@400000005e1437ed2439c1df #d,-,18,2919,2374,1238,2551,15,207169,12844,2920,2375,1238,2919,2372,1236,98,100,0,500,2949;
@400000005e1437ef244ae466 #d,-,18,2919,2371,1238,2551,15,207163,12844,2919,2374,1239,2919,2370,1237,98,100,0,499,2949;
@400000005e1437ef2455a298 #d,-,18,2918,2373,1239,2552,15,207163,12844,2919,2373,1239,2918,2370,1237,99,100,0,499,2947;
@400000005e1437f124662998 #d,-,18,2918,2371,1269,2553,15,207165,12844,2918,2374,1270,2918,2370,1236,98,100,0,499,2949;
@400000005e1437f12470b84b #d,-,18,2921,2371,1237,2554,15,207165,12844,2921,2373,1269,2918,2370,1231,98,100,0,499,2975;
@400000005e1437f3248029c2 #d,-,18,2921,2373,1238,2555,15,207166,12844,2921,2373,1240,2921,2371,1237,99,100,0,499,2947;
@400000005e1437f3248b6106 #d,-,18,2919,2371,1237,2556,15,207166,12844,2921,2373,1239,2919,2371,1236,99,100,0,499,2947;
@400000005e1437f5249c602a #d,-,18,2919,2371,1237,2556,15,207167,12844,2919,2372,1238,2919,2370,1236,99,100,0,499,2945;
@400000005e1437f524a735a4 #d,-,18,2918,2372,1269,2557,15,207168,12844,2919,2373,1269,2918,2371,1233,99,100,0,500,2943;
@400000005e1437f724b840e3 #d,-,18,2921,2371,1239,2558,15,207175,12844,2921,2372,1269,2918,2370,1231,98,100,0,500,2975;
@400000005e1437f724c2e7cd #d,-,18,2920,2370,1237,2559,15,207169,12844,2921,2373,1240,2920,2370,1236,99,100,0,500,2947;
@400000005e1437f924d2c63b #d,-,18,2920,2366,1240,2560,15,207170,12844,2920,2370,1243,2920,2366,1236,99,100,0,499,2947;
@400000005e1437f924dd7fc5 #d,-,18,2919,2367,1240,2560,15,207170,12844,2920,2370,1241,2919,2366,1239,99,100,0,499,2947;
@400000005e1437fb24ed1fcc #d,-,18,2917,2370,1271,2561,15,207171,12844,2919,2370,1271,2917,2367,1228,99,100,0,499,2942;
@400000005e1437fb24f7b327 #d,-,18,2921,2369,1242,2562,15,207172,12844,2921,2370,1273,2917,2368,1231,98,100,0,499,2975;
@400000005e1437fd2504f98d #d,-,18,2920,2370,1240,2563,15,207172,12844,2921,2370,1242,2920,2368,1238,99,100,0,499,2945;
@400000005e1437fd251005fa #d,-,18,2919,2369,1240,2564,15,207173,12844,2920,2370,1241,2919,2368,1239,99,100,0,499,2947;
@400000005e1437ff251ef5fd #d,-,18,2918,2369,1239,2564,15,207174,12844,2919,2370,1241,2918,2367,1238,99,100,0,499,2947;
@400000005e1437ff252969ad #d,-,18,2918,2369,1259,2565,15,207174,12844,2918,2369,1259,2918,2367,1239,99,100,0,499,2945;
@400000005e1438012536eabf #d,-,18,2921,2367,1240,2566,15,207175,12844,2921,2370,1270,2918,2367,1232,98,100,0,499,2977;
@400000005e143801254215e8 #d,-,18,2920,2369,1239,2567,15,207182,12845,2921,2369,1242,2920,2366,1238,99,100,0,499,2943;
@400000005e1438032552464b #d,-,18,2919,2367,1239,2568,15,207176,12844,2920,2369,1241,2919,2367,1239,99,100,0,499,2945;
@400000005e143803255ce97b #d,-,18,2919,2369,1239,2568,15,207177,12844,2919,2369,1241,2919,2366,1238,99,100,0,499,2947;
@400000005e143805256bd97d #d,-,18,2918,2368,1249,2569,15,207178,12845,2919,2369,1249,2918,2367,1237,99,100,0,499,2943;
@400000005e14380525768421 #d,-,18,2921,2368,1239,2570,15,207179,12845,2921,2369,1270,2918,2367,1233,98,100,0,499,2974;
@400000005e14380725824f7a #d,-,18,2920,2366,1240,2571,15,207179,12845,2921,2368,1242,2920,2365,1239,99,100,0,499,2945;
@400000005e143807258d573f #d,-,18,2919,2367,1240,2572,15,207180,12845,2920,2369,1241,2919,2366,1239,99,100,0,499,2945;
@400000005e143809259b268c #d,-,18,2918,2368,1240,2573,15,207187,12845,2919,2368,1240,2918,2366,1233,99,100,0,499,2945;
@400000005e14380925a5b62d #d,-,18,2918,2367,1241,2573,15,207187,12845,2918,2369,1241,2918,2366,1238,99,100,0,499,2943;
@400000005e14380b25b65be8 #d,-,18,2921,2369,1236,2574,15,207182,12845,2921,2369,1271,2918,2366,1233,98,100,0,499,2970;
@400000005e14380b25c0c37d #d,-,18,2920,2367,1242,2575,15,207182,12845,2921,2369,1242,2920,2366,1236,98,100,0,499,2951;
@400000005e14380d25d1e605 #d,-,18,2919,2370,1239,2576,15,207183,12845,2920,2371,1242,2919,2367,1237,99,100,0,499,2945;
@400000005e14380d25dc71ec #d,-,18,2918,2370,1238,2577,15,207184,12845,2919,2371,1240,2918,2368,1238,99,100,0,499,2947;
@400000005e14380f25e9c738 #d,-,18,2918,2373,1238,2577,15,207184,12845,2918,2373,1239,2918,2370,1237,99,100,0,499,2947;
@400000005e14380f25f50e52 #d,-,18,2920,2373,1232,2578,15,207185,12845,2920,2374,1270,2918,2372,1231,98,100,0,500,2963;
@400000005e143811260640af #d,-,18,2920,2371,1239,2579,15,207186,12845,2920,2373,1240,2920,2371,1232,98,100,0,500,2956;
@400000005e1438112610db7d #d,-,18,2919,2370,1240,2580,15,207186,12845,2920,2371,1240,2919,2369,1237,99,100,0,500,2945;
@400000005e1438132621bbe5 #d,-,18,2918,2369,1238,2580,16,207187,12845,2919,2370,1241,2918,2368,1238,99,100,0,500,2943;
@400000005e143813262c4a97 #d,-,18,2917,2369,1238,2581,16,207187,12845,2918,2370,1241,2917,2368,1237,99,100,0,500,2945;
@400000005e143815263d8cc9 #d,-,18,2919,2370,1232,2582,16,207188,12845,2919,2370,1271,2917,2368,1232,98,100,0,500,2954;
@400000005e14381526481408 #d,-,18,2919,2368,1237,2583,16,207189,12845,2919,2370,1241,2919,2368,1232,98,100,0,500,2961;
@400000005e1438172658b9c4 #d,-,18,2918,2370,1239,2584,16,207189,12845,2919,2370,1241,2918,2367,1237,99,100,0,500,2942;
@400000005e1438172663f87c #d,-,18,2917,2370,1239,2585,16,207190,12845,2918,2371,1239,2917,2370,1237,99,100,0,500,2943;
@400000005e14381926740669 #d,-,18,2917,2370,1238,2585,16,207190,12845,2917,2371,1239,2917,2370,1235,99,100,0,500,2942;
