@400000005e142b7004f662c6 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e142b702ede850f #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e142c2f02437f4d #d,-,18,2908,2345,1271,151,0,206440,12799,2908,2346,1271,2907,2342,1247,98,100,0,500,2954;
@400000005e142c31025240bf #d,-,18,2913,2343,1255,152,0,206463,12800,2913,2345,1286,2908,2342,1246,97,100,0,500,2975;
@400000005e142c31025cc08b #d,-,18,2913,2344,1252,152,0,206476,12801,2913,2345,1255,2913,2342,1251,98,100,0,500,2943;
@400000005e142c33026bcb90 #d,-,18,2913,2344,1252,153,0,206489,12802,2913,2345,1253,2913,2343,1250,98,100,0,500,2945;
@400000005e142c3302762085 #d,-,18,2913,2345,1252,154,0,206503,12803,2913,2345,1254,2913,2343,1251,98,100,0,500,2943;
@400000005e142c350283dffd #d,-,18,2914,2345,1259,155,0,206516,12804,2914,2345,1259,2913,2344,1252,98,100,0,500,2947;
@400000005e142c35028ec193 #d,-,18,2918,2345,1261,156,0,206544,12805,2918,2347,1284,2914,2344,1256,98,100,0,500,2974;
@400000005e142c37029f6ec1 #d,-,18,2919,2345,1255,157,0,206558,12806,2919,2346,1261,2918,2344,1250,98,100,0,500,2963;
@400000005e142c3702a9e272 #d,-,18,2919,2346,1255,157,0,206574,12807,2919,2347,1258,2919,2345,1254,98,100,0,500,2951;
@400000005e142c3902ba0b61 #d,-,18,2920,2344,1257,158,0,206589,12808,2920,2347,1257,2919,2344,1254,98,100,0,500,2952;
@400000005e142c3902c467c9 #d,-,18,2920,2345,1256,159,0,206605,12809,2920,2346,1258,2920,2344,1256,98,100,0,500,2954;
@400000005e142c3b02d2b029 #d,-,18,2924,2345,1252,160,0,206629,12811,2924,2345,1288,2920,2344,1249,98,100,0,500,2977;
@400000005e142c3b02dd9932 #d,-,18,2925,2346,1256,161,0,206645,12812,2925,2346,1260,2924,2344,1252,98,100,0,500,2961;
@400000005e142c3d02ed8687 #d,-,18,2924,2346,1256,161,1,206659,12812,2925,2347,1256,2924,2346,1254,99,100,0,500,2952;
@400000005e142c3d02f80dc6 #d,-,18,2924,2345,1255,162,1,206673,12813,2924,2347,1256,2924,2344,1254,99,100,0,500,2952;
@400000005e142c3f03085dd3 #d,-,18,2924,2344,1258,163,1,206687,12814,2924,2345,1258,2924,2344,1255,99,100,0,500,2952;
@400000005e142c3f0312ca10 #d,-,18,2927,2346,1250,164,1,206712,12816,2927,2346,1290,2924,2344,1250,98,100,0,500,2970;
@400000005e142c4103226dd1 #d,-,18,2927,2345,1257,165,1,206826,12823,2927,2346,1258,2927,2345,1250,98,100,0,500,2968;
@400000005e142c41032cc680 #d,-,18,2927,2343,1257,165,1,206839,12824,2927,2345,1258,2927,2343,1255,99,100,0,500,2956;
@400000005e142c43033ac817 #d,-,18,2926,2343,1258,166,1,206754,12818,2927,2343,1259,2926,2341,1254,99,100,0,500,2952;
@400000005e142c4303460b77 #d,-,18,2926,2343,1255,167,1,206768,12819,2926,2343,1258,2926,2342,1255,98,100,0,500,2956;
@400000005e142c450354dbd0 #d,-,18,2928,2345,1250,168,1,206890,12827,2928,2345,1290,2926,2343,1250,98,100,0,500,2961;
@400000005e142c45035f5429 #d,-,18,2929,2345,1256,169,1,206903,12827,2929,2346,1259,2928,2345,1249,98,100,0,500,2975;
@400000005e142c47036fd680 #d,-,18,2927,2343,1259,169,1,206813,12822,2929,2345,1259,2927,2342,1243,99,100,0,500,2947;
@400000005e142c47037a2f2e #d,-,18,2926,2342,1257,170,1,206826,12823,2927,2343,1261,2926,2342,1255,99,100,0,500,2945;
@400000005e142c490388f814 #d,-,18,2925,2343,1259,171,1,206839,12824,2926,2343,1260,2925,2341,1255,99,100,0,500,2952;
@400000005e142c490393d501 #d,-,18,2926,2343,1259,172,1,206863,12825,2926,2344,1288,2925,2341,1258,98,100,0,500,2958;
@400000005e142c4b03a3b729 #d,-,18,2929,2344,1255,173,1,206875,12826,2929,2346,1261,2926,2342,1249,98,100,0,500,2979;
@400000005e142c4b03ae2f82 #d,-,18,2928,2344,1257,174,1,206887,12827,2929,2345,1257,2928,2344,1255,99,100,0,500,2954;
@400000005e142c4d03bcd149 #d,-,18,2927,2342,1258,174,1,206900,12827,2928,2344,1258,2927,2342,1256,99,100,0,500,2952;
@400000005e142c4d03c7316b #d,-,18,2927,2341,1258,175,1,206912,12828,2927,2343,1259,2927,2341,1252,99,100,0,500,2952;
@400000005e142c4f03d54691 #d,-,18,2926,2340,1275,176,1,206935,12830,2927,2342,1292,2926,2340,1254,99,100,0,500,2954;
@400000005e142c4f03e04329 #d,-,18,2930,2342,1257,177,1,206946,12830,2930,2343,1275,2926,2339,1249,98,100,0,500,2981;
@400000005e142c5103f09aaa #d,-,18,2929,2342,1246,178,1,206955,12831,2930,2342,1258,2929,2342,1246,99,100,0,500,2954;
@400000005e142c5103fb16bc #d,-,18,2925,2341,1246,178,1,206958,12831,2929,2343,1246,2925,2341,1244,99,100,0,500,2934;
@400000005e142c53040c4919 #d,-,18,2922,2341,1246,179,1,206961,12831,2925,2341,1247,2922,2340,1245,99,100,0,500,2924;
@400000005e142c530416c083 #d,-,18,2918,2343,1288,180,1,206979,12832,2922,2343,1292,2918,2340,1246,99,100,0,500,2927;
@400000005e142c550425eb32 #d,-,18,2922,2344,1257,181,1,206989,12833,2922,2344,1288,2918,2343,1248,98,100,0,500,2977;
@400000005e142c5504304027 #d,-,18,2923,2344,1257,182,1,207001,12834,2923,2344,1259,2922,2344,1256,98,100,0,500,2954;
@400000005e142c57043e9c15 #d,-,18,2923,2342,1258,182,1,207012,12834,2923,2345,1259,2923,2342,1253,99,100,0,500,2952;
@400000005e142c57044a11bf #d,-,18,2923,2343,1256,183,1,207024,12835,2923,2343,1260,2923,2342,1256,98,100,0,500,2956;
@400000005e142c590459479b #d,-,18,2923,2341,1291,184,1,207044,12836,2923,2343,1291,2923,2341,1256,99,100,0,500,2952;
@400000005e142c590463cedb #d,-,18,2927,2342,1259,185,1,207056,12837,2927,2343,1291,2923,2341,1249,98,100,0,500,2984;
@400000005e142c5b0473a5d5 #d,-,18,2927,2343,1256,186,1,207067,12838,2927,2343,1259,2927,2341,1256,99,100,0,500,2954;
@400000005e142c5b047deaf5 #d,-,18,2926,2341,1258,186,1,207078,12838,2927,2343,1259,2926,2341,1255,99,100,0,500,2951;
@400000005e142c5d048de465 #d,-,18,2926,2341,1258,187,1,207089,12839,2926,2342,1259,2926,2341,1257,99,100,0,500,2954;
@400000005e142c5d04992b7e #d,-,18,2926,2341,1288,188,1,207106,12840,2926,2341,1288,2926,2340,1257,98,100,0,500,2956;
@400000005e142c5f04a875d8 #d,-,18,2929,2341,1259,189,1,207119,12841,2929,2341,1289,2926,2340,1248,98,100,0,500,2984;
@400000005e142c5f04b3048a #d,-,18,2928,2343,1256,190,1,207130,12842,2929,2344,1259,2928,2341,1256,99,100,0,500,2951;
@400000005e142c6104c23b55 #d,-,18,2927,2344,1258,190,1,207139,12842,2928,2344,1258,2927,2341,1254,99,100,0,500,2951;
@400000005e142c6104ccab4c #d,-,18,2926,2342,1258,191,1,207235,12848,2927,2344,1258,2926,2342,1254,99,100,0,500,2952;
@400000005e142c6304dd737d #d,-,18,2926,2340,1280,192,1,207248,12849,2926,2343,1280,2926,2340,1257,99,100,0,500,2952;
@400000005e142c6304e7b4e3 #d,-,18,2930,2340,1258,193,1,207263,12850,2930,2341,1288,2926,2340,1249,98,100,0,500,2984;
@400000005e142c6504f63ba8 #d,-,18,2928,2342,1256,194,1,207272,12850,2930,2342,1260,2928,2340,1255,99,100,0,500,2951;
@400000005e142c65050130cd #d,-,18,2927,2342,1257,195,1,207197,12846,2928,2342,1258,2927,2342,1254,99,100,0,500,2949;
@400000005e142c6705102843 #d,-,18,2927,2342,1257,195,1,207206,12846,2927,2342,1257,2927,2342,1254,99,100,0,500,2954;
@400000005e142c67051aea2f #d,-,18,2926,2345,1269,196,1,207301,12852,2927,2345,1269,2926,2341,1255,99,100,0,500,2951;
@400000005e142c69052ad872 #d,-,18,2930,2343,1255,197,1,207317,12853,2930,2345,1289,2926,2343,1249,98,100,0,500,2984;
@400000005e142c6905351530 #d,-,18,2928,2342,1256,198,1,207243,12849,2930,2344,1260,2928,2342,1255,99,100,0,500,2952;
@400000005e142c6b0542fbc5 #d,-,18,2928,2342,1257,199,1,207252,12849,2928,2343,1257,2928,2342,1254,99,100,0,500,2951;
@400000005e142c6b054dd5e8 #d,-,18,2927,2343,1256,199,1,207262,12850,2928,2343,1258,2927,2341,1256,99,100,0,500,2952;
@400000005e142c6d055e40f7 #d,-,18,2926,2343,1258,200,1,207270,12850,2927,2344,1259,2926,2342,1253,99,100,0,500,2952;
@400000005e142c6d0568bfd4 #d,-,18,2930,2342,1255,201,1,207288,12851,2930,2343,1290,2926,2342,1252,98,100,0,500,2975;
@400000005e142c6f05795a63 #d,-,18,2928,2340,1258,202,1,207297,12852,2930,2343,1258,2928,2340,1255,98,100,0,500,2958;
@400000005e142c6f0583dde8 #d,-,18,2927,2341,1257,203,1,207305,12852,2928,2342,1259,2927,2340,1254,99,100,0,500,2951;
@400000005e142c71059421da #d,-,18,2927,2341,1258,203,1,207314,12853,2927,2341,1258,2927,2340,1256,99,100,0,500,2952;
@400000005e142c71059e799a #d,-,18,2926,2342,1258,204,1,207323,12854,2927,2343,1259,2926,2341,1256,99,100,0,500,2951;
@400000005e142c7305adb064 #d,-,18,2929,2341,1251,205,1,207339,12855,2929,2342,1288,2926,2341,1250,98,100,0,500,2970;
@400000005e142c7305b85b08 #d,-,18,2928,2342,1257,206,1,207348,12855,2929,2342,1259,2928,2341,1251,98,100,0,500,2963;
@400000005e142c7505c6fccf #d,-,18,2928,2340,1257,207,1,207356,12856,2928,2342,1259,2928,2340,1256,99,100,0,500,2951;
@400000005e142c7505d15cf1 #d,-,18,2927,2343,1256,207,1,207364,12856,2928,2344,1258,2927,2340,1254,99,100,0,500,2952;
@400000005e142c7705e1e3f0 #d,-,18,2926,2344,1257,208,1,207372,12857,2927,2344,1258,2926,2343,1254,99,100,0,500,2951;
@400000005e142c7705ec4412 #d,-,18,2928,2343,1247,209,1,207389,12858,2928,2345,1288,2926,2342,1247,98,100,0,500,2965;
@400000005e142c7905fbb589 #d,-,18,2929,2345,1255,210,1,207396,12858,2929,2346,1258,2928,2343,1247,98,100,0,500,2967;
@400000005e142c7906065411 #d,-,18,2927,2345,1255,211,1,207404,12859,2929,2345,1258,2927,2344,1253,99,100,0,500,2952;
@400000005e142c7b061639f2 #d,-,18,2927,2346,1257,212,1,207412,12859,2927,2346,1258,2927,2345,1253,99,100,0,500,2949;
@400000005e142c7b0620ada3 #d,-,18,2926,2346,1253,212,1,207420,12860,2927,2346,1257,2926,2346,1253,99,100,0,500,2954;
@400000005e142c7d063059c6 #d,-,18,2927,2343,1253,213,1,207435,12861,2927,2346,1284,2926,2343,1253,99,100,0,500,2956;
@400000005e142c7d063add4c #d,-,18,2928,2343,1255,214,1,207442,12861,2928,2345,1257,2927,2343,1250,98,100,0,500,2972;
@400000005e142c7f064b6717 #d,-,18,2927,2344,1255,215,1,207449,12861,2928,2345,1257,2927,2343,1253,99,100,0,500,2949;
@400000005e142c7f0655ac36 #d,-,18,2926,2345,1255,216,1,207457,12862,2927,2345,1256,2926,2344,1254,99,100,0,500,2951;
@400000005e142c8106651dad #d,-,18,2926,2345,1254,216,1,207464,12862,2926,2346,1257,2926,2345,1254,99,100,0,500,2951;
@400000005e142c81067002fd #d,-,18,2926,2345,1264,217,1,207481,12863,2926,2346,1289,2926,2345,1253,99,100,0,500,2952;
@400000005e142c83067fba4d #d,-,18,2928,2344,1254,218,1,207486,12864,2928,2345,1264,2926,2343,1245,98,100,0,500,2977;
@400000005e142c83068a2dfe #d,-,18,2927,2345,1258,219,1,207493,12864,2928,2345,1258,2927,2344,1253,99,100,0,500,2951;
@400000005e142c85069aa8e2 #d,-,18,2926,2342,1257,220,1,207500,12865,2927,2345,1259,2926,2342,1253,99,100,0,500,2952;
@400000005e142c8506a53794 #d,-,18,2926,2341,1255,220,1,207507,12865,2926,2343,1258,2926,2341,1255,99,100,0,500,2951;
@400000005e142c8706b5b632 #d,-,18,2925,2341,1282,221,1,207524,12866,2926,2341,1291,2925,2340,1255,99,100,0,500,2952;
@400000005e142c8706bff798 #d,-,18,2929,2340,1256,222,1,207530,12866,2929,2341,1282,2925,2340,1249,98,100,0,500,2981;
@400000005e142c8906cf4d1f #d,-,18,2928,2339,1260,223,1,207537,12867,2929,2342,1261,2928,2339,1254,99,100,0,500,2952;
@400000005e142c8906da4243 #d,-,18,2927,2340,1256,224,1,207544,12867,2928,2341,1260,2927,2339,1251,99,100,0,500,2951;
@400000005e142c8b06eb12d6 #d,-,18,2926,2340,1257,224,1,207550,12868,2927,2341,1258,2926,2340,1256,99,100,0,500,2951;
@400000005e142c8b06f59dcf #d,-,18,2926,2339,1289,225,1,207565,12869,2926,2341,1290,2926,2339,1257,99,100,0,500,2952;
@400000005e142c8d07061c6d #d,-,18,2929,2341,1258,226,1,207571,12869,2929,2341,1289,2926,2339,1248,98,100,0,500,2981;
@400000005e142c8d071093d7 #d,-,18,2927,2343,1258,227,1,207578,12869,2929,2343,1258,2927,2341,1255,99,100,0,500,2951;
@400000005e142c8f072150db #d,-,18,2927,2343,1256,228,1,207585,12870,2927,2344,1259,2927,2343,1255,99,100,0,500,2952;
@400000005e142c8f072b95fb #d,-,18,2926,2344,1257,229,1,207591,12870,2927,2344,1258,2926,2343,1254,99,100,0,500,2952;
@400000005e142c91073ad438 #d,-,18,2926,2343,1289,229,1,207603,12871,2926,2344,1289,2926,2343,1254,99,100,0,500,2951;
@400000005e142c9107457768 #d,-,18,2929,2343,1257,230,1,207612,12871,2929,2344,1289,2926,2343,1248,98,100,0,500,2983;
@400000005e142c930754f40c #d,-,18,2928,2342,1256,231,1,207619,12872,2929,2343,1259,2928,2342,1254,99,100,0,500,2949;
@400000005e142c93075f73d8 #d,-,18,2927,2342,1257,232,1,207625,12872,2928,2342,1258,2927,2341,1254,99,100,0,500,2951;
@400000005e142c95076f74bc #d,-,18,2927,2341,1256,233,1,207632,12873,2927,2342,1258,2927,2340,1255,99,100,0,500,2954;
@400000005e142c950779d986 #d,-,18,2926,2343,1283,233,1,207642,12873,2927,2344,1283,2926,2341,1255,99,100,0,500,2952;
@400000005e142c9707895d9d #d,-,18,2929,2344,1258,234,1,207652,12874,2929,2344,1289,2926,2343,1247,98,100,0,500,2983;
@400000005e142c97079427ea #d,-,18,2928,2343,1256,235,1,207658,12874,2929,2344,1258,2928,2343,1255,99,100,0,500,2947;
@400000005e142c9907a4a2ce #d,-,18,2927,2342,1257,236,1,207664,12875,2928,2344,1257,2927,2341,1253,99,100,0,500,2951;
@400000005e142c9907af4c83 #d,-,18,2926,2341,1256,237,1,207670,12875,2927,2342,1258,2926,2341,1255,99,100,0,500,2952;
@400000005e142c9b07bffaa0 #d,-,18,2926,2342,1274,237,1,207678,12876,2926,2342,1274,2926,2340,1255,99,100,0,500,2951;
@400000005e142c9b07ca5ac2 #d,-,18,2929,2342,1257,238,1,207689,12876,2929,2343,1288,2926,2342,1248,98,100,0,500,2984;
@400000005e142c9d07da9afa #d,-,18,2928,2342,1255,239,1,207695,12877,2929,2343,1259,2928,2342,1255,99,100,0,500,2949;
@400000005e142c9d07e4fed5 #d,-,18,2927,2341,1256,240,1,207701,12877,2928,2342,1258,2927,2340,1255,99,100,0,500,2951;
@400000005e142c9f07f28849 #d,-,18,2926,2340,1258,241,1,207776,12882,2927,2341,1258,2926,2340,1255,99,100,0,500,2952;
@400000005e142c9f07fb80ed #d,-,18,2926,2341,1262,241,1,207783,12882,2926,2342,1262,2926,2340,1255,99,100,0,500,2952;
@400000005e142ca10807f030 #d,-,18,2924,2344,1221,242,1,207705,12877,2926,2345,1270,2924,2341,1208,99,100,0,500,2949;
@400000005e142ca1081012a0 #d,-,18,2818,2344,1224,243,1,207687,12876,2924,2345,1224,2818,2344,1205,98,100,0,500,2854;
@400000005e142ca3081ba34d #d,-,18,2820,2344,1236,244,1,207747,12880,2820,2345,1238,2818,2344,1221,98,100,0,500,2863;
@400000005e142ca30823c976 #d,-,18,2874,2341,1236,245,1,207674,12875,2874,2344,1237,2820,2341,1235,98,100,0,500,2904;
@400000005e142ca508332ed2 #d,-,18,2874,2340,1237,246,1,207736,12879,2874,2342,1237,2874,2340,1234,98,100,0,500,2906;
@400000005e142ca5083d9ec8 #d,-,18,2878,2342,1269,246,1,207679,12876,2878,2342,1280,2874,2340,1237,98,100,0,500,2929;
@400000005e142ca7084cfbc2 #d,-,18,2932,2344,1249,247,1,207751,12880,2932,2344,1274,2878,2342,1245,98,100,0,500,2970;
@400000005e142ca70857f85a #d,-,18,2928,2343,1254,248,1,207688,12876,2932,2344,1258,2928,2343,1249,99,100,0,500,2934;
@400000005e142ca9086896a2 #d,-,18,2927,2343,1252,249,1,207692,12876,2928,2344,1254,2927,2343,1252,99,100,0,500,2949;
@400000005e142ca908730e0d #d,-,18,2925,2341,1253,249,1,207696,12877,2927,2343,1255,2925,2341,1252,99,100,0,500,2943;
@400000005e142cab0883b3c8 #d,-,18,2927,2340,1260,250,1,207709,12877,2927,2341,1285,2925,2340,1252,98,100,0,500,2958;
@400000005e142cab088e3394 #d,-,18,2928,2342,1254,251,1,207715,12878,2928,2342,1264,2927,2340,1251,98,100,0,500,2975;
@400000005e142cad089e7012 #d,-,18,2926,2341,1260,252,1,207720,12878,2928,2342,1260,2926,2341,1254,99,100,0,500,2943;
@400000005e142cad08a8b08a #d,-,18,2926,2339,1259,253,1,207726,12879,2926,2341,1260,2926,2339,1256,99,100,0,500,2954;
@400000005e142caf08b88ef8 #d,-,18,2926,2338,1260,254,1,207731,12879,2926,2339,1260,2926,2338,1255,99,100,0,500,2952;
@400000005e142caf08c387d6 #d,-,18,2927,2340,1253,254,1,207745,12880,2927,2340,1292,2926,2338,1253,98,100,0,500,2961;
@400000005e142cb108d4683e #d,-,18,2928,2337,1259,255,1,207750,12880,2928,2340,1262,2927,2337,1249,98,100,0,500,2974;
@400000005e142cb108def6f0 #d,-,18,2928,2336,1258,256,1,207756,12880,2928,2337,1260,2928,2336,1258,99,100,0,500,2954;
@400000005e142cb308ef0036 #d,-,18,2927,2338,1260,257,1,207761,12881,2928,2338,1260,2927,2336,1257,99,100,0,500,2951;
@400000005e142cb308f95c9e #d,-,18,2926,2338,1258,258,1,207767,12881,2927,2339,1262,2926,2338,1258,99,100,0,500,2954;
@400000005e142cb50909014e #d,-,18,2927,2338,1262,258,1,207779,12882,2927,2338,1291,2926,2337,1258,99,100,0,500,2954;
@400000005e142cb50913519a #d,-,18,2929,2336,1259,259,1,207784,12882,2929,2338,1262,2927,2336,1251,98,100,0,500,2979;
@400000005e142cb709229fad #d,-,18,2928,2336,1260,260,1,207853,12886,2929,2337,1260,2928,2336,1258,99,100,0,500,2952;
@400000005e142cb7092d41ef #d,-,18,2927,2338,1260,261,1,207858,12887,2928,2338,1261,2927,2336,1256,99,100,0,500,2951;
@400000005e142cb9093df77f #d,-,18,2927,2335,1260,262,1,207862,12887,2927,2338,1261,2927,2335,1249,99,100,0,500,2954;
@400000005e142cb9094872a3 #d,-,18,2926,2336,1275,263,1,207811,12884,2927,2336,1290,2926,2335,1259,99,100,0,500,2947;
@400000005e142cbb09593809 #d,-,18,2928,2337,1260,263,1,207878,12888,2928,2337,1275,2926,2336,1249,98,100,0,500,2977;
@400000005e142cbb09639471 #d,-,18,2927,2339,1257,264,1,207819,12884,2928,2339,1260,2927,2337,1257,99,100,0,500,2952;
@400000005e142cbd09735f50 #d,-,18,2927,2338,1258,265,1,207825,12885,2927,2339,1261,2927,2337,1257,99,100,0,500,2951;
@400000005e142cbd097d9c0e #d,-,18,2926,2338,1258,266,1,207829,12885,2927,2339,1258,2926,2338,1256,99,100,0,500,2951;
@400000005e142cbf098d30e9 #d,-,18,2925,2340,1287,267,1,207841,12886,2926,2340,1291,2925,2337,1258,99,100,0,500,2952;
@400000005e142cbf0997bbe2 #d,-,18,2928,2339,1259,267,1,207846,12886,2928,2340,1287,2925,2339,1250,98,100,0,500,2981;
@400000005e142cc109a86db9 #d,-,18,2928,2339,1260,268,1,207851,12886,2928,2340,1261,2928,2339,1257,99,100,0,500,2951;
@400000005e142cc109b2d54e #d,-,18,2927,2339,1260,269,1,207856,12887,2928,2340,1260,2927,2338,1255,99,100,0,500,2952;
@400000005e142cc309c261c7 #d,-,18,2926,2339,1260,270,1,207861,12887,2927,2339,1260,2926,2338,1257,99,100,0,500,2954;
@400000005e142cc309ccc5a2 #d,-,18,2926,2339,1291,271,1,207871,12888,2926,2341,1291,2926,2339,1256,99,100,0,500,2952;
@400000005e142cc509ddb225 #d,-,18,2928,2339,1261,271,1,207877,12888,2928,2340,1291,2926,2338,1248,98,100,0,500,2981;
@400000005e142cc509e81247 #d,-,18,2928,2338,1258,272,1,207881,12888,2928,2340,1261,2928,2337,1252,99,100,0,500,2949;
@400000005e142cc709f7c224 #d,-,18,2927,2339,1257,273,1,207886,12888,2928,2339,1260,2927,2338,1257,99,100,0,500,2954;
@400000005e142cc70a02c9e9 #d,-,18,2926,2339,1260,274,1,207891,12889,2927,2340,1261,2926,2338,1257,99,100,0,500,2952;
@400000005e142cc90a13a697 #d,-,18,2926,2337,1290,275,1,207960,12893,2926,2339,1290,2926,2337,1254,99,100,0,500,2954;
@400000005e142cc90a1e354a #d,-,18,2929,2340,1259,275,1,207967,12893,2929,2340,1292,2926,2337,1250,98,100,0,500,2983;
@400000005e142ccb0a2dbe09 #d,-,18,2928,2336,1260,276,1,207971,12894,2929,2340,1260,2928,2336,1256,99,100,0,500,2947;
@400000005e142ccb0a381e2b #d,-,18,2927,2338,1258,277,1,207916,12890,2928,2340,1261,2927,2336,1256,99,100,0,500,2954;
@400000005e142ccd0a48a171 #d,-,18,2927,2339,1259,278,1,207980,12894,2927,2340,1261,2927,2338,1255,99,100,0,500,2951;
@400000005e142ccd0a530193 #d,-,18,2926,2338,1281,279,1,207927,12891,2927,2340,1281,2926,2338,1257,99,100,0,500,2954;
@400000005e142ccf0a63071e #d,-,18,2930,2337,1261,280,1,207935,12891,2930,2338,1289,2926,2337,1250,98,100,0,500,2983;
@400000005e142ccf0a6e2e8e #d,-,18,2928,2338,1259,280,1,207940,12892,2930,2339,1262,2928,2337,1257,99,100,0,500,2949;
@400000005e142cd10a7f0ef5 #d,-,18,2928,2336,1260,281,1,207945,12892,2928,2338,1260,2928,2336,1258,99,100,0,500,2952;
@400000005e142cd10a898660 #d,-,18,2927,2337,1259,282,1,207949,12892,2928,2337,1262,2927,2333,1257,99,100,0,500,2952;
@400000005e142cd30a9964ce #d,-,18,2926,2335,1271,283,1,207954,12893,2927,2338,1271,2926,2335,1257,99,100,0,500,2954;
@400000005e142cd30aa3cd51 #d,-,18,2930,2337,1259,284,1,207963,12893,2930,2337,1292,2926,2335,1253,98,100,0,500,2981;
@400000005e142cd50ab4b173 #d,-,18,2928,2335,1261,284,1,207968,12894,2930,2338,1262,2928,2334,1257,99,100,0,500,2951;
@400000005e142cd50abee6bd #d,-,18,2928,2336,1246,285,1,208029,12897,2928,2336,1262,2928,2334,1246,99,100,0,500,2951;
@400000005e142cd70acecc9e #d,-,18,2924,2337,1262,286,1,207971,12894,2928,2337,1262,2924,2335,1243,99,100,0,500,2931;
@400000005e142cd70ad97742 #d,-,18,2923,2335,1261,287,1,208034,12898,2924,2337,1263,2923,2334,1258,99,100,0,500,2947;
@400000005e142cd90aea4061 #d,-,18,2927,2336,1257,288,1,208043,12898,2927,2337,1290,2923,2334,1254,98,100,0,500,2975;
@400000005e142cd90af4bb85 #d,-,18,2926,2335,1260,288,1,207990,12895,2927,2336,1262,2926,2335,1257,98,100,0,500,2956;
@400000005e142cdb0b059fa6 #d,-,18,2925,2336,1259,289,1,207994,12895,2926,2337,1261,2925,2335,1258,99,100,0,500,2952;
@400000005e142cdb0b105a1f #d,-,18,2925,2334,1260,290,1,207999,12895,2925,2338,1261,2925,2334,1258,99,100,0,500,2952;
@400000005e142cdd0b20f3bf #d,-,18,2924,2334,1261,291,1,208002,12896,2925,2336,1262,2924,2334,1257,99,100,0,500,2951;
@400000005e142cdd0b2b2cc3 #d,-,18,2928,2335,1254,292,1,208012,12896,2928,2336,1292,2924,2334,1253,98,100,0,500,2972;
@400000005e142cdf0b3bbfde #d,-,18,2927,2333,1261,292,1,208017,12897,2928,2335,1263,2927,2332,1254,98,100,0,500,2961;
@400000005e142cdf0b46b414 #d,-,18,2927,2334,1261,293,1,208021,12897,2927,2334,1263,2927,2332,1260,99,100,0,500,2952;
@400000005e142ce10b56bd59 #d,-,18,2926,2332,1262,294,1,208025,12897,2927,2334,1263,2926,2332,1259,99,100,0,500,2952;
@400000005e142ce10b61b638 #d,-,18,2926,2334,1261,295,1,208030,12897,2926,2334,1263,2926,2332,1260,99,100,0,500,2954;
@400000005e142ce30b727aaf #d,-,18,2928,2332,1255,296,1,208040,12898,2928,2334,1295,2926,2331,1255,98,100,0,500,2965;
@400000005e142ce30b7ce6ec #d,-,18,2928,2335,1261,297,1,208100,12902,2928,2335,1262,2928,2331,1255,98,100,0,500,2970;
@400000005e142ce50b8d4e42 #d,-,18,2928,2333,1262,297,1,208048,12898,2928,2335,1262,2928,2333,1259,99,100,0,500,2952;
@400000005e142ce50b97dde3 #d,-,18,2927,2335,1261,298,1,208052,12899,2928,2335,1263,2927,2333,1258,99,100,0,500,2951;
@400000005e142ce70ba7a8c2 #d,-,18,2926,2333,1261,299,1,208056,12899,2927,2335,1262,2926,2332,1259,99,100,0,499,2954;
@400000005e142ce70bb1ecf3 #d,-,18,2927,2334,1259,300,1,208066,12900,2927,2335,1295,2926,2333,1259,99,100,0,499,2956;
@400000005e142ce90bc1def0 #d,-,18,2929,2331,1261,301,1,208069,12900,2929,2334,1263,2927,2331,1253,98,100,0,499,2975;
@400000005e142ce90bcccca1 #d,-,18,2928,2335,1261,301,1,208073,12900,2929,2335,1263,2928,2331,1260,99,100,0,499,2954;
@400000005e142ceb0bdd988c #d,-,18,2928,2334,1262,302,1,208077,12900,2928,2335,1263,2928,2333,1259,99,100,0,499,2952;
@400000005e142ceb0be856be #d,-,18,2927,2332,1259,303,1,208136,12904,2928,2335,1263,2927,2332,1258,99,100,0,499,2954;
@400000005e142ced0bf91fdd #d,-,18,2927,2335,1269,304,1,208092,12901,2927,2335,1295,2927,2332,1257,99,100,0,499,2952;
@400000005e142ced0c039747 #d,-,18,2929,2335,1261,305,1,208095,12901,2929,2335,1269,2927,2333,1252,98,100,0,499,2979;
@400000005e142cef0c146067 #d,-,18,2929,2334,1259,305,1,208099,12902,2929,2336,1262,2929,2333,1259,99,100,0,499,2956;
@400000005e142cef0c1ea586 #d,-,18,2928,2333,1263,306,1,208102,12902,2929,2336,1263,2928,2333,1258,99,100,0,499,2951;
@400000005e142cf10c2deef1 #d,-,18,2927,2335,1261,307,1,208106,12902,2928,2335,1263,2927,2333,1257,99,100,0,499,2952;
@400000005e142cf10c390eed #d,-,18,2926,2334,1281,308,1,208116,12903,2927,2335,1294,2926,2333,1259,99,100,0,499,2952;
