@400000005e255b3d062ebb56 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e255b3d3017e353 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e255d8818af2f09 #d,-,18,2745,2347,1176,548,3,243345,15087,2747,2348,1177,2745,2345,1175,99,100,0,500,2765;
@400000005e255d8818ba7534 #d,-,18,2743,2345,1176,549,3,243264,15082,2745,2347,1177,2743,2344,1175,99,100,0,500,2765;
@400000005e255d8a18ca01ad #d,-,18,2742,2346,1176,550,3,243183,15077,2743,2346,1178,2742,2344,1174,99,100,0,500,2765;
@400000005e255d8a18d452e8 #d,-,18,2740,2343,1188,551,3,243102,15072,2742,2346,1188,2740,2343,1173,99,100,0,500,2764;
@400000005e255d8c18de22af #d,-,18,2741,2346,1176,551,3,243022,15067,2741,2346,1194,2740,2342,1165,98,100,0,500,2780;
@400000005e255d8c18e93e03 #d,-,18,2738,2346,1172,552,3,242941,15062,2741,2347,1176,2738,2345,1170,99,100,0,500,2753;
@400000005e255d8e18f1f841 #d,-,18,2736,2350,1160,553,3,242859,15057,2738,2350,1173,2736,2345,1160,99,100,0,500,2755;
@400000005e255d8e18f8a35f #d,-,18,2732,2352,1166,554,3,242777,15052,2736,2352,1168,2732,2350,1159,99,100,0,500,2739;
@400000005e255d9019019849 #d,-,18,2729,2353,1174,554,3,242695,15047,2732,2353,1174,2729,2350,1163,99,100,0,500,2748;
@400000005e255d90190c2ba4 #d,-,18,2731,2354,1163,555,3,242616,15042,2731,2354,1192,2729,2351,1157,98,100,0,500,2773;
@400000005e255d921918a702 #d,-,18,2728,2353,1162,556,3,242535,15037,2731,2355,1165,2728,2353,1161,99,100,0,500,2742;
@400000005e255d9219232a88 #d,-,18,2725,2355,1156,557,3,242453,15032,2728,2355,1163,2725,2353,1156,99,100,0,500,2742;
@400000005e255d941933897b #d,-,18,2722,2353,1161,557,3,242371,15027,2725,2355,1162,2722,2353,1155,99,100,0,500,2735;
@400000005e255d94193de5e4 #d,-,18,2720,2355,1159,558,3,242330,15024,2722,2355,1162,2720,2352,1159,99,100,0,500,2739;
@400000005e255d96194d6ae9 #d,-,18,2721,2352,1158,559,3,242252,15019,2721,2355,1189,2720,2351,1154,98,100,0,500,2760;
@400000005e255d96195853f2 #d,-,18,2718,2355,1159,560,3,242172,15014,2721,2355,1161,2718,2351,1158,99,100,0,500,2741;
@400000005e255d981969186a #d,-,18,2717,2353,1160,560,3,242051,15007,2718,2355,1164,2717,2353,1159,99,100,0,500,2741;
@400000005e255d9819739fa9 #d,-,18,2715,2354,1160,561,3,241970,15002,2717,2355,1161,2715,2353,1159,99,100,0,500,2737;
@400000005e255d9a19806589 #d,-,18,2713,2354,1160,562,3,241890,14997,2715,2355,1161,2713,2353,1159,99,100,0,500,2737;
@400000005e255d9a198a971a #d,-,18,2715,2354,1150,563,3,241813,14992,2715,2356,1188,2713,2354,1150,98,100,0,500,2755;
@400000005e255d9c199a80b4 #d,-,18,2712,2355,1158,563,3,241732,14987,2715,2355,1158,2712,2353,1150,99,100,0,500,2735;
@400000005e255d9c19a58d22 #d,-,18,2709,2355,1153,564,3,241651,14982,2712,2356,1158,2709,2354,1153,99,100,0,500,2728;
@400000005e255d9e19b4f637 #d,-,18,2707,2356,1154,565,3,241571,14977,2709,2356,1156,2707,2354,1153,99,100,0,500,2726;
@400000005e255d9e19bf6274 #d,-,18,2705,2353,1156,566,3,241531,14974,2707,2356,1156,2705,2353,1154,99,100,0,500,2726;
@400000005e255da019ce7221 #d,-,18,2706,2356,1150,566,3,241455,14970,2706,2356,1184,2705,2352,1150,98,100,0,500,2739;
@400000005e255da019d8d5fc #d,-,18,2705,2355,1155,567,3,241335,14962,2706,2356,1158,2705,2354,1150,98,100,0,500,2742;
@400000005e255da219e8c43f #d,-,18,2704,2354,1155,568,3,241256,14957,2705,2356,1157,2704,2354,1154,99,100,0,500,2728;
@400000005e255da219f320a7 #d,-,18,2702,2354,1156,569,3,241178,14953,2704,2356,1158,2702,2353,1155,99,100,0,500,2728;
@400000005e255da419ff9fbf #d,-,18,2701,2355,1157,569,3,241099,14948,2702,2355,1157,2701,2353,1155,99,100,0,500,2728;
@400000005e255da41a0ab75a #d,-,18,2701,2354,1152,570,3,241024,14943,2701,2356,1185,2701,2354,1152,98,100,0,500,2733;
@400000005e255da61a18adc4 #d,-,18,2702,2355,1154,571,3,240985,14941,2702,2355,1158,2701,2354,1149,98,100,0,500,2748;
@400000005e255da61a22f69d #d,-,18,2701,2355,1151,572,3,240907,14936,2702,2356,1156,2701,2353,1151,99,100,0,500,2728;
@400000005e255da81a320291 #d,-,18,2699,2353,1152,572,3,240827,14931,2701,2355,1152,2699,2353,1147,99,100,0,500,2717;
@400000005e255da81a3d0a56 #d,-,18,2697,2351,1154,573,3,240710,14924,2699,2354,1156,2697,2351,1152,99,100,0,500,2721;
@400000005e255daa1a4bdb9d #d,-,18,2696,2354,1161,574,3,240636,14919,2697,2354,1182,2696,2351,1153,99,100,0,500,2721;
@400000005e255daa1a566a4f #d,-,18,2697,2354,1153,575,3,240558,14914,2697,2355,1161,2696,2354,1147,98,100,0,500,2746;
@400000005e255dac1a66e8ed #d,-,18,2696,2352,1153,575,3,240480,14909,2697,2354,1154,2696,2352,1152,99,100,0,500,2723;
@400000005e255dac1a714db7 #d,-,18,2695,2354,1153,576,3,240403,14905,2696,2355,1154,2695,2352,1152,99,100,0,500,2721;
@400000005e255dae1a7f2beb #d,-,18,2694,2353,1153,577,3,240326,14900,2695,2354,1154,2694,2352,1152,99,100,0,500,2721;
@400000005e255dae1a8a18ae #d,-,18,2692,2355,1174,578,3,240253,14895,2694,2356,1182,2692,2352,1152,98,100,0,500,2721;
@400000005e255db01a9a4557 #d,-,18,2695,2356,1152,578,3,240214,14893,2695,2356,1174,2692,2354,1146,98,100,0,500,2744;
@400000005e255db01aa4bdaf #d,-,18,2693,2354,1151,579,3,240137,14888,2695,2356,1153,2693,2353,1150,99,100,0,500,2717;
@400000005e255db21ab1bd4d #d,-,18,2692,2355,1152,580,3,240023,14881,2693,2355,1153,2692,2352,1151,99,100,0,500,2717;
@400000005e255db21abc026d #d,-,18,2691,2354,1154,581,3,239947,14876,2692,2355,1154,2691,2353,1151,98,100,0,500,2719;
@400000005e255db41acb8b2c #d,-,18,2690,2353,1181,581,3,239874,14872,2691,2355,1181,2690,2353,1151,98,100,0,500,2719;
@400000005e255db41ad6f101 #d,-,18,2693,2351,1526,582,3,239850,14870,2693,2356,1534,2690,2351,1144,98,100,0,500,2744;
@400000005e255db61ae6e2fe #d,-,18,3540,2351,1672,583,3,239921,14875,3540,2353,1672,2693,2351,1502,100,100,0,500,3540;
@400000005e255db61af1fa98 #d,-,18,3781,2350,1661,584,3,239943,14876,3781,2352,1677,3540,2350,1637,100,100,0,500,3781;
@400000005e255db81afe5292 #d,-,18,3869,2351,1627,585,3,240000,14880,3869,2351,1661,3781,2349,1627,99,100,0,500,3894;
@400000005e255db81b08d25e #d,-,18,3866,2352,1671,586,3,240060,14883,3869,2352,1671,3866,2349,1627,99,100,0,500,3872;
@400000005e255dba1b16e785 #d,-,18,3868,2350,1660,588,3,240118,14887,3868,2352,1690,3866,2349,1627,99,100,0,500,3903;
@400000005e255dba1b222ae5 #d,-,18,3866,2352,1655,589,3,240176,14890,3868,2352,1663,3866,2349,1628,99,100,0,500,3874;
@400000005e255dbc1b2e5808 #d,-,18,3864,2350,1633,590,3,240232,14894,3866,2352,1662,3864,2349,1630,99,100,0,500,3876;
@400000005e255dbc1b38eb62 #d,-,18,3863,2350,1642,591,3,240328,14900,3864,2350,1673,3863,2349,1632,99,100,0,500,3883;
@400000005e255dbe1b49ea86 #d,-,18,3864,2352,1685,592,3,240351,14901,3864,2353,1685,3863,2349,1637,99,100,0,500,3888;
@400000005e255dbe1b54a056 #d,-,18,3868,2351,1660,593,3,240411,14905,3868,2352,1690,3864,2350,1631,98,100,0,500,3919;
@400000005e255dc01b627805 #d,-,18,3868,2351,1635,594,3,240468,14909,3868,2353,1666,3868,2351,1635,99,100,0,500,3888;
@400000005e255dc01b6d2dd5 #d,-,18,3867,2350,1648,595,3,240526,14912,3868,2351,1673,3867,2347,1635,99,100,0,500,3888;
@400000005e255dc21b7e21cc #d,-,18,3868,2348,1667,596,3,240585,14916,3868,2350,1670,3867,2348,1638,99,100,0,500,3892;
@400000005e255dc21b8931f3 #d,-,18,3870,2348,1676,597,3,240645,14920,3870,2350,1682,3868,2348,1645,99,100,0,500,3901;
@400000005e255dc41b962663 #d,-,18,3874,2347,1645,598,3,240742,14926,3874,2350,1697,3870,2347,1639,98,100,0,500,3931;
@400000005e255dc41ba0a541 #d,-,18,3873,2349,1650,599,3,240763,14927,3874,2350,1674,3873,2347,1641,99,100,0,500,3896;
@400000005e255dc61baee9e7 #d,-,18,3875,2349,1670,600,3,240823,14931,3875,2350,1679,3873,2347,1642,99,100,0,500,3904;
@400000005e255dc61bba289e #d,-,18,3877,2348,1672,602,3,240882,14934,3877,2350,1678,3875,2348,1644,99,100,0,500,3906;
@400000005e255dc81bcaee04 #d,-,18,3878,2349,1652,603,3,240940,14938,3878,2349,1677,3877,2347,1646,99,100,0,500,3912;
@400000005e255dc81bd5b3aa #d,-,18,3883,2348,1651,604,3,241003,14942,3883,2349,1719,3878,2347,1643,98,100,0,500,3942;
@400000005e255dca1be6af13 #d,-,18,3884,2346,1678,605,3,241062,14945,3884,2348,1681,3883,2346,1651,99,100,0,500,3913;
@400000005e255dca1bf1b40d #d,-,18,3886,2347,1678,606,3,241121,14949,3886,2348,1683,3884,2346,1650,99,100,0,500,3919;
@400000005e255dcc1bff8ace #d,-,18,3887,2345,1653,607,3,241217,14955,3887,2348,1682,3886,2345,1650,99,100,0,500,3922;
@400000005e255dcc1c0a15c7 #d,-,18,3889,2348,1655,608,3,241277,14959,3889,2348,1696,3887,2345,1648,99,100,0,500,3924;
@400000005e255dce1c1aabad #d,-,18,3893,2348,1672,609,3,241302,14960,3893,2348,1702,3889,2346,1647,98,100,0,500,3936;
@400000005e255dce1c25bbd4 #d,-,18,3895,2345,1682,610,3,241361,14964,3895,2348,1685,3893,2345,1653,99,100,0,500,3931;
@400000005e255dd01c36618f #d,-,18,3895,2344,1661,611,3,241419,14968,3895,2346,1686,3895,2344,1655,99,100,0,500,3926;
@400000005e255dd01c412735 #d,-,18,3896,2345,1661,612,3,241478,14971,3896,2346,1689,3895,2343,1656,99,100,0,500,3924;
@400000005e255dd21c523274 #d,-,18,3896,2344,1679,613,3,241537,14975,3896,2345,1688,3896,2342,1657,99,100,0,500,3920;
@400000005e255dd21c5d1b7d #d,-,18,3900,2343,1680,614,3,241600,14979,3900,2344,1722,3896,2342,1670,98,100,0,500,3940;
@400000005e255dd41c6df82b #d,-,18,3903,2343,1666,615,3,241658,14982,3903,2344,1691,3900,2342,1658,98,100,0,500,3951;
@400000005e255dd41c78a688 #d,-,18,3903,2344,1662,617,3,241716,14986,3903,2344,1691,3903,2342,1659,99,100,0,500,3928;
@400000005e255dd61c8a8ca4 #d,-,18,3903,2344,1681,618,3,241775,14990,3903,2345,1691,3903,2342,1660,99,100,0,500,3926;
@400000005e255dd61c944c95 #d,-,18,3904,2342,1685,619,3,241834,14993,3904,2344,1689,3903,2342,1661,99,100,0,500,3929;
@400000005e255dd81ca3d19b #d,-,18,3908,2343,1665,620,3,241897,14997,3908,2344,1724,3904,2341,1665,98,100,0,500,3949;
@400000005e255dd81cae8b25 #d,-,18,3909,2343,1672,621,3,241955,15001,3909,2345,1692,3908,2343,1656,98,100,0,500,3956;
@400000005e255dda1cbfb255 #d,-,18,3911,2344,1687,622,3,242014,15004,3911,2345,1693,3909,2343,1664,99,100,0,500,3940;
@400000005e255dda1ccaba1a #d,-,18,3912,2344,1688,623,3,242073,15008,3912,2345,1693,3911,2343,1664,99,100,0,500,3940;
@400000005e255ddc1cdb8aac #d,-,18,3913,2344,1668,624,3,242131,15012,3913,2346,1693,3912,2344,1664,99,100,0,500,3945;
@400000005e255ddc1ce658b4 #d,-,18,3914,2345,1677,625,3,242193,15016,3914,2346,1719,3913,2344,1664,99,100,0,500,3942;
@400000005e255dde1cf7a9cc #d,-,18,3917,2344,1688,626,3,242288,15021,3917,2345,1691,3914,2343,1664,98,100,0,500,3965;
@400000005e255dde1d02c60e #d,-,18,3918,2344,1688,627,3,242346,15025,3918,2346,1693,3917,2343,1664,99,100,0,500,3942;
@400000005e255de01d13d8c1 #d,-,18,3918,2344,1668,629,3,242367,15026,3918,2345,1692,3918,2343,1665,99,100,0,500,3945;
@400000005e255de01d1e5c46 #d,-,18,3918,2343,1675,630,3,242425,15030,3918,2345,1692,3918,2343,1665,99,100,0,500,3940;
@400000005e255de21d2fa5eb #d,-,18,3919,2342,1710,631,3,242487,15034,3919,2343,1710,3918,2342,1667,99,100,0,500,3942;
@400000005e255de21d3a7f20 #d,-,18,3922,2344,1685,632,3,242544,15037,3922,2344,1710,3919,2341,1659,98,100,0,500,3970;
@400000005e255de41d4b1d68 #d,-,18,3924,2342,1667,633,3,242602,15041,3924,2345,1705,3922,2341,1667,99,100,0,500,3954;
@400000005e255de41d568b9f #d,-,18,3923,2343,1682,634,3,242661,15044,3924,2344,1699,3923,2341,1666,99,100,0,500,3949;
@400000005e255de61d67e42b #d,-,18,3925,2344,1695,635,3,242719,15048,3925,2345,1695,3923,2343,1670,99,100,0,500,3952;
@400000005e255de61d72c207 #d,-,18,3926,2343,1715,636,3,242816,15054,3926,2346,1727,3925,2343,1671,99,100,0,500,3954;
@400000005e255de81d84131f #d,-,18,3929,2345,1672,637,3,242837,15055,3929,2345,1715,3926,2341,1667,98,100,0,500,3981;
@400000005e255de81d8f0844 #d,-,18,3929,2347,1610,638,3,242890,15059,3929,2347,1697,3929,2344,1596,99,100,0,500,3947;
@400000005e255dea1da0affa #d,-,18,3773,2344,1605,639,3,242923,15061,3929,2347,1625,3773,2344,1557,98,100,0,500,3817;
@400000005e255dea1daba7ea #d,-,18,3711,2344,1601,640,3,242958,15063,3773,2346,1605,3711,2344,1576,99,100,0,500,3730;
@400000005e255dec1dbd1139 #d,-,18,3711,2344,1616,641,3,242995,15065,3711,2346,1629,3711,2342,1579,99,100,0,500,3744;
@400000005e255dec1dc7f689 #d,-,18,3715,2345,1579,642,3,243030,15067,3715,2346,1619,3711,2342,1572,98,100,0,500,3769;
@400000005e255dee1dd8a3b7 #d,-,18,3715,2346,1596,643,3,243064,15070,3715,2346,1605,3715,2343,1578,99,100,0,500,3735;
@400000005e255dee1de37932 #d,-,18,3716,2346,1603,645,3,243099,15072,3716,2347,1607,3715,2343,1578,99,100,0,500,3741;
@400000005e255df01df1f022 #d,-,18,3716,2346,1602,646,4,243134,15074,3716,2347,1606,3716,2345,1576,99,100,0,500,3748;
@400000005e255df01dfb853d #d,-,18,3716,2345,1725,647,4,243207,15078,3716,2348,1725,3716,2345,1535,99,100,0,500,3742;
@400000005e255df21e0a27f3 #d,-,18,3722,2347,1607,648,4,243207,15078,3722,2349,1725,3716,2345,1564,98,100,0,500,3794;
@400000005e255df21e130d08 #d,-,18,3721,2349,1585,649,4,243240,15080,3722,2349,1607,3721,2346,1576,99,100,0,500,3734;
@400000005e255df41e20a1a9 #d,-,18,3720,2348,1578,650,4,243274,15083,3721,2350,1602,3720,2347,1577,99,100,0,500,3741;
@400000005e255df41e299a4d #d,-,18,3720,2350,1595,651,4,243308,15085,3720,2350,1602,3720,2347,1577,99,100,0,500,3739;
@400000005e255df61e38966b #d,-,18,3720,2350,1614,652,4,243343,15087,3720,2350,1614,3720,2347,1577,99,100,0,500,3742;
@400000005e255df61e4227cc #d,-,18,3723,2348,1597,653,4,243379,15089,3723,2350,1621,3720,2346,1570,98,100,0,500,3773;
@400000005e255df81e50543b #d,-,18,3722,2346,1588,654,4,243412,15091,3723,2348,1603,3722,2346,1577,99,100,0,500,3741;
@400000005e255df81e598c33 #d,-,18,3721,2346,1580,655,4,243445,15093,3722,2348,1603,3721,2345,1579,99,100,0,500,3742;
@400000005e255dfa1e6858d2 #d,-,18,3721,2345,1595,656,4,243514,15097,3721,2348,1603,3721,2345,1579,99,100,0,500,3741;
@400000005e255dfa1e72150a #d,-,18,3721,2347,1605,657,4,243513,15097,3721,2348,1605,3721,2345,1579,99,100,0,500,3744;
@400000005e255dfc1e80b318 #d,-,18,3725,2347,1599,658,4,243549,15100,3725,2348,1628,3721,2346,1574,98,100,0,500,3769;
@400000005e255dfc1e899474 #d,-,18,3724,2348,1589,659,4,243582,15102,3725,2348,1602,3724,2346,1578,99,100,0,500,3746;
@400000005e255dfe1e9763c1 #d,-,18,3723,2346,1579,660,4,243615,15104,3724,2348,1603,3723,2346,1578,99,100,0,500,3742;
@400000005e255dfe1e9fef6e #d,-,18,3721,2346,1593,661,4,243683,15108,3723,2346,1605,3721,2344,1579,99,100,0,500,3741;
@400000005e255e001eaf02d5 #d,-,18,3722,2347,1601,662,4,243716,15110,3722,2348,1604,3721,2344,1577,99,100,0,500,3744;
@400000005e255e001eb85989 #d,-,18,3724,2347,1597,663,4,243717,15110,3724,2347,1632,3722,2344,1581,99,100,0,500,3760;
@400000005e255e021ec64ff4 #d,-,18,3724,2347,1594,664,4,243750,15112,3724,2347,1604,3724,2345,1577,99,100,0,500,3751;
@400000005e255e021ecf9e46 #d,-,18,3723,2346,1578,665,4,243782,15114,3724,2348,1602,3723,2345,1578,99,100,0,500,3742;
@400000005e255e041edeb567 #d,-,18,3722,2345,1590,666,4,243849,15118,3723,2348,1603,3722,2345,1578,99,100,0,500,3741;
@400000005e255e041ee8280c #d,-,18,3722,2345,1602,667,4,243882,15120,3722,2347,1604,3722,2345,1578,99,100,0,500,3741;
@400000005e255e061ef73310 #d,-,18,3724,2346,1597,668,4,243883,15120,3724,2347,1632,3722,2345,1590,99,100,0,500,3757;
@400000005e255e061f00e41b #d,-,18,3724,2347,1592,669,4,243915,15122,3724,2348,1606,3724,2346,1576,99,100,0,500,3758;
@400000005e255e081f0ed998 #d,-,18,3723,2348,1577,670,4,243947,15124,3724,2349,1602,3723,2347,1577,99,100,0,500,3744;
@400000005e255e081f1778d4 #d,-,18,3722,2349,1586,671,4,243979,15126,3723,2349,1602,3722,2347,1576,99,100,0,500,3741;
@400000005e255e0a1f25f46c #d,-,18,3722,2349,1599,672,4,244011,15128,3722,2350,1602,3722,2348,1576,99,100,0,500,3741;
@400000005e255e0a1f2fc7ed #d,-,18,3723,2349,1599,673,4,244046,15130,3723,2349,1629,3722,2346,1579,99,100,0,500,3748;
Lost connection at /opt/powertools/bin/wattsup1 line 220.
	main::failure('Lost connection') called at /opt/powertools/bin/wattsup1 line 271
	main::recv_msg() called at /opt/powertools/bin/wattsup1 line 504
