@400000005e22b91826dc7c68 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e22b9191522c7ca #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e22bb573490d8e3 #d,-,18,3024,2350,1292,471,2,213153,13215,3024,2352,1294,3024,2350,1291,99,99,0,500,3047;
@400000005e22bb59349ec7db #d,-,18,3023,2350,1323,472,2,213163,13216,3024,2351,1325,3023,2350,1292,99,99,0,500,3048;
@400000005e22bb5934a927fc #d,-,18,3026,2352,1293,473,2,213206,13218,3026,2352,1323,3023,2350,1284,98,99,0,500,3077;
@400000005e22bb5b34b7cd7e #d,-,18,3026,2350,1292,474,2,213175,13216,3026,2352,1294,3026,2350,1291,99,99,0,500,3047;
@400000005e22bb5b34c2ca16 #d,-,18,3025,2349,1294,475,2,213217,13219,3026,2350,1295,3025,2349,1291,99,99,0,500,3047;
@400000005e22bb5d34d10ebb #d,-,18,3024,2351,1294,475,2,213186,13217,3025,2351,1295,3024,2349,1292,99,99,0,500,3048;
@400000005e22bb5d34db8626 #d,-,18,3024,2352,1325,476,2,213195,13218,3024,2352,1325,3024,2351,1292,99,99,0,500,3048;
@400000005e22bb5f34ec3443 #d,-,18,3027,2352,1293,477,2,213238,13220,3027,2352,1326,3024,2350,1284,98,99,0,500,3077;
@400000005e22bb5f34f67874 #d,-,18,3026,2350,1292,478,2,213207,13218,3027,2352,1294,3026,2350,1291,99,99,0,500,3045;
@400000005e22bb6135049d6f #d,-,18,3025,2352,1293,479,2,213213,13219,3026,2352,1294,3025,2350,1292,99,99,0,500,3047;
@400000005e22bb61350f8b21 #d,-,18,3024,2350,1293,480,2,213219,13219,3025,2352,1295,3024,2350,1291,99,99,0,500,3048;
@400000005e22bb63351dee82 #d,-,18,3024,2351,1321,480,2,213226,13220,3024,2351,1321,3024,2350,1291,99,99,0,500,3048;
@400000005e22bb6335287208 #d,-,18,3027,2352,1294,481,2,213233,13220,3027,2352,1324,3024,2350,1285,98,99,0,500,3079;
@400000005e22bb653537c3d5 #d,-,18,3026,2350,1292,482,2,213239,13220,3027,2352,1295,3026,2350,1292,99,99,0,500,3045;
@400000005e22bb6535421068 #d,-,18,3025,2351,1293,483,2,213245,13221,3026,2351,1295,3025,2349,1292,99,99,0,500,3047;
@400000005e22bb6735516234 #d,-,18,3024,2351,1294,484,3,213250,13221,3025,2352,1295,3024,2350,1291,99,99,0,500,3048;
@400000005e22bb67355c2b93 #d,-,18,3024,2350,1313,485,3,213257,13221,3024,2352,1313,3024,2350,1292,99,99,0,500,3048;
@400000005e22bb69356caa31 #d,-,18,3028,2349,1293,486,3,213265,13222,3028,2350,1325,3024,2349,1285,98,99,0,500,3080;
@400000005e22bb6935773171 #d,-,18,3026,2351,1293,486,3,213271,13222,3028,2351,1296,3026,2349,1291,99,99,0,500,3043;
@400000005e22bb6b358806ab #d,-,18,3025,2351,1293,487,3,213312,13225,3026,2351,1295,3025,2350,1293,99,99,0,500,3045;
@400000005e22bb6b35927e16 #d,-,18,3024,2349,1294,488,3,213281,13223,3025,2351,1295,3024,2348,1292,99,99,0,500,3048;
@400000005e22bb6d359ecae3 #d,-,18,3024,2350,1300,489,3,213323,13226,3024,2350,1300,3024,2348,1292,99,99,0,500,3048;
@400000005e22bb6d35a9a7d1 #d,-,18,3027,2350,1293,490,3,213332,13226,3027,2350,1326,3024,2348,1286,98,99,0,500,3077;
@400000005e22bb6f35b6716a #d,-,18,3026,2350,1293,491,3,213302,13224,3027,2351,1297,3026,2350,1292,99,99,0,500,3048;
@400000005e22bb6f35c113ac #d,-,18,3025,2350,1293,491,3,213307,13225,3026,2350,1295,3025,2350,1292,99,99,0,500,3047;
@400000005e22bb7135cf3d4f #d,-,18,3025,2350,1292,492,3,213348,13227,3025,2352,1295,3025,2349,1291,99,99,0,500,3047;
@400000005e22bb7135d9d375 #d,-,18,3024,2350,1294,493,3,213317,13225,3025,2351,1295,3024,2349,1291,99,99,0,500,3048;
@400000005e22bb7335e9cdd3 #d,-,18,3027,2351,1287,494,3,213326,13226,3027,2351,1325,3024,2349,1284,98,99,0,500,3068;
@400000005e22bb7335f4c6b2 #d,-,18,3026,2351,1292,495,3,213331,13226,3027,2352,1295,3026,2350,1287,99,99,0,500,3052;
@400000005e22bb753617f672 #d,-,18,3025,2351,1292,496,3,213337,13226,3026,2352,1295,3025,2351,1292,99,99,0,500,3047;
@400000005e22bb7536307f49 #d,-,18,3024,2350,1293,496,3,213342,13227,3025,2351,1295,3024,2350,1291,99,99,0,500,3048;
@400000005e22bb77364cc587 #d,-,18,3114,2349,1564,497,3,213400,13230,3114,2350,1586,3024,2348,1293,100,99,0,500,3114;
@400000005e22bb77365e7d11 #d,-,18,3553,2350,1167,498,3,213407,13231,3553,2350,1583,3114,2348,1149,97,99,0,500,3641;
@400000005e22bb79366aa67a #d,-,18,2565,2350,1022,499,3,213339,13227,3553,2351,1168,2565,2349,1000,96,99,0,500,2659;
@400000005e22bb793670632c #d,-,18,2361,2352,1012,500,3,213265,13222,2565,2352,1022,2361,2350,1010,98,99,0,500,2397;
@400000005e22bb7b367a2a92 #d,-,18,2360,2351,1337,500,3,213217,13219,2361,2352,1389,2360,2351,1011,98,99,0,500,2390;
@400000005e22bb7b367fbc6c #d,-,18,2690,2351,1143,501,3,213178,13217,2690,2352,1337,2360,2351,1114,98,99,0,500,2732;
@400000005e22bb7d3689887a #d,-,18,2688,2351,1153,502,3,213145,13215,2690,2352,1167,2688,2351,1141,99,99,0,500,2708;
@400000005e22bb7d368f06c6 #d,-,18,2689,2351,1139,502,3,213110,13212,2689,2352,1161,2688,2351,1139,98,99,0,500,2732;
@400000005e22bb7f369b00b0 #d,-,18,2685,2351,1145,503,3,213073,13210,2689,2351,1146,2685,2350,1139,99,99,0,500,2691;
@400000005e22bb7f36a15d92 #d,-,18,2682,2351,1143,504,3,213037,13208,2685,2351,1146,2682,2350,1143,99,99,0,500,2698;
@400000005e22bb8136ad2177 #d,-,18,2680,2352,1144,505,3,213001,13206,2682,2352,1144,2680,2350,1142,99,99,0,500,2696;
@400000005e22bb8136b40387 #d,-,18,2678,2352,1146,505,3,212968,13204,2680,2352,1176,2678,2350,1142,99,99,0,500,2700;
@400000005e22bb8336c03464 #d,-,18,2679,2351,1144,506,3,212932,13201,2679,2352,1146,2678,2351,1135,98,99,0,500,2721;
@400000005e22bb8336c7d919 #d,-,18,2677,2351,1144,507,3,212897,13199,2679,2352,1144,2677,2351,1143,99,99,0,500,2698;
@400000005e22bb8536d5b482 #d,-,18,2675,2350,1145,508,3,212861,13197,2677,2352,1145,2675,2350,1143,99,99,0,500,2696;
@400000005e22bb8536de7e95 #d,-,18,2674,2350,1143,508,3,212826,13195,2675,2351,1145,2674,2349,1142,99,99,0,500,2696;
@400000005e22bb8736ec652b #d,-,18,2673,2351,1159,509,3,212794,13193,2674,2351,1174,2673,2350,1143,99,99,0,500,2698;
@400000005e22bb8736f6ae04 #d,-,18,2675,2349,1143,510,3,212758,13191,2675,2351,1159,2673,2349,1136,98,99,0,500,2723;
@400000005e22bb893706e5da #d,-,18,2673,2351,1145,511,3,212723,13188,2675,2351,1145,2673,2349,1142,99,99,0,500,2696;
@400000005e22bb893711598a #d,-,18,2672,2351,1146,511,3,212722,13188,2673,2351,1147,2672,2350,1145,98,99,0,500,2700;
@400000005e22bb8b37222ec5 #d,-,18,2672,2350,1146,512,3,212688,13186,2672,2351,1146,2672,2350,1145,98,99,0,500,2700;
@400000005e22bb8b372c9a14 #d,-,18,2671,2349,1175,513,3,212657,13184,2672,2351,1177,2671,2348,1145,98,99,0,500,2700;
@400000005e22bb8d373c8c11 #d,-,18,2674,2349,1146,514,3,212623,13182,2674,2349,1175,2671,2348,1139,97,99,0,500,2730;
@400000005e22bb8d3746d130 #d,-,18,2673,2347,1145,514,3,212555,13178,2674,2349,1147,2673,2347,1145,99,99,0,500,2700;
@400000005e22bb8f3756abe4 #d,-,18,2672,2349,1145,515,3,212554,13178,2673,2350,1147,2672,2347,1143,98,99,0,500,2700;
@400000005e22bb8f3761f2fe #d,-,18,2671,2349,1145,516,3,212519,13176,2672,2349,1145,2671,2349,1143,99,99,0,500,2696;
@400000005e22bb91377301f7 #d,-,18,2670,2348,1174,516,3,212454,13172,2671,2349,1175,2670,2348,1143,99,99,0,500,2694;
@400000005e22bb91377d7961 #d,-,18,2672,2349,1145,517,3,212420,13170,2672,2349,1174,2670,2348,1137,98,99,0,500,2724;
@400000005e22bb93378e3ec7 #d,-,18,2670,2347,1145,518,3,212385,13167,2672,2349,1146,2670,2346,1143,99,99,0,500,2691;
@400000005e22bb9337989ee8 #d,-,18,2669,2347,1146,519,3,212351,13165,2670,2348,1146,2669,2347,1144,99,99,0,500,2694;
@400000005e22bb9537a98a7d #d,-,18,2668,2345,1144,519,3,212351,13165,2669,2347,1146,2668,2345,1144,99,99,0,500,2694;
@400000005e22bb9537b3e6e5 #d,-,18,2668,2345,1173,520,3,212319,13163,2668,2346,1173,2668,2345,1144,99,99,0,500,2694;
@400000005e22bb9737c40861 #d,-,18,2671,2345,1147,521,3,212253,13159,2671,2346,1176,2668,2344,1138,97,99,0,500,2726;
@400000005e22bb9737cf5246 #d,-,18,2669,2344,1145,522,3,212219,13157,2671,2345,1148,2669,2344,1145,99,99,0,500,2692;
@400000005e22bb9937df63ed #d,-,18,2668,2344,1145,522,3,212186,13155,2669,2345,1146,2668,2344,1145,98,99,0,500,2696;
@400000005e22bb9937ead998 #d,-,18,2668,2346,1147,523,3,212186,13155,2668,2347,1147,2668,2344,1144,98,99,0,500,2696;
@400000005e22bb9b37fc0481 #d,-,18,2667,2346,1166,524,3,212121,13151,2668,2347,1166,2667,2345,1145,98,99,0,500,2700;
@400000005e22bb9b38066c16 #d,-,18,2671,2345,1147,525,3,212090,13149,2671,2346,1177,2667,2345,1139,97,99,0,500,2730;
@400000005e22bb9d38171945 #d,-,18,2670,2346,1145,525,3,212057,13147,2671,2346,1147,2670,2345,1143,99,99,0,500,2694;
@400000005e22bb9d382171f3 #d,-,18,2669,2345,1145,526,3,212057,13147,2670,2346,1146,2669,2345,1144,99,99,0,500,2694;
@400000005e22bb9f38325615 #d,-,18,2668,2346,1146,527,3,211991,13143,2669,2347,1146,2668,2345,1144,98,99,0,500,2696;
@400000005e22bb9f383c8b5f #d,-,18,2667,2347,1152,528,3,211958,13141,2668,2347,1152,2667,2345,1144,98,99,0,500,2696;
@400000005e22bba1384c69cd #d,-,18,2670,2346,1144,528,3,211928,13139,2670,2347,1177,2667,2346,1137,98,99,0,500,2723;
@400000005e22bba13857b85a #d,-,18,2669,2348,1144,529,3,211895,13137,2670,2349,1145,2669,2346,1144,99,99,0,500,2694;
@400000005e22bba33868914e #d,-,18,2668,2348,1145,530,3,211863,13135,2669,2348,1146,2668,2347,1144,99,99,0,500,2694;
@400000005e22bba3387356f4 #d,-,18,2667,2348,1145,531,3,211830,13133,2668,2348,1146,2667,2348,1144,98,99,0,500,2694;
@400000005e22bba53882dfb3 #d,-,18,2666,2347,1145,531,3,211798,13131,2667,2348,1145,2666,2346,1144,98,99,0,500,2696;
@400000005e22bba5388d3fd5 #d,-,18,2669,2347,1140,532,3,211768,13129,2669,2348,1176,2666,2346,1137,98,99,0,500,2717;
@400000005e22bba7389e1c83 #d,-,18,2670,2349,1164,533,3,211741,13128,2670,2349,1171,2669,2346,1140,98,99,0,500,2712;
@400000005e22bba738a85587 #d,-,18,2675,2348,1162,533,3,211714,13126,2675,2349,1164,2670,2348,1161,97,99,0,500,2744;
@400000005e22bba938b9683a #d,-,18,2678,2347,1148,534,3,211684,13124,2678,2349,1163,2675,2347,1145,98,99,0,500,2732;
@400000005e22bba938c3e092 #d,-,18,2677,2347,1149,535,3,211653,13122,2678,2348,1149,2677,2347,1147,99,99,0,500,2703;
@400000005e22bbab38d39b9c #d,-,18,2679,2349,1139,536,3,211625,13120,2679,2349,1178,2677,2346,1138,98,99,0,500,2717;
@400000005e22bbab38de4640 #d,-,18,2677,2349,1145,536,3,211593,13118,2679,2349,1146,2677,2348,1139,98,99,0,500,2710;
@400000005e22bbad38eefae2 #d,-,18,2676,2349,1144,537,3,211562,13116,2677,2349,1146,2676,2348,1144,99,99,0,500,2696;
@400000005e22bbad38f95390 #d,-,18,2674,2348,1144,538,3,211530,13114,2676,2349,1146,2674,2348,1144,99,99,0,500,2696;
@400000005e22bbaf390a153c #d,-,18,2672,2347,1144,539,3,211499,13112,2674,2348,1146,2672,2347,1143,99,99,0,500,2696;
@400000005e22bbaf39147918 #d,-,18,2673,2350,1137,539,3,211471,13111,2673,2350,1175,2672,2347,1137,98,99,0,500,2703;
@400000005e22bbb139256954 #d,-,18,2673,2349,1144,540,3,211471,13111,2673,2350,1147,2673,2349,1136,98,99,0,500,2714;
@400000005e22bbb1392fa259 #d,-,18,2672,2347,1144,541,3,211408,13107,2673,2349,1145,2672,2347,1143,99,99,0,500,2696;
@400000005e22bbb3393f8bf4 #d,-,18,2671,2347,1144,542,3,211409,13107,2672,2348,1145,2671,2345,1144,99,99,0,500,2696;
@400000005e22bbb3394ad6c7 #d,-,18,2669,2349,1145,542,3,211347,13103,2671,2349,1146,2669,2347,1143,98,99,0,500,2696;
@400000005e22bbb5395b68f3 #d,-,18,2670,2349,1146,543,3,211351,13103,2670,2349,1178,2669,2349,1144,98,99,0,500,2700;
@400000005e22bbb53965e8bf #d,-,18,2671,2348,1147,544,3,211320,13101,2671,2349,1155,2670,2337,1137,98,99,0,500,2719;
@400000005e22bbb73979031f #d,-,18,2670,2347,1146,545,3,211258,13097,2671,2349,1147,2670,2346,1142,99,99,0,500,2696;
@400000005e22bbb73986bede #d,-,18,2669,2346,1145,545,3,211227,13096,2670,2347,1147,2669,2346,1144,98,99,0,500,2696;
@400000005e22bbb93991fd95 #d,-,18,2949,2346,1497,546,3,211273,13098,2949,2347,1497,2669,2345,1145,100,99,0,500,2949;
@400000005e22bbb9399c59fe #d,-,18,3368,2348,1328,547,3,211296,13100,3368,2349,1537,2949,2346,1263,97,99,0,500,3445;
@400000005e22bbbb39acec2a #d,-,18,3042,2347,1333,548,3,211305,13100,3368,2348,1333,3042,2347,1284,99,99,0,500,3066;
@400000005e22bbbb39b77bcb #d,-,18,3044,2346,1293,549,3,211315,13101,3044,2347,1336,3042,2345,1291,98,99,0,500,3088;
@400000005e22bbbd39c0a6ba #d,-,18,3041,2345,1298,550,3,211323,13102,3044,2346,1305,3041,2345,1292,99,99,0,500,3043;
@400000005e22bbbd39ca9272 #d,-,18,3039,2345,1297,550,3,211332,13102,3041,2346,1300,3039,2345,1295,99,99,0,500,3057;
@400000005e22bbbf39d41b71 #d,-,18,3038,2347,1326,551,3,211344,13103,3039,2347,1331,3038,2344,1297,99,99,0,500,3056;
@400000005e22bbbf39db2858 #d,-,18,3040,2347,1299,552,3,211352,13103,3040,2348,1326,3038,2347,1290,98,99,0,500,3082;
@400000005e22bbc139ebaaaf #d,-,18,3038,2347,1299,553,3,211360,13104,3040,2348,1299,3038,2347,1297,99,99,0,500,3054;
@400000005e22bbc139f60ad1 #d,-,18,3037,2346,1299,554,3,211369,13104,3038,2348,1299,3037,2346,1296,99,99,0,500,3056;
@400000005e22bbc33a03e9f3 #d,-,18,3035,2346,1296,555,3,211377,13105,3037,2347,1299,3035,2346,1296,99,99,0,500,3054;
@400000005e22bbc33a0ed6b6 #d,-,18,3034,2347,1328,555,3,211387,13106,3035,2348,1328,3034,2345,1296,99,99,0,500,3050;
@400000005e22bbc53a1e5bbc #d,-,18,3037,2347,1297,556,3,211396,13106,3037,2348,1328,3034,2347,1290,98,99,0,500,3084;
@400000005e22bbc53a28da99 #d,-,18,3035,2346,1299,557,3,211404,13107,3037,2347,1299,3035,2345,1296,99,99,0,500,3050;
@400000005e22bbc73a39321a #d,-,18,3034,2345,1300,558,3,211412,13107,3035,2346,1300,3034,2345,1297,99,99,0,500,3054;
@400000005e22bbc73a439e57 #d,-,18,3033,2347,1299,559,3,211421,13108,3034,2347,1301,3033,2345,1297,99,99,0,500,3054;
@400000005e22bbc93a4c836c #d,-,18,3032,2347,1328,560,3,211461,13110,3033,2347,1328,3032,2346,1297,99,99,0,500,3054;
@400000005e22bbc93a52b931 #d,-,18,3035,2345,1299,560,3,211440,13109,3035,2347,1331,3032,2344,1291,98,99,0,500,3086;
@400000005e22bbcb3a5dd92d #d,-,18,3034,2344,1298,561,3,211448,13109,3035,2345,1300,3034,2344,1296,99,99,0,500,3050;
@400000005e22bbcb3a68ce52 #d,-,18,3033,2345,1298,562,3,211456,13110,3034,2345,1301,3033,2344,1297,99,99,0,500,3054;
@400000005e22bbcd3a79448e #d,-,18,3032,2347,1298,563,3,211464,13110,3033,2347,1299,3032,2344,1295,99,99,0,500,3054;
@400000005e22bbcd3a83c45a #d,-,18,3031,2348,1318,564,3,211503,13113,3032,2348,1318,3031,2347,1296,99,99,0,500,3052;
@400000005e22bbcf3a8d12ac #d,-,18,3034,2348,1298,565,3,211482,13111,3034,2348,1329,3031,2347,1289,98,99,0,500,3084;
@400000005e22bbcf3a97b5dc #d,-,18,3033,2346,1297,566,3,211491,13112,3034,2348,1301,3033,2345,1296,99,99,0,500,3052;
@400000005e22bbd13aa09af2 #d,-,18,3032,2347,1298,566,3,211498,13112,3033,2347,1300,3032,2345,1296,99,99,0,500,3052;
@400000005e22bbd13aa8928b #d,-,18,3031,2347,1299,567,3,211506,13113,3032,2347,1299,3031,2346,1296,99,99,0,500,3054;
@400000005e22bbd33ab18ee8 #d,-,18,3031,2346,1306,568,3,211514,13113,3031,2347,1306,3031,2346,1297,99,99,0,500,3054;
@400000005e22bbd33abb27bd #d,-,18,3034,2345,1296,569,3,211525,13114,3034,2347,1331,3031,2345,1291,98,99,0,500,3082;
@400000005e22bbd53ac8ac88 #d,-,18,3032,2344,1297,570,3,211533,13115,3034,2345,1301,3032,2343,1296,99,99,0,500,3052;
@400000005e22bbd53ad3cc84 #d,-,18,3032,2345,1298,571,3,211540,13115,3032,2345,1301,3032,2344,1296,99,99,0,500,3054;
@400000005e22bbd73adcd8b7 #d,-,18,3031,2346,1299,571,3,211548,13116,3032,2346,1300,3031,2345,1296,99,99,0,500,3054;
@400000005e22bbd73ae7ae32 #d,-,18,3030,2345,1298,572,3,211556,13116,3031,2346,1299,3030,2344,1295,99,99,0,500,3052;
@400000005e22bbd93af0cdf3 #d,-,18,3033,2344,1295,573,3,211566,13117,3033,2346,1331,3030,2344,1290,98,99,0,500,3075;
@400000005e22bbd93afa7b45 #d,-,18,3032,2345,1297,574,3,211574,13117,3033,2345,1299,3032,2344,1295,99,99,0,500,3057;
@400000005e22bbdb3b0a8bfd #d,-,18,3031,2346,1298,575,3,211582,13118,3032,2346,1299,3031,2345,1297,99,99,0,500,3054;
@400000005e22bbdb3b1594b1 #d,-,18,3030,2347,1299,576,3,211589,13118,3031,2348,1299,3030,2346,1296,99,99,0,500,3054;
@400000005e22bbdd3b207558 #d,-,18,3029,2347,1298,576,3,211597,13119,3030,2348,1299,3029,2347,1296,99,99,0,500,3052;
@400000005e22bbdd3b2afc98 #d,-,18,3032,2347,1290,577,3,211607,13119,3032,2348,1330,3029,2346,1289,98,99,0,500,3070;
@400000005e22bbdf3b3b8ec4 #d,-,18,3032,2346,1298,578,3,211615,13120,3032,2347,1300,3032,2346,1290,98,99,0,500,3066;
@400000005e22bbdf3b45dc46 #d,-,18,3031,2345,1298,579,3,211622,13120,3032,2347,1300,3031,2345,1296,99,99,0,500,3052;
@400000005e22bbe13b520107 #d,-,18,3030,2342,1299,580,3,211630,13121,3031,2345,1304,3030,2338,1296,99,99,0,500,3054;
@400000005e22bbe13b5cf9e5 #d,-,18,3030,2342,1301,581,3,211637,13121,3030,2343,1301,3030,2341,1298,99,99,0,500,3052;
@400000005e22bbe33b69137a #d,-,18,3031,2345,1293,582,3,211647,13122,3031,2345,1332,3030,2342,1293,98,99,0,500,3063;
@400000005e22bbe33b736c28 #d,-,18,3032,2345,1300,582,3,211655,13122,3032,2345,1301,3031,2344,1292,98,99,0,500,3070;
@400000005e22bbe53b7f3ef4 #d,-,18,3031,2345,1298,583,3,211662,13123,3032,2345,1301,3031,2344,1298,99,99,0,500,3054;
@400000005e22bbe53b8a47a8 #d,-,18,3030,2343,1299,584,3,211669,13123,3031,2345,1301,3030,2342,1297,99,99,0,500,3054;
@400000005e22bbe73b9a7451 #d,-,18,3029,2343,1253,585,3,211673,13123,3030,2343,1301,3029,2342,1252,99,99,0,500,3054;
@400000005e22bbe8000a15a0 #d,-,18,2914,2344,1296,586,3,211674,13123,3029,2344,1320,2914,2342,1205,98,99,0,500,2949;
@400000005e22bbea0019f054 #d,-,18,3035,2345,1300,586,3,211681,13124,3035,2345,1300,2914,2343,1295,99,99,0,500,3057;
@400000005e22bbea00245076 #d,-,18,3033,2345,1298,587,3,211688,13124,3035,2345,1301,3033,2344,1297,99,99,0,500,3054;
@400000005e22bbec003160d7 #d,-,18,3032,2344,1298,588,3,211696,13125,3033,2345,1302,3032,2344,1296,99,99,0,500,3052;
@400000005e22bbec003bef8a #d,-,18,3031,2345,1300,589,3,211732,13127,3032,2345,1300,3031,2344,1296,99,99,0,500,3052;
@400000005e22bbee0044927f #d,-,18,3031,2346,1313,590,3,211743,13128,3031,2346,1331,3031,2345,1297,99,99,0,500,3052;
@400000005e22bbee004b512b #d,-,18,3033,2345,1300,591,3,211749,13128,3033,2346,1313,3031,2345,1290,98,99,0,500,3080;
@400000005e22bbf000541785 #d,-,18,3032,2345,1298,591,3,211757,13128,3033,2346,1301,3032,2345,1297,99,99,0,500,3056;
@400000005e22bbf0005e6418 #d,-,18,3031,2342,1298,592,3,211735,13127,3032,2345,1301,3031,2342,1297,99,99,0,500,3052;
@400000005e22bbf2006e4286 #d,-,18,3031,2340,1301,593,3,211742,13128,3031,2342,1302,3031,2339,1298,99,99,0,500,3054;
@400000005e22bbf20078b9f0 #d,-,18,3030,2340,1329,594,3,211752,13128,3031,2341,1333,3030,2340,1299,99,99,0,500,3054;
@400000005e22bbf400888d31 #d,-,18,3033,2340,1301,595,3,211788,13130,3033,2341,1329,3030,2339,1293,98,99,0,500,3082;
@400000005e22bbf4009300e1 #d,-,18,3032,2340,1300,596,3,211795,13131,3033,2340,1303,3032,2340,1298,99,99,0,500,3052;
@400000005e22bbf600a2cbc0 #d,-,18,3031,2340,1298,597,3,211773,13129,3032,2341,1301,3031,2340,1298,99,99,0,500,3056;
@400000005e22bbf600ad2829 #d,-,18,3030,2340,1298,597,3,211780,13130,3031,2341,1302,3030,2340,1298,99,99,0,500,3050;
@400000005e22bbf800bd54d2 #d,-,18,3030,2340,1334,598,3,211818,13132,3030,2340,1335,3030,2340,1298,99,99,0,500,3052;
@400000005e22bbf800c8454e #d,-,18,3033,2340,1301,599,3,211797,13131,3033,2341,1334,3030,2340,1292,98,99,0,500,3084;
@400000005e22bbfa00d1948f #d,-,18,3032,2340,1300,600,3,211832,13133,3033,2340,1302,3032,2340,1299,99,99,0,500,3052;
@400000005e22bbfa00db6456 #d,-,18,3031,2341,1300,601,3,211839,13134,3032,2341,1302,3031,2340,1299,99,99,0,500,3054;
@400000005e22bbfc00eb90ff #d,-,18,3030,2342,1300,602,3,211818,13132,3031,2342,1302,3030,2341,1298,99,99,0,500,3054;
@400000005e22bbfc00f63f5c #d,-,18,3030,2342,1331,602,3,211855,13135,3030,2342,1331,3030,2341,1299,99,99,0,500,3054;
@400000005e22bbfe01069a96 #d,-,18,3033,2341,1303,603,3,211863,13135,3033,2342,1332,3030,2341,1293,98,99,0,500,3084;
@400000005e22bbfe01111a62 #d,-,18,3032,2342,1301,604,3,211870,13135,3033,2342,1303,3032,2341,1299,99,99,0,500,3052;
@400000005e22bc00011a06eb #d,-,18,3031,2341,1300,605,3,211877,13136,3032,2342,1302,3031,2341,1299,99,99,0,500,3054;
@400000005e22bc000122c129 #d,-,18,3030,2342,1299,606,3,211884,13136,3031,2342,1302,3030,2341,1299,99,99,0,500,3052;
@400000005e22bc02012c1c86 #d,-,18,3030,2342,1324,607,3,211892,13137,3030,2342,1324,3030,2341,1299,99,99,0,500,3052;
@400000005e22bc0201336b8d #d,-,18,3034,2342,1302,607,3,211900,13137,3034,2342,1334,3030,2341,1293,98,99,0,500,3088;
@400000005e22bc040143e1c9 #d,-,18,3032,2342,1301,608,3,211907,13138,3034,2342,1302,3032,2342,1299,99,99,0,500,3052;
@400000005e22bc04014e5ddb #d,-,18,3031,2341,1301,609,3,211914,13138,3032,2342,1302,3031,2341,1300,99,99,0,500,3054;
@400000005e22bc0601575a39 #d,-,18,3031,2340,1301,610,3,211892,13137,3031,2341,1303,3031,2340,1300,99,99,0,500,3054;
@400000005e22bc0601622840 #d,-,18,3030,2338,1312,611,3,211900,13137,3031,2340,1312,3030,2338,1300,99,99,0,500,3052;
@400000005e22bc08016c7119 #d,-,18,3034,2338,1300,612,3,211937,13140,3034,2338,1334,3030,2338,1293,98,99,0,500,3086;
@400000005e22bc080176bdac #d,-,18,3032,2337,1303,612,3,211944,13140,3034,2338,1304,3032,2337,1300,99,99,0,500,3052;
@400000005e22bc0a01880ec5 #d,-,18,3031,2339,1302,613,3,211922,13139,3032,2339,1303,3031,2337,1299,99,99,0,500,3054;
@400000005e22bc0a0192579e #d,-,18,3030,2339,1301,614,3,211957,13141,3031,2340,1302,3030,2339,1299,99,99,0,500,3050;
@400000005e22bc0c019e5277 #d,-,18,3030,2340,1301,615,3,211964,13141,3030,2340,1303,3030,2339,1299,99,99,0,500,3054;
@400000005e22bc0c01a8e98b #d,-,18,3033,2339,1297,616,3,211945,13140,3033,2340,1334,3030,2339,1293,98,99,0,500,3079;
@400000005e22bc0e01b99300 #d,-,18,3032,2340,1301,617,3,211952,13141,3033,2340,1304,3032,2339,1297,99,99,0,500,3057;
@400000005e22bc0e01c3f6dc #d,-,18,3031,2339,1301,617,3,211959,13141,3032,2340,1302,3031,2339,1300,99,99,0,500,3054;
@400000005e22bc1001d2df6b #d,-,18,3031,2341,1302,618,3,211965,13141,3031,2342,1302,3031,2339,1299,99,99,0,500,3054;
@400000005e22bc1001ddd490 #d,-,18,3030,2340,1300,619,3,212000,13144,3031,2342,1303,3030,2340,1298,99,99,0,500,3052;
@400000005e22bc1201e6c4d2 #d,-,18,3032,2340,1294,620,3,212009,13144,3032,2340,1336,3030,2340,1293,98,99,0,500,3072;
@400000005e22bc1201ed58a7 #d,-,18,3032,2340,1302,621,3,212016,13145,3032,2341,1304,3032,2340,1294,98,99,0,500,3063;
@400000005e22bc1401f757ed #d,-,18,3031,2340,1301,622,3,211994,13143,3032,2341,1303,3031,2340,1299,99,99,0,500,3056;
@400000005e22bc1402025bf9 #d,-,18,3031,2338,1301,623,3,212029,13145,3031,2340,1303,3031,2338,1299,99,99,0,500,3052;
@400000005e22bc160212e5c4 #d,-,18,3030,2337,1300,623,3,212035,13146,3031,2339,1303,3030,2337,1299,99,99,0,500,3054;
@400000005e22bc16021d2ae3 #d,-,18,3032,2337,1292,624,3,212044,13146,3032,2338,1335,3030,2337,1292,98,99,0,500,3063;
@400000005e22bc18022b86d1 #d,-,18,3032,2337,1302,625,3,212051,13147,3032,2338,1304,3032,2335,1292,98,99,0,500,3072;
@400000005e22bc1802366c21 #d,-,18,3031,2337,1301,626,3,212029,13145,3032,2338,1304,3031,2336,1300,99,99,0,500,3052;
@400000005e22bc1a023faf47 #d,-,18,3030,2337,1302,627,3,212036,13146,3031,2338,1304,3030,2337,1300,99,99,0,500,3052;
