@400000005e33da4336d1f362 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e33da442530c889 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e33de071f497268 #d,-,18,4531,2351,1965,1062,6,286529,17764,4532,2352,1976,4531,2351,1962,96,100,0,500,4673;
@400000005e33de091f597bad #d,-,18,4531,2350,1969,1064,6,286570,17767,4531,2351,1977,4531,2350,1965,96,100,0,500,4678;
@400000005e33de091f63a122 #d,-,18,4531,2350,1971,1065,6,286611,17769,4531,2351,1977,4531,2349,1965,96,100,0,500,4676;
@400000005e33de0b1f739a92 #d,-,18,4531,2350,1970,1066,6,286651,17772,4531,2350,1978,4531,2349,1963,96,100,0,500,4678;
@400000005e33de0b1f7ddbf8 #d,-,18,4531,2348,1978,1067,6,286692,17774,4531,2350,1979,4531,2348,1965,96,100,0,500,4680;
@400000005e33de0d1f8de8f7 #d,-,18,4531,2347,1970,1069,6,286732,17777,4531,2349,1981,4531,2347,1964,96,100,0,500,4678;
@400000005e33de0d1f97ff86 #d,-,18,4532,2346,1979,1070,6,286772,17779,4532,2347,1981,4531,2345,1965,96,100,0,500,4680;
@400000005e33de0f1fa7267b #d,-,18,4532,2345,1981,1071,6,286813,17782,4532,2347,1981,4532,2344,1968,96,100,0,500,4680;
@400000005e33de0f1fb090be #d,-,18,4533,2345,1976,1072,6,286853,17784,4533,2346,1983,4532,2344,1969,96,100,0,500,4680;
@400000005e33de111fbf1784 #d,-,18,4533,2347,1977,1074,6,286893,17787,4533,2347,1980,4533,2345,1966,96,100,0,500,4680;
@400000005e33de111fc89467 #d,-,18,4533,2343,1967,1075,6,286963,17791,4533,2347,1978,4533,2343,1967,96,100,0,500,4678;
@400000005e33de131fd6fc71 #d,-,18,4533,2347,1975,1076,6,287003,17794,4533,2347,1981,4533,2343,1967,96,100,0,500,4678;
@400000005e33de131fe09cb8 #d,-,18,4533,2346,1971,1077,6,287013,17794,4533,2347,1980,4533,2346,1969,96,100,0,500,4678;
@400000005e33de151ff0be34 #d,-,18,4533,2343,1973,1079,6,287053,17797,4533,2346,1980,4533,2343,1968,96,100,0,500,4680;
@400000005e33de151ffab8d3 #d,-,18,4534,2347,1971,1080,6,287093,17799,4534,2347,1980,4533,2343,1965,96,100,0,500,4676;
@400000005e33de17200a73dc #d,-,18,4533,2349,1966,1081,6,287132,17802,4534,2349,1978,4533,2347,1966,96,100,0,500,4678;
@400000005e33de172014c8d1 #d,-,18,4534,2350,1968,1082,6,287172,17804,4534,2350,1978,4533,2348,1964,96,100,0,500,4680;
@400000005e33de192024d5d0 #d,-,18,4533,2350,1967,1084,6,287212,17807,4534,2351,1977,4533,2348,1966,96,100,0,500,4678;
@400000005e33de19202f60c9 #d,-,18,4534,2349,1974,1085,6,287251,17809,4534,2350,1975,4533,2349,1965,96,100,0,500,4678;
@400000005e33de1b203f00d1 #d,-,18,4534,2350,1972,1086,6,287290,17812,4534,2351,1977,4534,2349,1965,96,100,0,500,4676;
@400000005e33de1b204945f1 #d,-,18,4533,2349,1971,1087,6,287330,17814,4534,2351,1976,4533,2348,1964,96,100,0,500,4680;
@400000005e33de1d2057f3d3 #d,-,18,4534,2349,1974,1089,6,287369,17816,4534,2350,1974,4533,2349,1964,96,100,0,500,4678;
@400000005e33de1d20611395 #d,-,18,4534,2350,1974,1090,6,287408,17819,4534,2351,1975,4534,2349,1964,96,100,0,500,4680;
@400000005e33de1f206f8b74 #d,-,18,4533,2350,1976,1091,6,287447,17821,4534,2352,1976,4533,2349,1965,96,100,0,500,4678;
@400000005e33de1f2078f10f #d,-,18,4533,2348,1971,1093,6,287486,17824,4533,2350,1977,4533,2348,1968,96,100,0,500,4683;
@400000005e33de2120870e97 #d,-,18,4534,2350,1974,1094,6,287554,17828,4534,2351,1980,4533,2348,1966,96,100,0,500,4680;
@400000005e33de212090232c #d,-,18,4534,2348,1975,1095,6,287593,17830,4534,2351,1977,4534,2348,1963,96,100,0,500,4680;
@400000005e33de23209f5cc2 #d,-,18,4534,2350,1974,1096,6,287602,17831,4534,2351,1976,4534,2348,1958,96,100,0,500,4680;
@400000005e33de2320a934ea #d,-,18,4534,2348,1971,1098,6,287640,17833,4534,2350,1976,4534,2347,1954,96,100,0,500,4678;
@400000005e33de2520b8fc10 #d,-,18,4533,2350,1953,1099,6,287679,17836,4534,2350,1979,4533,2347,1953,96,100,0,500,4680;
@400000005e33de2520c236d4 #d,-,18,4534,2349,1965,1100,6,287718,17838,4534,2350,1981,4533,2348,1953,96,100,0,500,4680;
@400000005e33de2720d21542 #d,-,18,4534,2350,1969,1101,6,287756,17840,4534,2351,1983,4534,2349,1954,96,100,0,500,4678;
@400000005e33de2720dc7dc5 #d,-,18,4534,2349,1973,1103,6,287795,17843,4534,2350,1987,4534,2349,1952,96,100,0,500,4678;
@400000005e33de2920eb7182 #d,-,18,4533,2351,1975,1104,6,287833,17845,4534,2352,1989,4533,2349,1948,96,100,0,500,4676;
@400000005e33de2920f52a00 #d,-,18,4532,2348,1967,1105,6,287900,17849,4533,2352,1991,4532,2348,1951,96,100,0,500,4676;
@400000005e33de2b2103f78d #d,-,18,4532,2351,1965,1106,6,287909,17850,4532,2351,1992,4532,2348,1953,96,100,0,500,4680;
@400000005e33de2b210d60e2 #d,-,18,4532,2349,1961,1107,6,287946,17852,4532,2351,1993,4532,2348,1948,96,100,0,500,4680;
@400000005e33de2d211bf3c3 #d,-,18,4533,2351,1979,1109,6,288013,17856,4533,2351,1993,4532,2349,1946,96,100,0,500,4680;
@400000005e33de2d21254e31 #d,-,18,4532,2351,1996,1110,6,288022,17857,4533,2351,1996,4532,2350,1944,96,100,0,500,4676;
@400000005e33de2f2134a3b7 #d,-,18,4532,2350,1987,1111,6,288059,17859,4532,2351,1996,4532,2349,1940,96,100,0,500,4676;
@400000005e33de2f213e8ac7 #d,-,18,4532,2351,1963,1112,6,288096,17861,4532,2351,1992,4532,2350,1938,96,100,0,500,4673;
@400000005e33de31214df4ca #d,-,18,4531,2352,1938,1114,6,288133,17864,4532,2353,1992,4531,2350,1938,96,100,0,500,4673;
@400000005e33de31215812cc #d,-,18,4531,2351,1955,1115,6,288171,17866,4531,2352,1998,4531,2351,1938,96,100,0,500,4676;
@400000005e33de332167870e #d,-,18,4531,2349,1964,1116,6,288208,17868,4531,2351,1999,4531,2349,1939,96,100,0,500,4673;
@400000005e33de3321715b7d #d,-,18,4531,2349,1974,1118,6,288245,17871,4531,2349,2004,4531,2348,1941,97,100,0,500,4668;
@400000005e33de35218037f1 #d,-,18,4530,2348,1973,1119,6,288282,17873,4531,2349,2006,4530,2348,1944,97,100,0,500,4666;
@400000005e33de3521896b42 #d,-,18,4525,2347,1977,1120,6,288318,17875,4530,2349,2023,4525,2345,1920,97,100,0,500,4654;
@400000005e33de3721986760 #d,-,18,4347,2349,1579,1121,6,288308,17875,4525,2350,1977,4347,2346,1579,95,100,0,500,4543;
@400000005e33de3721a22752 #d,-,18,3427,2346,1704,1122,6,288272,17872,4347,2350,1768,3427,2345,1365,93,100,0,500,3675;
@400000005e33de3921af42e0 #d,-,18,3599,2349,1248,1123,6,288194,17868,3599,2351,1704,3427,2346,1098,94,100,0,500,3794;
@400000005e33de3921b7f103 #d,-,18,2581,2353,1213,1124,6,288095,17861,3599,2353,1248,2581,2349,1189,89,100,0,500,2881;
@400000005e33de3b21c4edd5 #d,-,18,2585,2349,1190,1124,6,287995,17855,2585,2353,1217,2581,2349,1190,90,100,0,500,2872;
@400000005e33de3b21ce150a #d,-,18,2525,2353,1150,1125,6,287909,17850,2585,2353,1205,2525,2349,1063,89,100,0,500,2813;
@400000005e33de3d21db406d #d,-,18,2473,2352,1164,1126,6,287779,17842,2525,2353,1204,2473,2351,1150,90,100,0,500,2723;
@400000005e33de3d21e3ef7f #d,-,18,2547,2349,1171,1126,6,287674,17835,2547,2352,1174,2473,2349,1160,90,100,0,500,2801;
@400000005e33de3f21f08d52 #d,-,18,2544,2351,1167,1127,6,287570,17829,2547,2351,1174,2544,2348,1165,91,100,0,500,2789;
@400000005e33de3f21f9a5a1 #d,-,18,2543,2351,1170,1128,6,287467,17822,2544,2352,1175,2543,2351,1165,90,100,0,500,2796;
@400000005e33de412206c12f #d,-,18,2542,2353,1164,1129,7,287363,17816,2543,2353,1173,2542,2351,1163,90,100,0,500,2794;
@400000005e33de41220f82e0 #d,-,18,2540,2351,1163,1129,7,287258,17810,2542,2353,1166,2540,2350,1159,91,100,0,500,2784;
@400000005e33de43221c2dbe #d,-,18,2537,2351,1162,1130,7,287153,17803,2540,2352,1169,2537,2350,1159,91,100,0,500,2779;
@400000005e33de43222502fe #d,-,18,2534,2353,1155,1131,7,287048,17797,2537,2353,1162,2534,2351,1155,91,100,0,500,2775;
@400000005e33de4522313ff6 #d,-,18,2530,2351,1162,1131,7,286944,17790,2534,2353,1164,2530,2351,1155,91,100,0,500,2770;
@400000005e33de45223a6f8d #d,-,18,2528,2350,1157,1132,7,286839,17784,2530,2352,1164,2528,2350,1156,91,100,0,500,2770;
@400000005e33de472246c3ce #d,-,18,2526,2351,1155,1133,7,286735,17777,2528,2351,1164,2526,2350,1151,91,100,0,500,2775;
@400000005e33de47224f9554 #d,-,18,2521,2351,1156,1133,7,286630,17771,2526,2352,1160,2521,2350,1145,91,100,0,500,2753;
@400000005e33de49225b690f #d,-,18,2518,2352,1154,1134,7,286525,17764,2521,2353,1158,2518,2351,1150,91,100,0,500,2761;
@400000005e33de49226442f8 #d,-,18,2516,2350,1148,1135,7,286420,17758,2518,2353,1160,2516,2350,1147,91,100,0,500,2761;
@400000005e33de4b2271526a #d,-,18,2512,2352,1151,1135,7,286315,17751,2516,2352,1152,2512,2350,1145,91,100,0,500,2749;
@400000005e33de4b227a1062 #d,-,18,2509,2354,1152,1136,7,286211,17745,2512,2355,1156,2509,2352,1147,91,100,0,500,2751;
@400000005e33de4d22893b11 #d,-,18,2507,2353,1150,1137,7,286106,17738,2509,2355,1155,2507,2352,1145,91,100,0,500,2753;
@400000005e33de4d2292e3ba #d,-,18,2505,2354,1050,1138,7,285995,17731,2507,2354,1155,2505,2353,1039,90,100,0,500,2753;
@400000005e33de4f22a24916 #d,-,18,2331,2354,1148,1138,7,285915,17726,2505,2355,1172,2331,2354,1050,89,100,0,500,2611;
@400000005e33de4f22abda77 #d,-,18,2489,2354,1145,1139,7,285783,17718,2489,2355,1154,2331,2353,1142,90,100,0,500,2756;
@400000005e33de5122bb4fa7 #d,-,18,2488,2351,1152,1140,7,285679,17712,2489,2354,1153,2488,2351,1145,90,100,0,500,2746;
@400000005e33de5122c536b7 #d,-,18,2487,2352,1143,1140,7,285575,17705,2488,2353,1152,2487,2351,1142,90,100,0,500,2746;
@400000005e33de5322d4e694 #d,-,18,2484,2354,1146,1141,7,285470,17699,2487,2354,1149,2484,2351,1139,90,100,0,500,2737;
@400000005e33de5322de8f3d #d,-,18,2483,2355,1147,1142,7,285366,17692,2484,2355,1148,2483,2353,1143,90,100,0,500,2739;
@400000005e33de5522ee5662 #d,-,18,2482,2353,1145,1142,7,285262,17686,2483,2356,1148,2482,2353,1142,90,100,0,500,2739;
@400000005e33de5522f7ef36 #d,-,18,2481,2354,1147,1143,7,285159,17679,2482,2355,1148,2481,2353,1142,90,100,0,500,2742;
@400000005e33de57230750d8 #d,-,18,2479,2354,1139,1144,7,285054,17673,2481,2354,1147,2479,2352,1139,90,100,0,500,2737;
@400000005e33de5723116eda #d,-,18,2477,2354,1143,1144,7,284950,17666,2479,2355,1146,2477,2353,1138,90,100,0,500,2730;
@400000005e33de592320fb53 #d,-,18,2475,2354,1141,1145,7,284846,17660,2477,2355,1144,2475,2354,1139,90,100,0,500,2732;
@400000005e33de59232aaf2a #d,-,18,2473,2355,1140,1146,7,284743,17654,2475,2356,1145,2473,2354,1139,90,100,0,500,2732;
@400000005e33de5b233a89de #d,-,18,2472,2354,1139,1146,7,284639,17647,2473,2356,1143,2472,2354,1137,90,100,0,500,2730;
@400000005e33de5b23441785 #d,-,18,2470,2354,1134,1147,7,284535,17641,2472,2355,1141,2470,2353,1134,90,100,0,500,2730;
@400000005e33de5d2352d53d #d,-,18,2467,2353,1136,1148,7,284431,17634,2470,2354,1137,2467,2352,1132,90,100,0,500,2720;
@400000005e33de5d235d05e0 #d,-,18,2464,2355,1135,1148,7,284327,17628,2467,2355,1139,2464,2353,1133,90,100,0,500,2715;
@400000005e33de5f236ccd05 #d,-,18,2461,2352,1136,1149,7,284223,17621,2464,2355,1138,2461,2352,1133,90,100,0,500,2720;
@400000005e33de5f2376893d #d,-,18,2460,2353,1137,1150,7,284147,17617,2461,2354,1138,2460,2352,1133,90,100,0,500,2715;
@400000005e33de6123860227 #d,-,18,2458,2355,1136,1150,7,284016,17609,2460,2355,1139,2458,2353,1134,90,100,0,500,2720;
@400000005e33de61238f9742 #d,-,18,2457,2352,1138,1151,7,283940,17604,2458,2355,1139,2457,2352,1134,90,100,0,500,2720;
@400000005e33de63239e8fa6 #d,-,18,2455,2353,1136,1152,7,283837,17597,2457,2354,1139,2455,2352,1133,90,100,0,500,2718;
@400000005e33de6323a8b8d5 #d,-,18,2454,2355,1138,1153,7,283734,17591,2455,2355,1139,2454,2352,1133,90,100,0,500,2720;
@400000005e33de6523b831c0 #d,-,18,2454,2355,1137,1153,7,283605,17583,2454,2355,1138,2454,2354,1133,90,100,0,500,2718;
@400000005e33de6523c1edf8 #d,-,18,2453,2352,1134,1154,7,283503,17577,2454,2355,1139,2453,2352,1133,90,100,0,500,2718;
@400000005e33de6723d14826 #d,-,18,2452,2353,1135,1155,7,283400,17570,2453,2353,1138,2452,2352,1131,90,100,0,500,2715;
@400000005e33de6723dadd41 #d,-,18,2451,2353,1130,1155,7,283298,17564,2452,2354,1135,2451,2352,1130,90,100,0,500,2713;
@400000005e33de6923eaaf93 #d,-,18,2450,2353,1136,1156,7,283196,17558,2451,2353,1136,2450,2352,1130,90,100,0,500,2711;
@400000005e33de6923f4f0f9 #d,-,18,2623,2351,1609,1157,7,283159,17555,2623,2353,1874,2450,2349,1132,94,100,0,500,2787;
@400000005e33de6b24036f5d #d,-,18,3623,2348,2164,1158,7,283162,17556,3623,2353,2206,2623,2347,1301,93,100,0,500,3874;
@400000005e33de6b240caec9 #d,-,18,4539,2349,2150,1159,7,283204,17558,4539,2351,2164,3623,2348,1857,99,100,0,500,4576;
@400000005e33de6d241a81cf #d,-,18,4541,2350,2013,1160,7,283267,17562,4541,2351,2153,4539,2349,1827,96,100,0,500,4718;
@400000005e33de6d2423f474 #d,-,18,4417,2350,1967,1162,7,283297,17564,4541,2350,2015,4417,2349,1876,96,100,0,500,4555;
@400000005e33de6f2431ceee #d,-,18,4415,2351,1912,1163,7,283327,17566,4417,2352,1997,4415,2350,1883,96,100,0,500,4552;
@400000005e33de6f243afe85 #d,-,18,4414,2351,1888,1164,7,283358,17568,4415,2351,1996,4414,2350,1887,96,100,0,500,4557;
@400000005e33de71244b07ca #d,-,18,4414,2351,1894,1165,7,283390,17570,4414,2352,2004,4414,2351,1888,96,100,0,500,4564;
@400000005e33de712455c9b6 #d,-,18,4417,2350,1901,1167,7,283397,17570,4417,2351,2009,4414,2349,1892,96,100,0,500,4576;
@400000005e33de732466546f #d,-,18,4419,2351,1921,1168,7,283458,17574,4419,2351,2015,4417,2349,1895,96,100,0,500,4571;
@400000005e33de7324715107 #d,-,18,4420,2349,1920,1169,7,283464,17574,4420,2352,2009,4419,2349,1895,96,100,0,500,4569;
@400000005e33de75248263ba #d,-,18,4420,2349,1931,1170,7,283498,17576,4420,2350,2003,4420,2348,1901,96,100,0,500,4576;
@400000005e33de75248d3cee #d,-,18,4422,2348,1917,1172,7,283531,17578,4422,2350,2003,4420,2347,1902,96,100,0,500,4597;
@400000005e33de77249c1e0a #d,-,18,4425,2351,1913,1173,7,283565,17581,4425,2351,2004,4422,2347,1901,96,100,0,500,4597;
@400000005e33de7724a54da1 #d,-,18,4428,2348,1944,1174,7,283599,17583,4428,2351,2002,4425,2348,1896,96,100,0,500,4597;
@400000005e33de7924b3431d #d,-,18,4432,2351,1984,1175,7,283633,17585,4432,2351,2003,4428,2348,1895,96,100,0,500,4602;
@400000005e33de7924bc8643 #d,-,18,4435,2353,2002,1176,7,283666,17587,4435,2353,2002,4432,2350,1903,96,100,0,500,4604;
@400000005e33de7b24cb1cdd #d,-,18,4438,2354,1935,1178,7,283699,17589,4438,2354,2008,4435,2352,1904,96,100,0,500,4607;
@400000005e33de7b24d47392 #d,-,18,4441,2351,1916,1179,7,283733,17591,4441,2354,2000,4438,2351,1908,96,100,0,500,4607;
@400000005e33de7d24e436fd #d,-,18,4443,2353,1912,1180,7,283768,17593,4443,2353,1996,4441,2350,1912,96,100,0,500,4609;
@400000005e33de7d24eec5b0 #d,-,18,4446,2351,1927,1181,7,283803,17595,4446,2353,1988,4443,2351,1912,96,100,0,500,4607;
@400000005e33de7f24fe6e1a #d,-,18,4449,2351,1939,1183,7,283837,17597,4449,2351,1987,4446,2350,1914,96,100,0,500,4612;
@400000005e33de7f25095635 #d,-,18,4450,2351,1944,1184,7,283872,17600,4450,2352,1983,4449,2351,1911,96,100,0,500,4604;
@400000005e33de8125192975 #d,-,18,4450,2350,1942,1185,7,283906,17602,4450,2352,1983,4450,2349,1911,96,100,0,500,4607;
@400000005e33de812523724f #d,-,18,4451,2351,1929,1186,7,283940,17604,4451,2351,1984,4450,2350,1911,96,100,0,500,4609;
@400000005e33de832532acd3 #d,-,18,4453,2350,1933,1188,7,283974,17606,4453,2351,1981,4451,2349,1916,96,100,0,500,4616;
@400000005e33de83253c0387 #d,-,18,4456,2351,1956,1189,7,284009,17608,4456,2352,1988,4453,2350,1919,96,100,0,500,4621;
@400000005e33de8525499828 #d,-,18,4460,2351,1983,1190,7,284044,17610,4460,2351,1997,4456,2349,1920,96,100,0,500,4633;
@400000005e33de852553386f #d,-,18,4463,2352,1989,1191,7,284079,17612,4463,2352,1989,4460,2351,1922,96,100,0,500,4628;
@400000005e33de87256123ad #d,-,18,4465,2350,1963,1193,7,284113,17615,4465,2352,1992,4463,2349,1921,96,100,0,500,4628;
@400000005e33de87256a2fe0 #d,-,18,4468,2351,1943,1194,7,284149,17617,4468,2352,1991,4465,2350,1927,96,100,0,500,4633;
@400000005e33de892579c013 #d,-,18,4472,2352,1926,1195,7,284185,17619,4472,2353,1993,4468,2351,1925,96,100,0,500,4647;
@400000005e33de892584e782 #d,-,18,4476,2353,1931,1196,7,284221,17621,4476,2353,1992,4472,2352,1926,96,100,0,500,4647;
Lost connection at /opt/powertools/bin/wattsup1 line 220.
	main::failure('Lost connection') called at /opt/powertools/bin/wattsup1 line 271
	main::recv_msg() called at /opt/powertools/bin/wattsup1 line 504
