@400000005e1ebc9816ce51c0 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e1ebc9905203630 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e1ebffd320515cb #d,-,18,3056,2365,1297,717,4,214359,13290,3056,2365,1301,3056,2362,1292,98,100,0,500,3093;
@400000005e1ebfff320fc7e1 #d,-,18,3055,2363,1299,718,4,214388,13292,3056,2365,1301,3055,2362,1297,99,100,0,499,3080;
@400000005e1ebfff3215e2a4 #d,-,18,3055,2362,1298,719,4,214369,13290,3055,2365,1300,3055,2362,1297,99,100,0,499,3080;
@400000005e1ec00132202b7d #d,-,18,3054,2365,1298,720,4,214374,13291,3055,2366,1300,3054,2362,1297,99,100,0,499,3082;
@400000005e1ec00132265d88 #d,-,18,3056,2366,1290,721,4,214381,13291,3056,2366,1330,3054,2363,1290,98,100,0,499,3091;
@400000005e1ec0033230e4c7 #d,-,18,3057,2364,1297,722,4,214386,13291,3057,2366,1301,3056,2364,1290,98,100,0,499,3096;
@400000005e1ec00332378fe5 #d,-,18,3056,2366,1297,723,4,214391,13292,3057,2367,1299,3056,2364,1296,99,100,0,499,3082;
@400000005e1ec00532420b09 #d,-,18,3055,2364,1298,723,4,214396,13292,3056,2367,1298,3055,2364,1296,99,100,0,499,3077;
@400000005e1ec00532488b4f #d,-,18,3054,2364,1299,724,4,214401,13292,3055,2365,1300,3054,2364,1297,99,100,0,499,3079;
@400000005e1ec0073252fb45 #d,-,18,3055,2364,1295,725,4,214433,13294,3055,2364,1332,3054,2362,1295,98,100,0,499,3086;
@400000005e1ec0073259a1bb #d,-,18,3057,2360,1300,726,4,214413,13293,3057,2364,1301,3055,2360,1291,98,100,0,499,3104;
@400000005e1ec0093263f6af #d,-,18,3056,2361,1300,727,4,214418,13293,3057,2363,1300,3056,2360,1299,99,100,0,499,3082;
@400000005e1ec009326ab55b #d,-,18,3055,2361,1301,728,4,214423,13294,3056,2362,1301,3055,2360,1298,99,100,0,499,3080;
@400000005e1ec00b32757ebb #d,-,18,3055,2362,1301,728,4,214428,13294,3055,2363,1301,3055,2361,1297,99,100,0,499,3080;
@400000005e1ec00b327bb839 #d,-,18,3055,2363,1307,729,4,214460,13296,3055,2363,1332,3055,2361,1298,99,100,0,499,3082;
@400000005e1ec00d32869d88 #d,-,18,3058,2364,1298,730,4,214441,13295,3058,2364,1307,3055,2361,1291,98,100,0,499,3109;
@400000005e1ec00d328cdbaf #d,-,18,3057,2365,1298,731,4,214446,13295,3058,2365,1300,3057,2363,1296,99,100,0,499,3082;
@400000005e1ec00f3297917f #d,-,18,3056,2365,1298,732,4,214450,13295,3057,2365,1300,3056,2363,1296,99,100,0,499,3079;
@400000005e1ec00f329dc38a #d,-,18,3055,2366,1297,733,4,214455,13296,3056,2366,1299,3055,2363,1296,99,100,0,499,3080;
@400000005e1ec01132a8954b #d,-,18,3055,2365,1318,734,4,214487,13298,3055,2366,1331,3055,2363,1296,99,100,0,499,3080;
@400000005e1ec01132aeb780 #d,-,18,3057,2365,1296,734,4,214467,13296,3057,2365,1318,3055,2362,1291,98,100,0,499,3109;
@400000005e1ec01332b88b01 #d,-,18,3057,2363,1297,735,4,214472,13297,3057,2366,1300,3057,2363,1296,99,100,0,499,3080;
@400000005e1ec01332bec0c5 #d,-,18,3056,2365,1297,736,4,214477,13297,3057,2366,1300,3056,2363,1297,99,100,0,499,3080;
@400000005e1ec01532c85226 #d,-,18,3055,2365,1296,737,4,214482,13297,3056,2367,1299,3055,2364,1296,99,100,0,499,3080;
@400000005e1ec01532ce9406 #d,-,18,3055,2365,1327,738,4,214489,13298,3055,2367,1329,3055,2364,1296,99,100,0,499,3082;
@400000005e1ec01732d98bf6 #d,-,18,3058,2367,1297,739,4,214494,13298,3058,2367,1327,3055,2365,1288,98,100,0,499,3109;
@400000005e1ec01732e02fa0 #d,-,18,3057,2367,1296,739,4,214499,13298,3058,2368,1297,3057,2365,1295,99,100,0,499,3082;
@400000005e1ec01932eab326 #d,-,18,3056,2366,1297,740,4,214503,13299,3057,2367,1299,3056,2364,1295,99,100,0,499,3079;
@400000005e1ec01932f165b7 #d,-,18,3056,2365,1297,741,4,214508,13299,3056,2367,1299,3056,2365,1295,99,100,0,499,3080;
@400000005e1ec01b32fc043e #d,-,18,3055,2365,1329,742,4,214539,13301,3056,2367,1329,3055,2364,1297,99,100,0,499,3079;
@400000005e1ec01b3302a42f #d,-,18,3058,2366,1297,743,4,214520,13300,3058,2367,1329,3055,2364,1290,98,100,0,499,3112;
@400000005e1ec01d330de2e6 #d,-,18,3057,2368,1296,744,4,214525,13300,3058,2368,1298,3057,2366,1296,99,100,0,499,3077;
@400000005e1ec01d33145711 #d,-,18,3056,2367,1291,745,4,214529,13300,3057,2368,1298,3056,2365,1291,99,100,0,499,3082;
@400000005e1ec01f331f4fef #d,-,18,3052,2364,1291,745,4,214532,13300,3056,2367,1300,3052,2364,1263,99,100,0,499,3054;
@400000005e1ec01f3325bbb8 #d,-,18,3050,2364,1321,746,4,214537,13301,3052,2366,1321,3050,2364,1291,99,100,0,499,3072;
@400000005e1ec0213330b497 #d,-,18,3053,2366,1294,747,4,214542,13301,3053,2367,1325,3050,2364,1286,98,100,0,499,3102;
@400000005e1ec0213336ea5b #d,-,18,3051,2366,1293,748,4,214546,13301,3053,2367,1295,3051,2365,1291,99,100,0,499,3070;
@400000005e1ec023334238e8 #d,-,18,3051,2365,1296,749,4,214550,13302,3051,2368,1299,3051,2365,1293,99,100,0,499,3073;
@400000005e1ec0233348a59f #d,-,18,3051,2365,1296,749,4,214555,13302,3051,2367,1299,3051,2365,1295,98,100,0,499,3082;
@400000005e1ec02533535043 #d,-,18,3051,2365,1319,750,4,214560,13302,3051,2367,1319,3051,2364,1295,99,100,0,499,3080;
@400000005e1ec025335a1a1c #d,-,18,3054,2364,1299,751,4,214566,13303,3054,2366,1330,3051,2363,1290,98,100,0,499,3112;
@400000005e1ec02733648dcc #d,-,18,3053,2365,1297,752,4,214571,13303,3054,2366,1300,3053,2363,1297,99,100,0,499,3077;
@400000005e1ec027336b4505 #d,-,18,3053,2365,1298,753,4,214576,13303,3053,2365,1300,3053,2363,1296,99,100,0,499,3079;
@400000005e1ec0293375c029 #d,-,18,3053,2365,1296,754,4,214580,13304,3053,2365,1299,3053,2363,1296,99,100,0,499,3080;
@400000005e1ec029337ca9ac #d,-,18,3053,2365,1309,755,4,214585,13304,3053,2366,1309,3053,2363,1296,99,100,0,499,3080;
@400000005e1ec02b3387b260 #d,-,18,3056,2366,1297,756,4,214592,13304,3056,2366,1329,3053,2363,1291,98,100,0,499,3111;
@400000005e1ec02b338df351 #d,-,18,3055,2366,1298,756,4,214596,13304,3056,2366,1300,3055,2364,1295,99,100,0,499,3080;
@400000005e1ec02d3398f84b #d,-,18,3054,2370,1293,757,4,214601,13305,3055,2370,1298,3054,2364,1293,99,100,0,499,3077;
@400000005e1ec02d339f393d #d,-,18,3053,2370,1295,758,4,214605,13305,3054,2370,1298,3053,2367,1293,99,100,0,499,3079;
@400000005e1ec02f33aa0744 #d,-,18,3053,2369,1298,759,4,214633,13307,3053,2370,1298,3053,2367,1294,99,100,0,499,3080;
@400000005e1ec02f33b03d08 #d,-,18,3057,2367,1294,760,4,214616,13306,3057,2369,1329,3053,2366,1287,98,100,0,499,3105;
@400000005e1ec03133bb1e9e #d,-,18,3055,2368,1295,760,4,214621,13306,3057,2369,1298,3055,2367,1294,99,100,0,499,3080;
@400000005e1ec03133c150a9 #d,-,18,3055,2371,1297,761,4,214625,13306,3055,2373,1297,3055,2367,1292,99,100,0,499,3080;
@400000005e1ec03333cb89ad #d,-,18,3054,2374,1293,762,4,214629,13307,3055,2375,1297,3054,2371,1291,99,100,0,499,3079;
@400000005e1ec03333d1bbb8 #d,-,18,3053,2373,1293,763,4,214634,13307,3054,2375,1294,3053,2373,1292,99,100,0,499,3080;
@400000005e1ec03533dc0fbf #d,-,18,3056,2375,1287,764,4,214664,13309,3056,2375,1324,3053,2372,1285,98,100,0,499,3100;
@400000005e1ec03533e2badc #d,-,18,3056,2375,1291,765,4,214668,13309,3056,2376,1295,3056,2373,1287,99,100,0,499,3086;
@400000005e1ec03733ed235f #d,-,18,3055,2375,1291,766,4,214649,13308,3056,2376,1293,3055,2374,1290,99,100,0,499,3079;
@400000005e1ec03733f3e11d #d,-,18,3054,2376,1292,766,4,214653,13308,3055,2376,1293,3054,2374,1290,99,100,0,499,3077;
@400000005e1ec03933fe6d04 #d,-,18,3053,2374,1292,767,4,214658,13308,3054,2376,1293,3053,2373,1290,99,100,0,499,3077;
@400000005e1ec03934050493 #d,-,18,3055,2374,1284,768,4,214664,13309,3055,2375,1326,3053,2374,1284,98,100,0,499,3093;
@400000005e1ec03b340f6c28 #d,-,18,3055,2376,1290,769,4,214668,13309,3055,2376,1294,3055,2374,1284,98,100,0,499,3093;
@400000005e1ec03b34163247 #d,-,18,3054,2375,1291,770,4,214696,13311,3055,2376,1293,3054,2374,1290,99,100,0,499,3079;
@400000005e1ec03d34211797 #d,-,18,3054,2374,1291,771,4,214700,13311,3054,2376,1293,3054,2374,1291,99,100,0,499,3079;
@400000005e1ec03d34276d06 #d,-,18,3053,2375,1291,771,4,214704,13311,3054,2376,1293,3053,2373,1290,99,100,0,499,3079;
@400000005e1ec03f34325255 #d,-,18,3054,2374,1285,772,4,214688,13310,3054,2376,1324,3053,2373,1285,98,100,0,499,3088;
@400000005e1ec03f34389701 #d,-,18,3055,2375,1291,773,4,214692,13310,3055,2376,1294,3054,2374,1284,98,100,0,499,3098;
@400000005e1ec04134435d95 #d,-,18,3054,2376,1291,774,4,214696,13311,3055,2376,1294,3054,2373,1291,99,100,0,499,3077;
@400000005e1ec04134499713 #d,-,18,3054,2374,1292,775,4,214700,13311,3054,2376,1294,3054,2373,1290,99,100,0,499,3080;
@400000005e1ec04334544570 #d,-,18,3053,2373,1292,776,4,214704,13311,3054,2375,1294,3053,2373,1291,99,100,0,499,3079;
@400000005e1ec043345a6f19 #d,-,18,3053,2374,1294,777,4,214734,13313,3053,2375,1325,3053,2373,1291,99,100,0,499,3082;
@400000005e1ec0453464df10 #d,-,18,3055,2375,1291,777,4,214715,13312,3055,2375,1294,3053,2372,1285,98,100,0,499,3104;
@400000005e1ec045346b197c #d,-,18,3055,2375,1292,778,4,214719,13312,3055,2375,1293,3055,2373,1290,99,100,0,499,3080;
@400000005e1ec0473475d6c0 #d,-,18,3054,2372,1292,779,4,214723,13312,3055,2375,1294,3054,2372,1291,99,100,0,499,3077;
@400000005e1ec047347c7208 #d,-,18,3053,2373,1293,780,4,214727,13313,3054,2376,1294,3053,2372,1291,99,100,0,499,3079;
@400000005e1ec0493486e1ff #d,-,18,3053,2374,1308,781,4,214734,13313,3053,2375,1324,3053,2373,1292,99,100,0,499,3080;
@400000005e1ec049348da90d #d,-,18,3056,2376,1292,782,4,214738,13313,3056,2376,1308,3053,2374,1284,98,100,0,499,3105;
@400000005e1ec04b349827ea #d,-,18,3054,2376,1292,783,4,214742,13314,3056,2376,1292,3054,2375,1290,99,100,0,500,3075;
@400000005e1ec04b349ebf79 #d,-,18,3053,2376,1292,783,4,214746,13314,3054,2377,1293,3053,2375,1289,99,100,0,500,3075;
@400000005e1ec04d34a9a882 #d,-,18,3053,2373,1293,784,4,214750,13314,3053,2376,1295,3053,2372,1290,99,100,0,500,3077;
@400000005e1ec04d34afd31a #d,-,18,3052,2372,1321,785,4,214756,13314,3053,2373,1324,3052,2372,1293,99,100,0,500,3077;
@400000005e1ec04f34ba8530 #d,-,18,3055,2371,1293,786,4,214760,13315,3055,2372,1321,3052,2370,1287,98,100,0,500,3105;
@400000005e1ec04f34c09ff3 #d,-,18,3054,2374,1293,787,4,214764,13315,3055,2374,1294,3054,2371,1291,99,100,0,500,3077;
@400000005e1ec05134cb61de #d,-,18,3053,2374,1292,788,4,214790,13317,3054,2374,1293,3053,2373,1291,99,100,0,500,3077;
@400000005e1ec05134d18b87 #d,-,18,3052,2372,1292,788,4,214772,13315,3053,2374,1295,3052,2371,1292,99,100,0,500,3077;
@400000005e1ec05334dc6102 #d,-,18,3051,2373,1323,789,4,214777,13316,3052,2374,1325,3051,2371,1291,99,100,0,500,3077;
@400000005e1ec05334e29a80 #d,-,18,3055,2371,1294,790,4,214782,13316,3055,2373,1323,3051,2370,1284,98,100,0,500,3107;
@400000005e1ec05534edbe36 #d,-,18,3053,2373,1293,791,4,214786,13316,3055,2373,1295,3053,2370,1292,99,100,0,499,3075;
@400000005e1ec05534f40feb #d,-,18,3053,2372,1294,792,4,214789,13316,3053,2373,1295,3053,2370,1292,99,100,0,499,3077;
@400000005e1ec05734fe8755 #d,-,18,3052,2370,1293,793,4,214793,13317,3053,2372,1295,3052,2369,1293,99,100,0,499,3079;
@400000005e1ec05735052eb9 #d,-,18,3052,2367,1325,794,4,214799,13317,3052,2371,1325,3052,2367,1292,99,100,0,499,3079;
@400000005e1ec059350f8679 #d,-,18,3055,2367,1297,794,4,214804,13317,3055,2367,1326,3052,2364,1291,98,100,0,499,3109;
@400000005e1ec05935163db1 #d,-,18,3054,2363,1297,795,4,214830,13319,3055,2367,1298,3054,2363,1295,99,100,0,499,3077;
@400000005e1ec05b3520a18d #d,-,18,3053,2366,1295,796,4,214811,13318,3054,2367,1298,3053,2363,1295,99,100,0,499,3077;
@400000005e1ec05b3527972c #d,-,18,3053,2367,1295,797,4,214815,13318,3053,2367,1298,3053,2365,1294,99,100,0,499,3079;
@400000005e1ec05d3532a2aa #d,-,18,3052,2365,1323,798,4,214820,13318,3053,2367,1323,3052,2365,1294,99,100,0,499,3077;
@400000005e1ec05d3538d95d #d,-,18,3055,2361,1300,799,4,214825,13319,3055,2366,1330,3052,2361,1287,98,100,0,499,3109;
@400000005e1ec05f3543e896 #d,-,18,3054,2366,1296,799,4,214829,13319,3055,2366,1300,3054,2361,1296,99,100,0,499,3073;
@400000005e1ec05f354a4dda #d,-,18,3053,2364,1297,800,4,214833,13319,3054,2367,1300,3053,2363,1296,99,100,0,499,3077;
@400000005e1ec0613555137f #d,-,18,3052,2363,1298,801,4,214837,13319,3053,2366,1299,3052,2362,1296,99,100,0,499,3079;
@400000005e1ec061355b4944 #d,-,18,3052,2365,1314,802,4,214863,13321,3052,2365,1314,3052,2362,1297,99,100,0,499,3079;
@400000005e1ec06335661b05 #d,-,18,3056,2363,1297,803,4,214869,13321,3056,2365,1329,3052,2362,1290,98,100,0,499,3111;
@400000005e1ec063356c5483 #d,-,18,3054,2366,1298,804,4,214873,13322,3056,2366,1299,3054,2363,1295,99,100,0,499,3073;
@400000005e1ec0653576ad31 #d,-,18,3053,2366,1297,805,4,214854,13320,3054,2367,1299,3053,2366,1296,99,100,0,499,3079;
@400000005e1ec065357ccbad #d,-,18,3052,2365,1298,805,4,214858,13321,3053,2367,1299,3052,2363,1296,99,100,0,500,3077;
@400000005e1ec06735873f5e #d,-,18,3052,2366,1302,806,5,214862,13321,3052,2366,1302,3052,2364,1296,99,100,0,500,3077;
@400000005e1ec067358e2c9b #d,-,18,3055,2367,1295,807,5,214868,13321,3055,2367,1329,3052,2366,1287,98,100,0,500,3105;
@400000005e1ec0693598a405 #d,-,18,3053,2366,1295,808,5,214871,13322,3055,2367,1299,3053,2365,1295,99,100,0,500,3077;
@400000005e1ec069359f8615 #d,-,18,3053,2367,1297,809,5,214875,13322,3053,2367,1298,3053,2364,1294,99,100,0,500,3075;
@400000005e1ec06b35a9fd7f #d,-,18,3052,2366,1297,809,5,214879,13322,3053,2367,1298,3052,2366,1295,99,100,0,500,3077;
@400000005e1ec06b35b0a89c #d,-,18,3051,2364,1297,810,5,214882,13322,3052,2366,1298,3051,2364,1295,99,100,0,500,3077;
@400000005e1ec06d35bbb50a #d,-,18,3054,2363,1292,811,5,214888,13323,3054,2365,1328,3051,2363,1290,98,100,0,500,3098;
@400000005e1ec06d35c21d19 #d,-,18,3053,2365,1297,812,5,214892,13323,3054,2365,1299,3053,2363,1292,99,100,0,500,3082;
@400000005e1ec06f35cd0e84 #d,-,18,3052,2366,1296,813,5,214895,13323,3053,2366,1298,3052,2364,1296,99,100,0,500,3075;
@400000005e1ec06f35d36304 #d,-,18,3051,2366,1296,814,5,214899,13323,3052,2367,1298,3051,2365,1295,99,100,0,500,3077;
@400000005e1ec07135de5829 #d,-,18,3051,2365,1296,815,5,214902,13323,3051,2366,1298,3051,2364,1295,99,100,0,500,3075;
@400000005e1ec07135e4ad98 #d,-,18,3053,2365,1290,816,5,214908,13324,3053,2365,1330,3051,2363,1290,98,100,0,500,3091;
@400000005e1ec07335ef7ab0 #d,-,18,3052,2362,1296,816,5,214934,13325,3053,2365,1299,3052,2362,1290,98,100,0,500,3089;
@400000005e1ec07335f5c04a #d,-,18,3052,2363,1297,817,5,214937,13326,3052,2363,1299,3052,2362,1296,99,100,0,500,3077;
@400000005e1ec0753600206c #d,-,18,3051,2365,1297,818,5,214940,13326,3052,2365,1299,3051,2362,1296,99,100,0,500,3075;
@400000005e1ec075360659ea #d,-,18,3050,2365,1297,819,5,214922,13325,3051,2365,1299,3050,2364,1295,99,100,0,500,3075;
@400000005e1ec0773610b652 #d,-,18,3052,2365,1290,820,5,214928,13325,3052,2366,1329,3050,2365,1290,98,100,0,500,3084;
@400000005e1ec07736179862 #d,-,18,3052,2363,1297,820,5,214931,13325,3052,2365,1301,3052,2363,1289,98,100,0,500,3095;
@400000005e1ec07936222bbd #d,-,18,3052,2363,1299,821,5,214935,13325,3052,2363,1300,3052,2362,1297,99,100,0,500,3077;
@400000005e1ec0793628ce78 #d,-,18,3051,2362,1298,822,5,214938,13326,3052,2363,1300,3051,2362,1297,99,100,0,500,3075;
@400000005e1ec07b36335e1a #d,-,18,3050,2362,1298,823,5,214963,13327,3051,2363,1299,3050,2361,1297,99,100,0,500,3075;
@400000005e1ec07b363a2439 #d,-,18,3050,2362,1300,824,5,214948,13326,3050,2362,1329,3050,2361,1298,99,100,0,500,3077;
@400000005e1ec07d36450d42 #d,-,18,3052,2362,1297,825,5,214951,13326,3052,2363,1300,3050,2361,1290,98,100,0,500,3100;
@400000005e1ec07d364b4a7a #d,-,18,3052,2360,1298,826,5,214954,13327,3052,2362,1301,3052,2360,1297,99,100,0,500,3075;
@400000005e1ec07f36565e5b #d,-,18,3051,2361,1300,826,5,214958,13327,3052,2361,1300,3051,2359,1297,99,100,0,500,3075;
@400000005e1ec07f365c98c7 #d,-,18,3051,2359,1299,827,5,214961,13327,3051,2362,1300,3051,2359,1298,99,100,0,500,3077;
@400000005e1ec0813667858a #d,-,18,3050,2361,1314,828,5,214967,13328,3051,2362,1331,3050,2359,1298,99,100,0,500,3077;
@400000005e1ec081366dc67c #d,-,18,3053,2361,1298,829,5,214971,13328,3053,2363,1314,3050,2361,1291,98,100,0,500,3105;
@400000005e1ec0833678983d #d,-,18,3052,2362,1297,830,5,214974,13328,3053,2363,1299,3052,2361,1296,99,100,0,500,3075;
@400000005e1ec083367ee190 #d,-,18,3052,2364,1296,831,5,214977,13328,3052,2364,1299,3052,2362,1296,99,100,0,500,3077;
@400000005e1ec08536894a14 #d,-,18,3051,2362,1298,831,5,214981,13328,3052,2364,1299,3051,2362,1296,99,100,0,500,3075;
@400000005e1ec085368fae69 #d,-,18,3050,2361,1326,832,5,214987,13329,3051,2364,1329,3050,2361,1296,99,100,0,500,3075;
@400000005e1ec0873699ffa4 #d,-,18,3053,2360,1299,833,5,215011,13330,3053,2361,1326,3050,2359,1291,98,100,0,500,3102;
@400000005e1ec08736a0dd0c #d,-,18,3052,2360,1300,834,5,215014,13330,3053,2360,1300,3052,2359,1297,99,100,0,500,3075;
@400000005e1ec08936ab6092 #d,-,18,3051,2361,1299,835,5,215018,13331,3052,2361,1301,3051,2359,1298,99,100,0,500,3073;
@400000005e1ec08936b21b84 #d,-,18,3050,2363,1297,836,5,215021,13331,3051,2363,1299,3050,2361,1297,99,100,0,500,3075;
@400000005e1ec08b36bc8319 #d,-,18,3049,2361,1329,837,5,215026,13331,3050,2363,1330,3049,2360,1297,99,100,0,500,3075;
@400000005e1ec08b36c3457f #d,-,18,3053,2362,1298,837,5,215030,13331,3053,2363,1329,3049,2360,1290,98,100,0,500,3105;
@400000005e1ec08d36cdb576 #d,-,18,3052,2364,1298,838,5,215012,13330,3053,2364,1300,3052,2361,1296,99,100,0,500,3073;
@400000005e1ec08d36d46caf #d,-,18,3051,2364,1297,839,5,215015,13330,3052,2364,1299,3051,2361,1297,99,100,0,500,3075;
@400000005e1ec08f36df8802 #d,-,18,3050,2363,1297,840,5,215039,13332,3051,2364,1299,3050,2363,1296,99,100,0,500,3073;
@400000005e1ec08f36e5b1ab #d,-,18,3049,2360,1330,841,5,215023,13331,3050,2363,1330,3049,2360,1296,99,100,0,500,3073;
@400000005e1ec09136f09ab5 #d,-,18,3052,2360,1299,842,5,215027,13331,3052,2362,1330,3049,2360,1290,98,100,0,500,3105;
@400000005e1ec09136f6d8db #d,-,18,3051,2362,1296,842,5,215030,13331,3052,2362,1299,3051,2360,1296,99,100,0,500,3070;
@400000005e1ec0933701be2b #d,-,18,3050,2363,1298,843,5,215033,13332,3051,2363,1299,3050,2361,1296,99,100,0,500,3075;
@400000005e1ec0933707f7a9 #d,-,18,3049,2362,1300,844,5,215036,13332,3050,2363,1300,3049,2361,1297,99,100,0,500,3073;
@400000005e1ec0953713ca75 #d,-,18,3049,2365,1322,845,5,215041,13332,3049,2365,1322,3049,2362,1296,99,100,0,500,3075;
@400000005e1ec095371bc5c8 #d,-,18,3052,2366,1242,846,5,215043,13332,3052,2366,1328,3049,2364,1242,98,100,0,500,3107;
@400000005e1ec0973726a75e #d,-,18,2944,2366,1231,847,5,215036,13332,3052,2367,1247,2944,2366,1219,98,100,0,500,2988;
@400000005e1ec097372d7137 #d,-,18,2942,2364,1260,847,5,215034,13332,2944,2366,1270,2942,2364,1231,99,100,0,500,2954;
@400000005e1ec0993737fc30 #d,-,18,2947,2363,1281,848,5,215034,13332,2947,2365,1290,2942,2363,1259,97,100,0,500,3009;
@400000005e1ec099373eb722 #d,-,18,3024,2365,1302,849,5,215058,13333,3024,2365,1302,2947,2363,1281,99,100,0,500,3054;
@400000005e1ec09b3749a79f #d,-,18,3029,2366,1296,850,5,215042,13332,3029,2366,1321,3024,2364,1294,97,100,0,500,3091;
@400000005e1ec09b374fed38 #d,-,18,3030,2366,1293,851,5,215065,13334,3030,2366,1296,3029,2365,1289,98,100,0,500,3072;
@400000005e1ec09d375ad642 #d,-,18,3031,2367,1294,852,5,215047,13332,3031,2367,1295,3030,2366,1292,98,100,0,500,3066;
@400000005e1ec09d376127f7 #d,-,18,3032,2367,1291,853,5,215050,13333,3032,2367,1294,3031,2366,1291,98,100,0,500,3070;
@400000005e1ec09f376c5a93 #d,-,18,3032,2366,1294,853,5,215074,13334,3032,2367,1295,3032,2366,1291,98,100,0,500,3066;
@400000005e1ec09f3772b002 #d,-,18,3037,2366,1291,854,5,215078,13334,3037,2367,1325,3032,2366,1286,98,100,0,500,3095;
@400000005e1ec0a1377d8936 #d,-,18,3037,2367,1293,855,5,215060,13333,3037,2368,1295,3037,2366,1291,98,100,0,500,3070;
@400000005e1ec0a13783c2b4 #d,-,18,3037,2365,1292,856,5,215063,13333,3037,2367,1295,3037,2363,1292,98,100,0,500,3068;
@400000005e1ec0a3378e1f1c #d,-,18,3037,2364,1293,857,5,215086,13335,3037,2365,1294,3037,2364,1292,98,100,0,500,3068;
@400000005e1ec0a33794ab7e #d,-,18,3037,2364,1292,857,5,215068,13334,3037,2365,1294,3037,2363,1291,98,100,0,500,3068;
@400000005e1ec0a5379f3677 #d,-,18,3041,2365,1288,858,5,215073,13334,3041,2366,1326,3037,2364,1285,98,100,0,500,3086;
@400000005e1ec0a537a5fc96 #d,-,18,3040,2363,1293,859,5,215075,13334,3041,2365,1296,3040,2363,1288,98,100,0,500,3077;
@400000005e1ec0a737b06072 #d,-,18,3040,2364,1295,860,5,215078,13334,3040,2364,1295,3040,2363,1293,99,100,0,500,3068;
@400000005e1ec0a737b7041c #d,-,18,3040,2366,1293,861,5,215081,13335,3040,2367,1295,3040,2364,1292,99,100,0,500,3068;
@400000005e1ec0a937c0feba #d,-,18,3040,2365,1293,862,5,215084,13335,3040,2367,1294,3040,2365,1291,99,100,0,500,3068;
@400000005e1ec0a937c7c893 #d,-,18,3042,2365,1287,863,5,215088,13335,3042,2365,1325,3040,2364,1286,98,100,0,500,3080;
@400000005e1ec0ab37d2969a #d,-,18,3043,2364,1294,863,5,215091,13335,3043,2365,1295,3042,2364,1286,98,100,0,500,3084;
@400000005e1ec0ab37d8c4eb #d,-,18,3042,2364,1292,864,5,215093,13335,3043,2365,1295,3042,2363,1292,99,100,0,500,3066;
@400000005e1ec0ad37e3dc86 #d,-,18,3042,2364,1293,865,5,215096,13335,3042,2365,1296,3042,2363,1291,99,100,0,500,3068;
@400000005e1ec0ad37ea0e90 #d,-,18,3041,2365,1294,866,5,215099,13336,3042,2365,1295,3041,2363,1291,99,100,0,500,3068;
@400000005e1ec0af37f4d07c #d,-,18,3042,2365,1288,867,5,215103,13336,3042,2366,1326,3041,2364,1288,98,100,0,500,3073;
@400000005e1ec0af37fb09fa #d,-,18,3044,2363,1295,868,5,215106,13336,3044,2365,1297,3042,2362,1286,98,100,0,500,3089;
@400000005e1ec0b13805cfa0 #d,-,18,3043,2363,1295,868,5,215109,13336,3044,2363,1297,3043,2362,1294,99,100,0,500,3070;
@400000005e1ec0b1380c0564 #d,-,18,3043,2363,1294,869,5,215112,13336,3043,2364,1296,3043,2363,1294,99,100,0,500,3070;
@400000005e1ec0b338166de8 #d,-,18,3042,2362,1293,870,5,215114,13337,3043,2364,1297,3042,2362,1293,99,100,0,500,3070;
@400000005e1ec0b3381bfc09 #d,-,18,3043,2362,1298,871,5,215119,13337,3043,2363,1326,3042,2361,1293,99,100,0,500,3070;
@400000005e1ec0b53826e06a #d,-,18,3045,2362,1294,872,5,215142,13338,3045,2362,1298,3043,2361,1288,98,100,0,500,3095;
@400000005e1ec0b5382df96d #d,-,18,3044,2363,1294,873,5,215145,13339,3045,2364,1296,3044,2362,1293,99,100,0,500,3070;
@400000005e1ec0b738387cf3 #d,-,18,3044,2364,1293,874,5,215127,13337,3044,2365,1296,3044,2363,1292,99,100,0,500,3068;
@400000005e1ec0b7383f1fae #d,-,18,3043,2363,1294,874,5,215129,13338,3044,2365,1295,3043,2363,1292,99,100,0,500,3066;
@400000005e1ec0b93849a334 #d,-,18,3042,2364,1312,875,5,215134,13338,3043,2365,1326,3042,2363,1294,99,100,0,500,3068;
@400000005e1ec0b938506953 #d,-,18,3045,2362,1293,876,5,215157,13339,3045,2365,1312,3042,2362,1286,98,100,0,500,3096;
@400000005e1ec0bb385b472f #d,-,18,3044,2363,1294,877,5,215139,13338,3045,2363,1296,3044,2362,1293,99,100,0,500,3070;
@400000005e1ec0bb386197f6 #d,-,18,3044,2362,1296,878,5,215142,13338,3044,2364,1296,3044,2362,1293,99,100,0,500,3070;
@400000005e1ec0bd386b964e #d,-,18,3043,2360,1296,879,5,215145,13339,3044,2362,1298,3043,2360,1295,99,100,0,500,3070;
@400000005e1ec0bd387304ff #d,-,18,3236,2360,1593,880,5,215185,13341,3236,2360,1593,3043,2358,1296,100,100,0,500,3236;
@400000005e1ec0bf387f5940 #d,-,18,3313,2363,1034,880,5,215165,13340,3313,2363,1594,3236,2360,1034,96,100,0,500,3447;
