@400000005e1ebc9816ce51c0 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e1ebc9905203630 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e1ec4ec356cbdc0 #d,-,18,2667,2351,1148,1764,10,214833,13319,2667,2352,1155,2667,2350,1143,98,100,0,500,2698;
@400000005e1ec4ec3576341f #d,-,18,2667,2351,1147,1765,10,214822,13318,2667,2351,1148,2667,2350,1143,98,100,0,500,2708;
@400000005e1ec4ee3584f1d7 #d,-,18,2671,2349,1143,1766,10,214811,13318,2671,2351,1178,2667,2348,1139,98,100,0,500,2724;
@400000005e1ec4ee358e1199 #d,-,18,2670,2350,1147,1766,10,214800,13317,2671,2350,1148,2670,2349,1143,98,100,0,500,2707;
@400000005e1ec4f0359c5196 #d,-,18,2670,2350,1146,1767,10,214799,13317,2670,2350,1147,2670,2349,1146,98,100,0,500,2701;
@400000005e1ec4f035a5e6b1 #d,-,18,2670,2350,1145,1768,10,214778,13316,2670,2350,1147,2670,2349,1144,98,100,0,500,2701;
@400000005e1ec4f235b54852 #d,-,18,2669,2351,1147,1769,10,214777,13316,2670,2351,1148,2669,2349,1145,98,100,0,500,2701;
@400000005e1ec4f235bf52c6 #d,-,18,2672,2352,1141,1769,10,214767,13315,2672,2352,1177,2669,2351,1139,98,100,0,500,2721;
@400000005e1ec4f435cebf95 #d,-,18,2672,2350,1146,1770,10,214756,13314,2672,2352,1148,2672,2350,1141,98,100,0,500,2714;
@400000005e1ec4f435d86ce6 #d,-,18,2672,2350,1146,1771,10,214745,13314,2672,2350,1147,2672,2349,1145,98,100,0,500,2703;
@400000005e1ec4f635e8b84b #d,-,18,2671,2351,1146,1772,10,214724,13312,2672,2351,1147,2671,2349,1145,98,100,0,500,2703;
@400000005e1ec4f635f3917f #d,-,18,2671,2349,1149,1772,10,214723,13312,2671,2352,1150,2671,2347,1145,98,100,0,500,2701;
@400000005e1ec4f8360321b2 #d,-,18,2673,2349,1141,1773,10,214703,13311,2673,2352,1176,2671,2348,1140,98,100,0,500,2714;
@400000005e1ec4f8360d1123 #d,-,18,2674,2352,1145,1774,11,214692,13310,2674,2352,1148,2673,2349,1141,98,100,0,500,2721;
@400000005e1ec4fa361d7c32 #d,-,18,2673,2352,1146,1775,11,214691,13310,2674,2352,1147,2673,2351,1144,98,100,0,500,2701;
@400000005e1ec4fa36281700 #d,-,18,2672,2353,1144,1775,11,214680,13310,2673,2353,1146,2672,2351,1144,98,100,0,500,2700;
@400000005e1ec4fc363b6499 #d,-,18,2671,2351,1149,1776,11,214669,13309,2672,2353,1149,2671,2350,1143,98,100,0,500,2700;
@400000005e1ec4fc364985db #d,-,18,2673,2349,1151,1777,11,214650,13308,2673,2351,1182,2671,2349,1149,98,100,0,500,2714;
@400000005e1ec4fe3652e7bc #d,-,18,2788,2348,1497,1778,11,214657,13308,2788,2349,1509,2673,2347,1141,100,100,0,500,2788;
@400000005e1ec4fe365c7cd7 #d,-,18,3487,2352,1294,1778,11,214674,13309,3487,2353,1521,2788,2348,1256,99,100,0,500,3513;
@400000005e1ec5003665916c #d,-,18,2985,2352,1320,1779,11,214665,13309,3487,2353,1321,2985,2352,1285,98,100,0,500,3045;
@400000005e1ec500366ca20c #d,-,18,3042,2351,1291,1780,11,214676,13309,3042,2353,1320,2985,2351,1288,99,100,0,500,3072;
@400000005e1ec502367b7353 #d,-,18,3039,2351,1305,1781,11,214668,13309,3042,2352,1330,3039,2351,1290,99,100,0,500,3045;
@400000005e1ec502368663d0 #d,-,18,3040,2353,1295,1782,11,214669,13309,3040,2354,1305,3039,2351,1285,98,100,0,500,3079;
@400000005e1ec50436937343 #d,-,18,3037,2351,1294,1783,11,214670,13309,3040,2353,1296,3037,2351,1292,99,100,0,500,3050;
@400000005e1ec504369e069d #d,-,18,3035,2352,1295,1784,11,214671,13309,3037,2353,1296,3035,2351,1292,99,100,0,500,3050;
@400000005e1ec50636aad7aa #d,-,18,3033,2351,1295,1784,11,214672,13309,3035,2352,1296,3033,2351,1294,99,100,0,500,3050;
@400000005e1ec50636b5dbb6 #d,-,18,3032,2349,1321,1785,11,214674,13309,3033,2351,1328,3032,2349,1294,99,100,0,500,3052;
@400000005e1ec50836c5fd32 #d,-,18,3035,2348,1307,1786,11,214675,13309,3035,2350,1321,3032,2348,1288,98,100,0,500,3082;
@400000005e1ec50836d0f522 #d,-,18,3035,2348,1298,1787,11,214676,13309,3035,2348,1307,3035,2347,1296,98,100,0,500,3066;
@400000005e1ec50a36dff140 #d,-,18,3034,2350,1300,1788,11,214677,13310,3035,2351,1301,3034,2348,1298,99,100,0,500,3059;
@400000005e1ec50a36ea80e1 #d,-,18,3034,2350,1299,1789,11,214678,13310,3034,2351,1300,3034,2349,1297,99,100,0,500,3061;
@400000005e1ec50c36fa8a26 #d,-,18,3033,2349,1331,1789,11,214681,13310,3034,2350,1332,3033,2348,1298,99,100,0,500,3059;
@400000005e1ec50c3705e888 #d,-,18,3037,2348,1300,1790,11,214682,13310,3037,2349,1331,3033,2348,1291,98,100,0,500,3091;
@400000005e1ec50e37150ad5 #d,-,18,3036,2348,1299,1791,11,214683,13310,3037,2349,1301,3036,2347,1299,99,100,0,500,3059;
@400000005e1ec50e371ff3df #d,-,18,3035,2348,1299,1792,11,214684,13310,3036,2348,1301,3035,2348,1298,99,100,0,500,3059;
@400000005e1ec5103731077f #d,-,18,3034,2347,1301,1793,11,214686,13310,3035,2348,1301,3034,2347,1299,99,100,0,500,3059;
@400000005e1ec510373bbd50 #d,-,18,3034,2346,1331,1794,11,214687,13310,3034,2348,1331,3034,2346,1299,99,100,0,500,3059;
@400000005e1ec512374cd864 #d,-,18,3037,2347,1302,1794,11,214689,13310,3037,2347,1332,3034,2346,1292,98,100,0,500,3091;
@400000005e1ec512375776ec #d,-,18,3036,2347,1300,1795,11,214690,13310,3037,2347,1303,3036,2345,1299,99,100,0,500,3057;
@400000005e1ec51437688e46 #d,-,18,3035,2349,1299,1796,11,214691,13310,3036,2349,1302,3035,2347,1299,99,100,0,500,3059;
@400000005e1ec51437733088 #d,-,18,3035,2348,1299,1797,11,214702,13311,3035,2350,1300,3035,2348,1298,99,100,0,500,3059;
@400000005e1ec5163783c2b4 #d,-,18,3034,2348,1325,1798,11,214704,13311,3035,2349,1325,3034,2348,1297,99,100,0,500,3059;
@400000005e1ec516378f19a3 #d,-,18,3038,2349,1301,1799,11,214706,13311,3038,2350,1331,3034,2347,1290,98,100,0,500,3091;
@400000005e1ec51837a0203a #d,-,18,3036,2347,1300,1800,11,214697,13311,3038,2349,1302,3036,2347,1298,99,100,0,500,3056;
@400000005e1ec51837aaee41 #d,-,18,3035,2348,1299,1800,11,214698,13311,3036,2348,1301,3035,2347,1298,99,100,0,500,3057;
@400000005e1ec51a37bbd61c #d,-,18,3034,2348,1300,1801,11,214699,13311,3035,2348,1301,3034,2347,1298,99,100,0,500,3059;
@400000005e1ec51a37c6a7dd #d,-,18,3034,2349,1314,1802,11,214701,13311,3034,2350,1314,3034,2347,1298,99,100,0,500,3059;
@400000005e1ec51c37d7ce1e #d,-,18,3038,2349,1302,1803,11,214703,13311,3038,2349,1333,3034,2348,1292,98,100,0,500,3093;
@400000005e1ec51c37e278c2 #d,-,18,3036,2352,1298,1804,11,214704,13311,3038,2353,1302,3036,2349,1296,99,100,0,500,3057;
@400000005e1ec51e37f3a3ab #d,-,18,3036,2352,1299,1804,11,214705,13311,3036,2353,1300,3036,2352,1296,99,100,0,500,3059;
@400000005e1ec51e37fe325e #d,-,18,3035,2351,1299,1805,11,214706,13311,3036,2352,1299,3035,2351,1296,99,100,0,500,3061;
@400000005e1ec520380f2654 #d,-,18,3034,2352,1301,1806,11,214708,13311,3035,2352,1301,3034,2351,1296,99,100,0,500,3059;
@400000005e1ec5203819d86b #d,-,18,3038,2351,1295,1807,11,214710,13312,3038,2352,1330,3034,2351,1289,98,100,0,500,3086;
@400000005e1ec522382a9dd0 #d,-,18,3036,2350,1297,1808,11,214711,13312,3038,2352,1300,3036,2350,1295,99,100,0,500,3061;
@400000005e1ec5223835734b #d,-,18,3035,2349,1298,1809,11,214712,13312,3036,2350,1300,3035,2349,1296,99,100,0,500,3057;
@400000005e1ec52438466388 #d,-,18,3035,2347,1298,1810,11,214713,13312,3035,2349,1300,3035,2347,1297,99,100,0,500,3057;
@400000005e1ec52438512574 #d,-,18,3034,2348,1300,1810,11,214714,13312,3035,2349,1301,3034,2347,1297,99,100,0,500,3059;
@400000005e1ec52638621d24 #d,-,18,3037,2347,1294,1811,11,214716,13312,3037,2348,1332,3034,2347,1293,98,100,0,500,3079;
@400000005e1ec526386cf29e #d,-,18,3036,2346,1300,1812,11,214718,13312,3037,2347,1303,3036,2346,1294,98,100,0,500,3068;
@400000005e1ec528387e0197 #d,-,18,3034,2347,1232,1813,11,214716,13312,3036,2347,1302,3034,2346,1229,99,100,0,500,3052;
@400000005e1ec5283888b3ae #d,-,18,2911,2345,1314,1814,11,214715,13312,3034,2347,1329,2911,2344,1232,98,100,0,500,2945;
@400000005e1ec52a3899af18 #d,-,18,2971,2345,1251,1815,11,214713,13312,2971,2346,1314,2911,2345,1234,99,100,0,500,2999;
@400000005e1ec52a38a45248 #d,-,18,2969,2346,1255,1815,11,214713,13312,2971,2346,1298,2969,2344,1251,99,100,0,500,2983;
@400000005e1ec52c38b4b13b #d,-,18,2967,2344,1268,1816,11,214711,13312,2969,2346,1285,2967,2344,1237,99,100,0,500,2983;
@400000005e1ec52c38bffc0e #d,-,18,2963,2345,1253,1817,11,214709,13311,2967,2346,1285,2963,2344,1240,99,100,0,500,2972;
@400000005e1ec52e38d0f3bf #d,-,18,2961,2344,1280,1818,11,214707,13311,2963,2346,1283,2961,2344,1242,99,100,0,500,2974;
@400000005e1ec52e38dbe8e4 #d,-,18,2957,2345,1245,1819,11,214705,13311,2961,2345,1287,2957,2344,1241,99,100,0,500,2965;
@400000005e1ec53038ed0309 #d,-,18,2958,2347,1279,1820,11,214705,13311,2958,2348,1298,2957,2344,1242,98,100,0,500,2988;
@400000005e1ec53038f7e0e6 #d,-,18,2957,2349,1241,1820,11,214703,13311,2958,2349,1285,2957,2347,1238,99,100,0,500,2983;
@400000005e1ec5323908adbf #d,-,18,2956,2350,1278,1821,11,214702,13311,2957,2350,1283,2956,2348,1241,99,100,0,500,2981;
@400000005e1ec5323913638f #d,-,18,2953,2350,1249,1822,11,214699,13311,2956,2350,1281,2953,2349,1239,99,100,0,500,2963;
@400000005e1ec53439245012 #d,-,18,2951,2348,1269,1823,11,214698,13311,2953,2350,1284,2951,2348,1238,99,100,0,500,2977;
@400000005e1ec534392edb0b #d,-,18,2951,2350,1264,1824,11,214697,13311,2951,2350,1303,2951,2348,1238,99,100,0,500,2967;
@400000005e1ec536393f6d38 #d,-,18,2952,2351,1253,1824,11,214695,13311,2952,2351,1280,2951,2349,1238,98,100,0,500,2997;
@400000005e1ec536394a94a7 #d,-,18,2951,2353,1269,1825,11,214693,13311,2952,2353,1279,2951,2351,1237,99,100,0,500,2968;
@400000005e1ec538395ae00c #d,-,18,2947,2353,1242,1826,11,214691,13310,2951,2354,1279,2947,2352,1232,99,100,0,500,2961;
@400000005e1ec53839662adf #d,-,18,2947,2350,1278,1827,11,214689,13310,2947,2353,1281,2947,2350,1234,99,100,0,500,2967;
@400000005e1ec53a39776d11 #d,-,18,2944,2351,1260,1828,11,214688,13310,2947,2351,1309,2944,2350,1236,99,100,0,500,2961;
@400000005e1ec53a39823a2a #d,-,18,2948,2350,1281,1828,11,214687,13310,2948,2351,1281,2944,2349,1240,98,100,0,500,3004;
@400000005e1ec53c39934a11 #d,-,18,2946,2352,1239,1829,11,214684,13310,2948,2352,1281,2946,2350,1237,99,100,0,500,2958;
@400000005e1ec53c399e1370 #d,-,18,2945,2352,1275,1830,11,214683,13310,2946,2352,1280,2945,2350,1237,98,100,0,500,2977;
@400000005e1ec53e39af60cf #d,-,18,2944,2352,1248,1831,11,214681,13310,2945,2353,1281,2944,2351,1237,99,100,0,500,2959;
@400000005e1ec53e39ba2ed6 #d,-,18,2943,2349,1296,1832,11,214680,13310,2944,2352,1312,2943,2349,1237,98,100,0,500,2974;
@400000005e1ec54039cb4188 #d,-,18,2946,2348,1261,1832,11,214678,13310,2946,2350,1296,2943,2348,1239,98,100,0,500,2993;
@400000005e1ec54039d5c154 #d,-,18,2944,2348,1254,1833,11,214676,13309,2946,2348,1281,2944,2347,1237,99,100,0,500,2968;
@400000005e1ec54239e61c8e #d,-,18,2944,2348,1274,1834,11,214674,13309,2944,2349,1281,2944,2348,1238,99,100,0,500,2963;
@400000005e1ec54239f17737 #d,-,18,2942,2344,1244,1835,11,214672,13309,2944,2348,1283,2942,2344,1239,99,100,0,500,2963;
@400000005e1ec5443a0289e9 #d,-,18,2943,2345,1316,1836,11,214672,13309,2943,2345,1316,2942,2343,1239,98,100,0,500,2977;
@400000005e1ec5443a0d6b7f #d,-,18,2944,2347,1240,1837,11,214670,13309,2944,2347,1317,2943,2345,1237,98,100,0,500,2990;
@400000005e1ec5463a1d4da6 #d,-,18,2945,2346,1282,1837,11,214668,13309,2945,2347,1284,2944,2346,1239,98,100,0,500,2975;
@400000005e1ec5463a27fc03 #d,-,18,2941,2347,1229,1838,11,214665,13309,2945,2348,1282,2941,2346,1229,99,100,0,500,2951;
@400000005e1ec5483a390389 #d,-,18,2868,2349,1199,1839,11,214659,13308,2941,2349,1231,2868,2347,1199,98,100,0,500,2899;
@400000005e1ec5483a43d54a #d,-,18,2863,2348,1263,1840,11,214655,13308,2868,2349,1263,2863,2348,1199,100,100,0,500,2863;
@400000005e1ec54a3a54ff44 #d,-,18,2869,2348,1246,1841,11,214653,13308,2869,2349,1290,2863,2348,1212,97,100,0,500,2942;
@400000005e1ec54a3a5f9659 #d,-,18,2871,2346,1227,1841,11,214649,13308,2871,2349,1263,2869,2346,1219,98,100,0,500,2910;
@400000005e1ec54c3a7014f7 #d,-,18,2873,2344,1257,1842,11,214646,13308,2873,2346,1263,2871,2344,1214,98,100,0,500,2924;
@400000005e1ec54c3a7b5c10 #d,-,18,2878,2343,1237,1843,11,214643,13307,2878,2344,1287,2873,2342,1223,98,100,0,500,2929;
@400000005e1ec54e3a8bcad9 #d,-,18,2881,2342,1275,1844,11,214641,13307,2881,2343,1280,2878,2342,1236,97,100,0,500,2949;
@400000005e1ec54e3a96f602 #d,-,18,2971,2339,1262,1845,11,214640,13307,2971,2342,1302,2881,2339,1231,99,100,0,500,2990;
@400000005e1ec5503aa85424 #d,-,18,2907,2338,1248,1845,11,214638,13307,2971,2340,1281,2907,2338,1235,98,100,0,500,2951;
@400000005e1ec5503ab328b1 #d,-,18,2910,2339,1277,1846,11,214636,13307,2910,2340,1282,2907,2338,1238,98,100,0,500,2958;
@400000005e1ec5523ac43898 #d,-,18,2911,2338,1240,1847,11,214633,13307,2911,2340,1283,2910,2337,1237,98,100,0,500,2949;
@400000005e1ec5523acefe3d #d,-,18,2914,2338,1288,1848,11,214631,13307,2914,2339,1288,2911,2337,1237,98,100,0,500,2963;
@400000005e1ec5543ae01d0b #d,-,18,2918,2339,1237,1849,11,214630,13307,2918,2339,1291,2914,2337,1235,98,100,0,500,2972;
@400000005e1ec5543aeadb3d #d,-,18,2919,2341,1274,1849,11,214637,13307,2919,2341,1283,2918,2338,1237,98,100,0,500,2963;
@400000005e1ec5563afbea36 #d,-,18,2918,2344,1246,1850,11,214625,13306,2919,2345,1278,2918,2341,1235,99,100,0,500,2943;
@400000005e1ec5563b0688be #d,-,18,2919,2346,1261,1851,11,214633,13307,2919,2346,1279,2918,2344,1233,98,100,0,500,2959;
@400000005e1ec5583b16ffe8 #d,-,18,2920,2347,1257,1852,11,214630,13307,2920,2348,1276,2919,2343,1232,98,100,0,500,2951;
@400000005e1ec5583b224abb #d,-,18,2923,2348,1242,1853,11,214619,13306,2923,2348,1292,2920,2347,1242,98,100,0,500,2974;
@400000005e1ec55a3b33426c #d,-,18,2924,2346,1267,1854,11,214627,13306,2924,2349,1275,2923,2345,1232,98,100,0,500,2963;
@400000005e1ec55a3b3e1f59 #d,-,18,2922,2347,1236,1854,11,214615,13306,2924,2347,1276,2922,2346,1231,99,100,0,500,2947;
@400000005e1ec55c3b4f2e52 #d,-,18,2924,2347,1276,1855,11,214622,13306,2924,2348,1276,2922,2346,1231,98,100,0,500,2959;
@400000005e1ec55c3b59f8a0 #d,-,18,2922,2348,1231,1856,11,214620,13306,2924,2349,1276,2922,2347,1231,99,100,0,500,2943;
@400000005e1ec55e3b6ad0a6 #d,-,18,2926,2348,1263,1857,11,214609,13305,2926,2349,1298,2922,2348,1231,98,100,0,500,2977;
@400000005e1ec55e3b759a05 #d,-,18,2925,2348,1237,1858,11,214606,13305,2926,2349,1274,2925,2347,1231,99,100,0,500,2954;
@400000005e1ec5603b868dfb #d,-,18,2925,2349,1260,1858,11,214614,13306,2925,2349,1274,2925,2347,1231,98,100,0,500,2959;
@400000005e1ec5603b91153b #d,-,18,2924,2351,1251,1859,11,214611,13305,2925,2351,1273,2924,2349,1232,99,100,0,500,2947;
@400000005e1ec5630006e20f #d,-,18,2923,2351,1248,1860,11,214609,13305,2924,2351,1275,2923,2351,1231,98,100,0,500,2956;
@400000005e1ec5630011fd63 #d,-,18,2926,2350,1256,1861,11,214598,13305,2926,2352,1302,2923,2350,1229,98,100,0,500,2959;
@400000005e1ec5650022748e #d,-,18,2926,2350,1238,1862,11,214596,13304,2926,2350,1275,2926,2349,1233,98,100,0,500,2968;
@400000005e1ec565002dc6d4 #d,-,18,2927,2350,1271,1862,11,214594,13304,2927,2350,1276,2926,2349,1231,98,100,0,500,2959;
@400000005e1ec567003efceb #d,-,18,2925,2350,1231,1863,11,214591,13304,2927,2350,1276,2925,2349,1231,99,100,0,500,2943;
@400000005e1ec5670049f210 #d,-,18,2926,2349,1273,1864,11,214589,13304,2926,2350,1275,2925,2347,1231,98,100,0,500,2961;
@400000005e1ec569005aed79 #d,-,18,2925,2348,1238,1865,11,214588,13304,2926,2350,1305,2925,2348,1231,99,100,0,500,2945;
@400000005e1ec5690065e1b0 #d,-,18,2927,2348,1262,1866,11,214586,13304,2927,2349,1274,2925,2348,1232,98,100,0,500,2984;
@400000005e1ec56b0076fcc4 #d,-,18,2927,2349,1247,1866,11,214583,13304,2927,2349,1274,2927,2348,1230,99,100,0,500,2943;
@400000005e1ec56b0081cacb #d,-,18,2925,2349,1252,1867,11,214581,13304,2927,2349,1275,2925,2348,1230,98,100,0,500,2956;
@400000005e1ec56d0092c9ef #d,-,18,2926,2348,1259,1868,11,214579,13303,2926,2349,1274,2925,2348,1231,99,100,0,500,2951;
@400000005e1ec56d009d362c #d,-,18,2924,2350,1256,1869,11,214577,13303,2926,2350,1308,2924,2348,1233,99,100,0,500,2949;
@400000005e1ec56f00ad8dac #d,-,18,2928,2349,1270,1870,11,214575,13303,2928,2351,1271,2924,2347,1229,98,100,0,500,2984;
@400000005e1ec56f00b8d4c6 #d,-,18,2926,2350,1231,1870,11,214573,13303,2928,2350,1276,2926,2349,1230,99,100,0,500,2943;
@400000005e1ec57100c9e005 #d,-,18,2927,2349,1271,1871,11,214571,13303,2927,2350,1276,2926,2348,1230,98,100,0,500,2961;
@400000005e1ec57100d4c0ac #d,-,18,2925,2352,1232,1872,11,214568,13303,2927,2352,1276,2925,2348,1231,99,100,0,500,2940;
@400000005e1ec57300e5b0e9 #d,-,18,2925,2349,1297,1873,11,214567,13303,2925,2352,1305,2925,2349,1232,98,100,0,500,2961;
@400000005e1ec57300f09dac #d,-,18,2927,2351,1240,1874,11,214564,13303,2927,2351,1297,2925,2349,1224,98,100,0,500,2970;
@400000005e1ec57501018de9 #d,-,18,2926,2351,1252,1875,11,214562,13302,2927,2351,1272,2926,2350,1226,98,100,0,500,2956;
@400000005e1ec575010c5ebc #d,-,18,2924,2350,1240,1875,11,214559,13302,2926,2351,1267,2924,2350,1225,99,100,0,500,2933;
@400000005e1ec577011d52b2 #d,-,18,2922,2350,1254,1876,11,214557,13302,2924,2350,1273,2922,2349,1230,99,100,0,500,2949;
@400000005e1ec5770127e60d #d,-,18,2923,2349,1286,1877,11,214555,13302,2923,2351,1286,2922,2349,1228,99,100,0,500,2945;
@400000005e1ec5790138ddbd #d,-,18,2924,2349,1243,1878,11,214553,13302,2924,2350,1292,2923,2349,1224,98,100,0,500,2975;
@400000005e1ec5790143938e #d,-,18,2925,2349,1270,1879,11,214550,13302,2925,2350,1270,2924,2349,1211,99,100,0,500,2949;
@400000005e1ec57b0153d00c #d,-,18,2927,2349,1290,1879,11,214551,13302,2927,2350,1295,2925,2349,1270,98,100,0,500,2968;
@400000005e1ec57b015f1725 #d,-,18,3026,2349,1296,1880,11,214552,13302,3026,2350,1304,2927,2348,1290,99,100,0,500,3052;
@400000005e1ec57d01701eab #d,-,18,3025,2350,1325,1881,11,214554,13302,3026,2350,1325,3025,2348,1295,99,100,0,500,3054;
@400000005e1ec57d017af425 #d,-,18,3029,2350,1299,1882,11,214555,13302,3029,2351,1328,3025,2350,1286,98,100,0,500,3086;
@400000005e1ec57f018bf349 #d,-,18,3028,2353,1296,1883,11,214556,13302,3029,2355,1299,3028,2350,1293,99,100,0,500,3052;
@400000005e1ec57f0196b8ee #d,-,18,3028,2352,1295,1884,11,214557,13302,3028,2353,1296,3028,2351,1294,99,100,0,500,3056;
@400000005e1ec58101a7b900 #d,-,18,3028,2351,1297,1884,11,214558,13302,3028,2352,1297,3028,2350,1294,99,100,0,500,3056;
@400000005e1ec58101b28619 #d,-,18,3028,2353,1320,1885,11,214560,13302,3028,2353,1320,3028,2351,1295,99,100,0,500,3057;
@400000005e1ec58301c3c0d7 #d,-,18,3032,2354,1297,1886,11,214562,13302,3032,2354,1327,3028,2353,1288,98,100,0,500,3089;
@400000005e1ec58301ce6a8c #d,-,18,3031,2352,1296,1887,11,214563,13302,3032,2354,1298,3031,2351,1295,99,100,0,500,3054;
@400000005e1ec58501ded59b #d,-,18,3031,2352,1295,1888,11,214564,13302,3031,2352,1298,3031,2351,1295,99,100,0,500,3057;
@400000005e1ec58501ea33fd #d,-,18,3030,2351,1296,1889,11,214565,13303,3031,2353,1299,3030,2349,1293,99,100,0,500,3057;
@400000005e1ec58701fb2081 #d,-,18,3030,2352,1305,1889,11,214566,13303,3030,2353,1305,3030,2351,1294,99,100,0,500,3056;
@400000005e1ec58702060d44 #d,-,18,3034,2352,1294,1890,11,214568,13303,3034,2352,1329,3030,2352,1287,98,100,0,500,3086;
@400000005e1ec5890216da1d #d,-,18,3032,2352,1295,1891,11,214569,13303,3034,2353,1298,3032,2352,1294,99,100,0,500,3054;
@400000005e1ec5890221a735 #d,-,18,3032,2352,1295,1892,11,214570,13303,3032,2353,1299,3032,2351,1295,99,100,0,500,3057;
@400000005e1ec58b0232caab #d,-,18,3031,2352,1295,1893,11,214571,13303,3032,2353,1297,3031,2350,1294,99,100,0,500,3056;
@400000005e1ec58b023d940a #d,-,18,3030,2351,1296,1894,11,214573,13303,3031,2352,1297,3030,2351,1294,99,100,0,500,3056;
@400000005e1ec58d024eb2d8 #d,-,18,3034,2351,1292,1895,11,214574,13303,3034,2352,1328,3030,2350,1289,98,100,0,500,3082;
@400000005e1ec58d025959c2 #d,-,18,3033,2351,1295,1895,11,214576,13303,3034,2351,1299,3033,2350,1292,99,100,0,500,3061;
@400000005e1ec58f026aa367 #d,-,18,3032,2351,1297,1896,11,214577,13303,3033,2352,1297,3032,2350,1295,99,100,0,500,3056;
@400000005e1ec58f027541ef #d,-,18,3032,2350,1295,1897,11,214587,13304,3032,2351,1298,3032,2350,1295,99,100,0,500,3057;
@400000005e1ec5910285f2d7 #d,-,18,3031,2350,1295,1898,11,214588,13304,3032,2351,1298,3031,2350,1295,99,100,0,500,3057;
@400000005e1ec59102914d80 #d,-,18,3034,2349,1289,1899,11,214581,13304,3034,2350,1330,3031,2349,1288,98,100,0,500,3073;
@400000005e1ec59302a24176 #d,-,18,3033,2348,1298,1900,11,214591,13304,3034,2349,1299,3033,2348,1289,98,100,0,500,3066;
@400000005e1ec59302ad2e39 #d,-,18,3033,2349,1299,1900,11,214583,13304,3033,2349,1299,3033,2348,1296,99,100,0,500,3056;
@400000005e1ec59502be547a #d,-,18,3032,2351,1297,1901,11,214594,13304,3033,2351,1299,3032,2349,1296,99,100,0,500,3059;
@400000005e1ec59502c94d59 #d,-,18,3032,2349,1298,1902,11,214595,13304,3032,2351,1299,3032,2349,1296,99,100,0,500,3057;
@400000005e1ec59702da5124 #d,-,18,3034,2348,1291,1903,11,214597,13305,3034,2350,1330,3032,2348,1291,98,100,0,500,3070;
@400000005e1ec59702e5033b #d,-,18,3035,2349,1297,1904,11,214589,13304,3035,2349,1301,3034,2348,1290,98,100,0,500,3077;
@400000005e1ec59902f60707 #d,-,18,3034,2349,1297,1905,11,214590,13304,3035,2349,1299,3034,2349,1296,99,100,0,500,3059;
@400000005e1ec5990300ad02 #d,-,18,3033,2349,1298,1905,11,214591,13304,3034,2349,1299,3033,2348,1296,99,100,0,500,3059;
@400000005e1ec59b03111457 #d,-,18,3033,2349,1298,1906,11,214601,13305,3033,2349,1300,3033,2348,1296,99,100,0,500,3057;
@400000005e1ec59b031c5b71 #d,-,18,3034,2349,1294,1907,11,214594,13304,3034,2350,1330,3033,2349,1294,99,100,0,500,3063;
@400000005e1ec59d032c5127 #d,-,18,3035,2350,1298,1908,11,214605,13305,3035,2350,1300,3034,2349,1288,98,100,0,500,3080;
@400000005e1ec59d0337a36e #d,-,18,3034,2350,1298,1909,11,214606,13305,3035,2350,1298,3034,2349,1296,99,100,0,500,3059;
@400000005e1ec59f0348b70f #d,-,18,3034,2351,1297,1910,11,214607,13305,3034,2352,1298,3034,2350,1297,99,100,0,500,3057;
@400000005e1ec59f03539b70 #d,-,18,3034,2350,1298,1911,11,214599,13305,3034,2352,1299,3034,2350,1295,99,100,0,500,3061;
@400000005e1ec5a10364ba3e #d,-,18,3034,2351,1306,1911,11,214601,13305,3034,2351,1328,3034,2350,1296,99,100,0,500,3061;
@400000005e1ec5a1036f6d43 #d,-,18,3036,2351,1298,1912,11,214602,13305,3036,2352,1306,3034,2350,1290,98,100,0,500,3086;
@400000005e1ec5a3038083af #d,-,18,3036,2349,1299,1913,11,214603,13305,3036,2351,1301,3036,2348,1296,99,100,0,500,3061;
@400000005e1ec5a3038b1350 #d,-,18,3035,2349,1298,1914,11,214604,13305,3036,2350,1299,3035,2349,1297,99,100,0,500,3059;
@400000005e1ec5a5039c35d7 #d,-,18,3034,2345,1299,1915,11,214606,13305,3035,2350,1300,3034,2345,1297,99,100,0,500,3061;
@400000005e1ec5a503a6dbd3 #d,-,18,3034,2346,1324,1915,11,214608,13305,3034,2347,1333,3034,2345,1298,99,100,0,500,3057;
@400000005e1ec5a703b756b7 #d,-,18,3037,2342,1305,1916,11,214609,13305,3037,2348,1324,3034,2341,1292,98,100,0,500,3088;
@400000005e1ec5a703c28dfb #d,-,18,3036,2349,1298,1917,11,214610,13305,3037,2350,1305,3036,2342,1297,99,100,0,500,3061;
@400000005e1ec5a903d3b8e5 #d,-,18,3036,2345,1301,1918,11,214611,13305,3036,2349,1302,3036,2343,1298,99,100,0,500,3059;
@400000005e1ec5a903de8e5f #d,-,18,3035,2344,1301,1919,11,214613,13306,3036,2346,1302,3035,2344,1299,99,100,0,500,3061;
@400000005e1ec5ab03efa4cb #d,-,18,3035,2346,1332,1920,11,214615,13306,3035,2346,1332,3035,2344,1300,99,100,0,500,3061;
