@400000005e58c53526373c02 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e58c53614849f79 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e58c77a35d5e86c #d,-,18,3261,2367,1451,506,3,226450,14039,3262,2367,1451,3261,2366,1436,94,100,0,500,3467;
@400000005e58c77c35e4d4b5 #d,-,18,3260,2369,1447,507,3,226463,14040,3261,2369,1451,3260,2366,1435,94,100,0,500,3460;
@400000005e58c77c35ee2308 #d,-,18,3260,2365,1444,508,3,226515,14043,3260,2369,1449,3260,2365,1443,94,100,0,500,3467;
@400000005e58c77e35fd4644 #d,-,18,3260,2364,1447,509,3,226489,14042,3260,2365,1452,3260,2362,1443,94,100,0,500,3464;
@400000005e58c77e360675db #d,-,18,3261,2365,1448,510,3,226503,14043,3261,2366,1450,3260,2363,1443,94,100,0,500,3464;
@400000005e58c7803614e558 #d,-,18,3261,2365,1448,511,3,226516,14043,3261,2365,1451,3261,2364,1444,94,100,0,500,3469;
@400000005e58c780361ea549 #d,-,18,3261,2364,1449,512,3,226529,14044,3261,2365,1449,3261,2363,1443,94,100,0,500,3462;
@400000005e58c782362f0083 #d,-,18,3260,2364,1444,513,3,226541,14045,3261,2366,1449,3260,2364,1443,94,100,0,500,3462;
@400000005e58c78236384fc4 #d,-,18,3260,2365,1449,514,3,226554,14046,3260,2365,1451,3260,2363,1440,94,100,0,500,3462;
@400000005e58c78436477e2d #d,-,18,3260,2364,1448,514,3,226566,14047,3260,2365,1449,3260,2363,1445,94,100,0,500,3462;
@400000005e58c7843650b537 #d,-,18,3259,2364,1440,515,3,226617,14050,3260,2366,1450,3259,2363,1440,94,100,0,500,3464;
@400000005e58c786365fbd71 #d,-,18,3260,2365,1447,516,3,226591,14048,3260,2365,1450,3259,2362,1440,94,100,0,500,3462;
@400000005e58c78636690097 #d,-,18,3259,2364,1443,517,3,226603,14049,3260,2365,1450,3259,2363,1441,94,100,0,500,3460;
@400000005e58c7883677f453 #d,-,18,3259,2364,1446,518,3,226616,14050,3259,2366,1448,3259,2363,1441,94,100,0,500,3460;
@400000005e58c78836812b5d #d,-,18,3259,2365,1447,519,3,226628,14050,3259,2365,1449,3259,2363,1444,94,100,0,500,3462;
@400000005e58c78a3690005e #d,-,18,3258,2366,1445,520,3,226640,14051,3259,2366,1448,3258,2363,1442,94,100,0,500,3462;
@400000005e58c78a369985a3 #d,-,18,3258,2364,1441,521,3,226652,14052,3258,2366,1451,3258,2364,1438,94,100,0,500,3462;
@400000005e58c78c36a8d3b6 #d,-,18,3258,2363,1448,522,3,226664,14053,3258,2365,1451,3258,2363,1441,94,100,0,500,3462;
@400000005e58c78c36b21f3e #d,-,18,3258,2365,1447,523,3,226676,14053,3258,2365,1449,3258,2362,1444,94,100,0,500,3457;
@400000005e58c78e36c0a9bd #d,-,18,3258,2363,1442,523,3,226688,14054,3258,2365,1448,3258,2362,1440,94,100,0,500,3462;
@400000005e58c78e36c9f456 #d,-,18,3257,2363,1445,524,3,226700,14055,3258,2365,1450,3257,2362,1442,94,100,0,501,3457;
@400000005e58c79036d90049 #d,-,18,3257,2364,1443,525,3,226711,14056,3257,2364,1448,3257,2362,1443,94,100,0,501,3460;
@400000005e58c79036e256fe #d,-,18,3257,2365,1444,526,3,226724,14056,3257,2365,1450,3257,2363,1443,94,100,0,501,3462;
@400000005e58c79236f19182 #d,-,18,3257,2365,1446,527,3,226735,14057,3257,2365,1450,3257,2363,1443,94,100,0,501,3462;
@400000005e58c79236fab4fd #d,-,18,3257,2365,1442,528,3,226747,14058,3257,2365,1448,3257,2362,1442,94,100,0,501,3460;
@400000005e58c7943704e68e #d,-,18,3257,2364,1309,529,3,226786,14060,3257,2365,1448,3257,2363,1309,94,100,0,501,3460;
@400000005e58c794370a0a84 #d,-,18,3064,2365,1431,530,3,226766,14059,3257,2365,1684,3064,2363,1285,93,100,0,501,3280;
@400000005e58c79637169d2a #d,-,18,3278,2366,1169,531,3,226708,14055,3278,2366,1431,3064,2363,1086,92,100,0,501,3540;
@400000005e58c796371f86e8 #d,-,18,2463,2365,1151,531,3,226629,14051,3278,2366,1169,2463,2365,1144,89,100,0,500,2758;
@400000005e58c798372d22fc #d,-,18,2466,2366,1152,532,3,226551,14046,2466,2366,1155,2463,2364,1149,89,100,0,500,2768;
@400000005e58c7983735be7e #d,-,18,2470,2364,1154,533,3,226473,14041,2470,2366,1156,2466,2364,1149,89,100,0,500,2768;
@400000005e58c79a37433f90 #d,-,18,2473,2366,1151,533,3,226433,14038,2473,2366,1155,2470,2363,1151,89,100,0,500,2770;
@400000005e58c79a374c09a3 #d,-,18,2476,2364,1155,534,3,226356,14034,2476,2367,1156,2473,2363,1148,89,100,0,500,2768;
@400000005e58c79c375a1b10 #d,-,18,2478,2364,1151,535,3,226278,14029,2478,2366,1160,2476,2363,1148,89,100,0,500,2768;
@400000005e58c79c3762be05 #d,-,18,2481,2366,1151,535,3,226164,14022,2481,2366,1155,2478,2363,1146,89,100,0,500,2768;
@400000005e58c79e37715859 #d,-,18,2481,2363,1146,536,3,226086,14017,2481,2366,1152,2481,2363,1144,89,100,0,500,2758;
@400000005e58c79e377a1651 #d,-,18,2481,2364,1143,537,3,226007,14012,2481,2365,1152,2481,2363,1142,90,100,0,500,2756;
@400000005e58c7a03788d7c3 #d,-,18,2480,2363,1143,537,3,225928,14007,2481,2365,1144,2480,2362,1136,90,100,0,500,2744;
@400000005e58c7a037916e9d #d,-,18,2478,2366,1142,538,3,225849,14002,2480,2366,1147,2478,2363,1138,90,100,0,500,2742;
@400000005e58c7a2379f32bd #d,-,18,2478,2363,1147,539,3,225771,13997,2478,2366,1147,2478,2362,1139,90,100,0,500,2744;
@400000005e58c7a237a85639 #d,-,18,2476,2365,1143,539,3,225729,13995,2478,2365,1147,2476,2363,1140,90,100,0,500,2746;
@400000005e58c7a437b732ad #d,-,18,2476,2363,1144,540,3,225615,13988,2476,2365,1146,2476,2362,1140,90,100,0,500,2749;
@400000005e58c7a437bfd1e9 #d,-,18,2475,2365,1142,541,3,225538,13983,2476,2365,1150,2475,2362,1139,90,100,0,500,2744;
@400000005e58c7a637ccd62e #d,-,18,2475,2364,1142,542,3,225496,13980,2475,2365,1146,2475,2363,1138,90,100,0,500,2746;
@400000005e58c7a637d59426 #d,-,18,2474,2365,1143,542,3,225383,13973,2475,2365,1147,2474,2363,1139,90,100,0,500,2744;
@400000005e58c7a837e45598 #d,-,18,2474,2364,1139,543,3,225305,13968,2474,2365,1145,2474,2364,1134,90,100,0,500,2744;
@400000005e58c7a837ecf11a #d,-,18,2472,2362,1143,544,3,225227,13964,2474,2365,1143,2472,2362,1134,90,100,0,500,2737;
@400000005e58c7aa37fab44c #d,-,18,2471,2360,1139,544,3,225150,13959,2472,2363,1144,2471,2360,1135,90,100,0,500,2737;
@400000005e58c7aa38036717 #d,-,18,2470,2362,1141,545,3,225073,13954,2471,2362,1146,2470,2360,1136,90,100,0,500,2739;
@400000005e58c7ac38122c42 #d,-,18,2469,2361,1140,546,3,224996,13949,2470,2362,1144,2469,2360,1136,90,100,0,500,2739;
@400000005e58c7ac381aedf4 #d,-,18,2468,2362,1140,546,3,224920,13945,2469,2362,1144,2468,2360,1138,90,100,0,500,2737;
@400000005e58c7ae38282484 #d,-,18,2468,2361,1144,547,3,224844,13940,2468,2363,1144,2468,2361,1138,90,100,0,500,2734;
@400000005e58c7ae38311a5d #d,-,18,2467,2361,1136,548,3,224767,13935,2468,2362,1144,2467,2360,1136,90,100,0,500,2737;
@400000005e58c7b0383ea69c #d,-,18,2467,2363,1143,548,3,224692,13930,2467,2363,1143,2467,2360,1136,90,100,0,500,2734;
@400000005e58c7b03847421e #d,-,18,2465,2362,1131,549,3,224615,13926,2467,2363,1143,2465,2360,1130,90,100,0,500,2734;
@400000005e58c7b23855e3e5 #d,-,18,2463,2362,1132,550,3,224538,13921,2465,2363,1137,2463,2361,1129,90,100,0,500,2723;
@400000005e58c7b2385e9e24 #d,-,18,2461,2361,1134,550,3,224460,13916,2463,2362,1139,2461,2361,1129,90,100,0,500,2720;
@400000005e58c7b4386cf29e #d,-,18,2458,2364,1133,551,3,224383,13911,2461,2364,1136,2458,2361,1131,90,100,0,500,2723;
@400000005e58c7b438759d07 #d,-,18,2457,2363,1134,552,3,224306,13907,2458,2364,1136,2457,2363,1130,90,100,0,500,2723;
@400000005e58c7b638832a35 #d,-,18,2455,2362,1128,552,3,224229,13902,2457,2363,1136,2455,2361,1126,90,100,0,500,2723;
@400000005e58c7b6388be473 #d,-,18,2452,2363,1126,553,3,224186,13899,2455,2363,1133,2452,2362,1124,90,100,0,500,2713;
@400000005e58c7b8389ab4cb #d,-,18,2449,2364,1130,554,3,224108,13894,2452,2365,1131,2449,2362,1123,90,100,0,500,2706;
@400000005e58c7b838a3504e #d,-,18,2446,2365,1126,554,3,223996,13887,2449,2365,1133,2446,2364,1123,90,100,0,500,2711;
@400000005e58c7ba38b0e4ee #d,-,18,2445,2363,1132,555,3,223919,13883,2446,2365,1133,2445,2362,1124,90,100,0,500,2711;
@400000005e58c7ba38b9b2bb #d,-,18,2443,2363,1130,556,3,223842,13878,2445,2364,1132,2443,2362,1124,90,100,0,500,2708;
@400000005e58c7bc38c75ea4 #d,-,18,2442,2365,1131,556,3,223765,13873,2443,2365,1132,2442,2363,1123,90,100,0,500,2711;
@400000005e58c7bc38cffa27 #d,-,18,2440,2364,1124,557,3,223689,13868,2442,2366,1131,2440,2363,1124,90,100,0,500,2706;
@400000005e58c7be38d94c33 #d,-,18,2439,2363,1718,558,3,223652,13866,2440,2366,1718,2439,2363,1124,89,100,0,500,2711;
@400000005e58c7be38e1b0c3 #d,-,18,3272,2366,1271,559,3,223682,13868,3272,2366,1741,2439,2361,1271,96,100,0,500,3405;
@400000005e58c7c038f11264 #d,-,18,2966,2364,1360,560,3,223658,13866,3272,2366,1438,2966,2363,1147,90,100,0,500,3268;
@400000005e58c7c038fa61a6 #d,-,18,3164,2359,1434,561,3,223703,13869,3164,2365,1442,2966,2359,1359,94,100,0,500,3339;
@400000005e58c7c2390a4013 #d,-,18,3220,2365,1428,561,3,223715,13870,3220,2365,1446,3164,2353,1424,94,100,0,500,3419;
@400000005e58c7c2391396c8 #d,-,18,3221,2362,1439,562,3,223693,13869,3221,2365,1439,3220,2362,1428,93,100,0,500,3434;
@400000005e58c7c43923d258 #d,-,18,3221,2359,1434,563,3,223705,13869,3221,2363,1443,3221,2359,1428,93,100,0,500,3434;
@400000005e58c7c4392cfe35 #d,-,18,3222,2360,1425,564,3,223718,13870,3222,2361,1442,3221,2359,1425,93,100,0,500,3436;
@400000005e58c7c6393c8e67 #d,-,18,3223,2359,1443,565,3,223730,13871,3223,2362,1443,3222,2359,1423,93,100,0,500,3434;
@400000005e58c7c639463711 #d,-,18,3224,2360,1432,566,3,223743,13872,3224,2360,1448,3223,2358,1425,93,100,0,500,3436;
@400000005e58c7c839568ad7 #d,-,18,3225,2356,1431,567,3,223755,13872,3225,2360,1445,3224,2356,1427,93,100,0,500,3431;
@400000005e58c7c8395fddd2 #d,-,18,3225,2358,1441,568,3,223768,13873,3225,2359,1448,3225,2356,1427,93,100,0,500,3434;
@400000005e58c7ca396f62d8 #d,-,18,3226,2357,1441,569,3,223814,13876,3226,2359,1443,3225,2356,1429,94,100,0,500,3431;
@400000005e58c7ca39789628 #d,-,18,3226,2362,1435,570,3,223793,13875,3226,2362,1448,3226,2357,1430,94,100,0,500,3429;
@400000005e58c7cc398864c1 #d,-,18,3227,2360,1446,570,3,223805,13875,3227,2362,1447,3226,2358,1427,93,100,0,500,3441;
@400000005e58c7cc3991b7bc #d,-,18,3228,2361,1449,571,3,223819,13876,3228,2361,1452,3227,2360,1430,93,100,0,500,3438;
@400000005e58c7ce39a21f11 #d,-,18,3230,2361,1436,572,3,223832,13877,3230,2362,1449,3228,2360,1435,93,100,0,500,3448;
@400000005e58c7ce39ab561c #d,-,18,3232,2358,1450,573,3,223846,13878,3232,2361,1450,3230,2358,1436,93,100,0,500,3448;
@400000005e58c7d039ba90a0 #d,-,18,3234,2360,1441,574,3,223860,13879,3234,2360,1450,3232,2358,1441,93,100,0,500,3448;
@400000005e58c7d039c41d59 #d,-,18,3235,2357,1448,575,3,223908,13882,3235,2360,1450,3234,2357,1438,93,100,0,501,3445;
@400000005e58c7d239d45263 #d,-,18,3237,2360,1449,576,3,223889,13881,3237,2360,1451,3235,2357,1444,93,100,0,501,3457;
@400000005e58c7d239dda55e #d,-,18,3239,2361,1444,577,3,223903,13882,3239,2362,1451,3237,2359,1441,93,100,0,501,3455;
@400000005e58c7d439ed1e48 #d,-,18,3240,2361,1438,578,3,223917,13882,3240,2361,1452,3239,2359,1438,93,100,0,501,3453;
@400000005e58c7d439f64937 #d,-,18,3240,2359,1464,579,3,223928,13883,3240,2361,1464,3240,2359,1405,94,100,0,501,3443;
@400000005e58c7d63a04d85e #d,-,18,3239,2360,1450,579,3,223943,13884,3240,2361,1464,3239,2359,1442,94,100,0,501,3441;
@400000005e58c7d63a0e9c0a #d,-,18,3241,2360,1438,580,3,223990,13887,3241,2362,1451,3239,2360,1436,93,100,0,501,3455;
@400000005e58c7d83a1e7304 #d,-,18,3242,2360,1456,581,3,223970,13886,3242,2362,1456,3241,2360,1421,93,100,0,501,3455;
@400000005e58c7d83a27d4e6 #d,-,18,3242,2360,1457,582,3,223983,13886,3242,2363,1457,3242,2360,1422,94,100,0,501,3443;
@400000005e58c7da3a37043d #d,-,18,3242,2360,1406,583,3,223996,13887,3242,2362,1457,3242,2360,1406,94,100,0,501,3445;
@400000005e58c7da3a405649 #d,-,18,3242,2361,1453,584,3,224009,13888,3242,2363,1463,3242,2360,1401,94,100,0,501,3445;
@400000005e58c7dc3a4f042c #d,-,18,3242,2362,1445,585,3,224056,13891,3242,2363,1453,3242,2360,1435,93,100,0,501,3450;
@400000005e58c7dc3a5891d4 #d,-,18,3241,2362,1442,586,3,224069,13892,3242,2362,1465,3241,2359,1406,94,100,0,501,3436;
@400000005e58c7de3a67894a #d,-,18,3243,2361,1446,587,3,224050,13891,3243,2362,1450,3241,2360,1442,93,100,0,501,3460;
@400000005e58c7de3a70b8e0 #d,-,18,3244,2361,1451,588,3,224064,13891,3244,2362,1453,3243,2359,1437,93,100,0,501,3457;
@400000005e58c7e03a7fc11a #d,-,18,3246,2358,1456,588,3,224079,13892,3246,2361,1457,3244,2358,1445,93,100,0,501,3455;
@400000005e58c7e03a8959ee #d,-,18,3249,2359,1453,589,3,224094,13893,3249,2360,1456,3246,2358,1443,93,100,0,501,3469;
@400000005e58c7e23a99a199 #d,-,18,3251,2358,1458,590,3,224109,13894,3251,2360,1458,3249,2358,1445,93,100,0,501,3467;
@400000005e58c7e23aa2f494 #d,-,18,3251,2360,1449,591,3,224124,13895,3251,2360,1460,3251,2356,1438,94,100,0,500,3457;
@400000005e58c7e43ab2c32d #d,-,18,3253,2358,1455,592,3,224138,13896,3253,2360,1455,3251,2357,1435,93,100,0,500,3464;
@400000005e58c7e43abbef0a #d,-,18,3254,2359,1455,593,3,224153,13897,3254,2360,1459,3253,2358,1442,93,100,0,500,3462;
@400000005e58c7e63aca7e31 #d,-,18,3254,2359,1452,594,3,224168,13898,3254,2360,1459,3254,2358,1444,93,100,0,500,3464;
@400000005e58c7e63ad40730 #d,-,18,3256,2359,1456,595,3,224182,13899,3256,2361,1457,3254,2359,1440,93,100,0,500,3469;
@400000005e58c7e83ae44edc #d,-,18,3257,2359,1464,596,3,224195,13900,3257,2360,1464,3256,2358,1397,93,100,0,500,3467;
@400000005e58c7e83aed95bb #d,-,18,3253,2359,1452,597,3,224241,13902,3257,2359,1474,3253,2357,1418,94,100,0,500,3434;
@400000005e58c7ea3afd0aeb #d,-,18,3254,2359,1447,598,3,224223,13901,3254,2359,1455,3253,2356,1443,94,100,0,501,3457;
@400000005e58c7ea3b064a58 #d,-,18,3256,2358,1449,598,3,224237,13902,3256,2360,1460,3254,2357,1446,93,100,0,501,3464;
@400000005e58c7ec3b158122 #d,-,18,3256,2359,1453,599,3,224252,13903,3256,2360,1457,3256,2358,1447,93,100,0,501,3467;
@400000005e58c7ec3b1f4114 #d,-,18,3257,2359,1449,600,3,224267,13904,3257,2361,1455,3256,2357,1447,94,100,0,501,3464;
@400000005e58c7ee3b2e6f7d #d,-,18,3259,2358,1457,601,3,224281,13905,3259,2360,1457,3257,2358,1443,94,100,0,501,3467;
@400000005e58c7ee3b379f13 #d,-,18,3259,2358,1448,602,3,224295,13906,3259,2360,1458,3259,2357,1447,94,100,0,501,3462;
@400000005e58c7f03b466ca1 #d,-,18,3260,2359,1458,603,3,224309,13907,3260,2361,1458,3259,2358,1438,94,100,0,501,3464;
@400000005e58c7f03b4ff5a0 #d,-,18,3260,2359,1450,604,3,224324,13908,3260,2360,1459,3260,2358,1447,94,100,0,501,3464;
@400000005e58c7f23b5fa57d #d,-,18,3261,2360,1454,605,3,224339,13909,3261,2360,1459,3260,2358,1450,93,100,0,501,3472;
@400000005e58c7f23b693324 #d,-,18,3262,2360,1430,605,3,224352,13909,3262,2360,1456,3261,2358,1428,94,100,0,501,3469;
@400000005e58c7f43b786cba #d,-,18,3261,2359,1455,606,3,224399,13912,3262,2360,1464,3261,2357,1430,94,100,0,501,3457;
@400000005e58c7f43b819897 #d,-,18,3259,2359,1452,607,3,224380,13911,3261,2360,1469,3259,2357,1413,94,100,0,501,3445;
@400000005e58c7f63b906624 #d,-,18,3260,2359,1423,608,3,224392,13912,3260,2359,1461,3259,2357,1421,93,100,0,501,3469;
@400000005e58c7f63b99c806 #d,-,18,3260,2357,1453,609,3,224407,13913,3260,2359,1467,3260,2356,1423,94,100,0,501,3462;
@400000005e58c7f9000e86c5 #d,-,18,3259,2356,1454,610,3,224419,13914,3260,2358,1471,3259,2355,1408,94,100,0,501,3462;
@400000005e58c7f90017d9c0 #d,-,18,3258,2356,1451,611,3,224432,13914,3259,2357,1454,3258,2355,1441,94,100,0,501,3445;
@400000005e58c7fb00269eeb #d,-,18,3257,2357,1449,612,3,224446,13915,3258,2357,1452,3257,2355,1446,94,100,0,501,3453;
@400000005e58c7fb0030576a #d,-,18,3257,2357,1450,613,3,224491,13918,3257,2358,1452,3257,2355,1443,94,100,0,501,3457;
@400000005e58c7fd003f6ad0 #d,-,18,3257,2357,1429,614,3,224471,13917,3257,2357,1456,3257,2356,1429,94,100,0,501,3460;
@400000005e58c7fd0048b569 #d,-,18,3255,2357,1436,614,3,224483,13917,3257,2358,1459,3255,2356,1429,94,100,0,501,3445;
@400000005e58c7ff0057b541 #d,-,18,3254,2357,1451,615,3,224496,13918,3255,2359,1454,3254,2356,1435,94,100,0,501,3448;
@400000005e58c7ff0060dc76 #d,-,18,3254,2357,1449,616,3,224509,13919,3254,2359,1454,3254,2357,1445,94,100,0,501,3455;
@400000005e58c801006fbd92 #d,-,18,3254,2357,1426,617,3,224521,13920,3254,2359,1454,3254,2357,1426,94,100,0,501,3455;
@400000005e58c80100794ef3 #d,-,18,3253,2358,1453,618,3,224565,13923,3254,2359,1456,3253,2357,1422,94,100,0,501,3448;
@400000005e58c80300893d36 #d,-,18,3253,2358,1449,619,3,224546,13921,3253,2359,1455,3253,2357,1445,94,100,0,501,3455;
@400000005e58c80300928f42 #d,-,18,3253,2357,1448,620,3,224559,13922,3253,2359,1454,3253,2356,1442,94,100,0,501,3455;
@400000005e58c80500a1c253 #d,-,18,3253,2354,1449,621,3,224572,13923,3253,2358,1452,3253,2354,1444,94,100,0,501,3457;
@400000005e58c80500aaf5a4 #d,-,18,3254,2355,1453,622,3,224616,13926,3254,2357,1453,3253,2354,1446,94,100,0,501,3455;
@400000005e58c80700b9ce5e #d,-,18,3254,2358,1443,623,3,224629,13927,3254,2358,1454,3254,2355,1443,94,100,0,501,3457;
@400000005e58c80700c31d9f #d,-,18,3255,2359,1452,624,3,224611,13925,3255,2360,1452,3254,2357,1443,94,100,0,501,3460;
@400000005e58c80900d3654a #d,-,18,3254,2360,1446,624,3,224623,13926,3255,2360,1453,3254,2358,1438,94,100,0,501,3457;
@400000005e58c80900dc8c7f #d,-,18,3254,2361,1440,625,3,224635,13927,3254,2361,1451,3254,2358,1440,94,100,0,501,3453;
@400000005e58c80b00eb90ff #d,-,18,3254,2359,1454,626,3,224648,13928,3254,2361,1454,3254,2357,1438,94,100,0,501,3455;
@400000005e58c80b00f52d8d #d,-,18,3254,2359,1450,627,3,224660,13928,3254,2359,1454,3254,2356,1442,94,100,0,501,3457;
@400000005e58c80d01050488 #d,-,18,3254,2358,1450,628,3,224673,13929,3254,2359,1453,3254,2356,1441,94,100,0,501,3453;
@400000005e58c80d010e5694 #d,-,18,3254,2358,1447,629,3,224685,13930,3254,2359,1453,3254,2356,1443,94,100,0,501,3455;
@400000005e58c80f011d6641 #d,-,18,3254,2358,1450,630,3,224698,13931,3254,2359,1453,3254,2356,1439,94,100,0,501,3455;
@400000005e58c80f01269992 #d,-,18,3254,2358,1437,631,3,224710,13932,3254,2358,1454,3254,2356,1437,94,100,0,501,3455;
@400000005e58c81101358a83 #d,-,18,3253,2360,1447,632,3,224752,13934,3254,2360,1453,3253,2356,1431,94,100,0,501,3443;
@400000005e58c811013ecda8 #d,-,18,3254,2359,1444,633,3,224733,13933,3254,2360,1453,3253,2358,1430,94,100,0,501,3460;
@400000005e58c813014f190d #d,-,18,3253,2359,1444,633,3,224746,13934,3254,2359,1455,3253,2357,1444,94,100,0,501,3455;
@400000005e58c8130158684e #d,-,18,3254,2359,1451,634,3,224758,13935,3254,2359,1451,3253,2357,1444,94,100,0,501,3460;
@400000005e58c8150167b661 #d,-,18,3254,2359,1448,635,3,224771,13935,3254,2359,1453,3254,2356,1445,94,100,0,501,3455;
@400000005e58c8150170f125 #d,-,18,3255,2355,1450,636,3,224814,13938,3255,2359,1454,3254,2355,1448,94,100,0,501,3460;
@400000005e58c81701802436 #d,-,18,3256,2355,1452,637,3,224827,13939,3256,2357,1455,3255,2355,1447,94,100,0,501,3462;
@400000005e58c81701896b15 #d,-,18,3256,2356,1449,638,3,224809,13938,3256,2356,1453,3256,2354,1448,94,100,0,501,3462;
@400000005e58c819019889a9 #d,-,18,3257,2353,1453,639,3,224822,13938,3257,2356,1453,3256,2352,1447,94,100,0,500,3457;
@400000005e58c81901a1bcfa #d,-,18,3257,2353,1451,640,3,224834,13939,3257,2354,1454,3257,2352,1447,94,100,0,500,3457;
@400000005e58c81b01b076f8 #d,-,18,3257,2355,1453,641,3,224846,13940,3257,2355,1454,3257,2352,1448,94,100,0,500,3457;
@400000005e58c81b01ba0c13 #d,-,18,3257,2352,1445,642,3,224858,13941,3257,2355,1456,3257,2352,1444,94,100,0,500,3460;
@400000005e58c81d01c93f23 #d,-,18,3258,2355,1453,643,3,224871,13942,3258,2355,1455,3257,2352,1445,94,100,0,500,3460;
@400000005e58c81d01d289bd #d,-,18,3258,2352,1449,643,3,224883,13942,3258,2355,1453,3258,2352,1446,94,100,0,500,3457;
@400000005e58c81f01e1379f #d,-,18,3258,2354,1445,644,3,224925,13945,3258,2354,1455,3258,2352,1445,94,100,0,500,3455;
@400000005e58c81f01ead7e7 #d,-,18,3258,2354,1455,645,4,224938,13946,3258,2355,1455,3258,2354,1444,94,100,0,500,3455;
@400000005e58c82101fa60a6 #d,-,18,3258,2355,1448,646,4,224920,13945,3258,2355,1456,3258,2353,1446,94,100,0,500,3460;
@400000005e58c8210203afe8 #d,-,18,3258,2354,1453,647,4,224932,13945,3258,2355,1455,3258,2353,1446,94,100,0,500,3457;
@400000005e58c8230212d235 #d,-,18,3258,2353,1451,648,4,224944,13946,3258,2355,1455,3258,2352,1447,94,100,0,500,3457;
@400000005e58c823021bfa58 #d,-,18,3258,2353,1452,649,4,224956,13947,3258,2354,1455,3258,2352,1447,94,100,0,500,3457;
@400000005e58c825022b44b2 #d,-,18,3258,2354,1454,650,4,224998,13949,3258,2355,1454,3258,2352,1446,94,100,0,500,3457;
@400000005e58c825023504a3 #d,-,18,3258,2355,1445,651,4,225010,13950,3258,2355,1455,3258,2352,1445,94,100,0,501,3457;
@400000005e58c82702443f28 #d,-,18,3258,2354,1451,652,4,224992,13949,3258,2355,1454,3258,2352,1445,94,100,0,501,3455;
@400000005e58c827024d8d7a #d,-,18,3258,2353,1449,652,4,225003,13950,3258,2354,1453,3258,2351,1448,94,100,0,501,3455;
@400000005e58c829025dba23 #d,-,18,3258,2353,1451,653,4,225015,13950,3258,2354,1456,3258,2351,1449,94,100,0,501,3455;
@400000005e58c8290266ed74 #d,-,18,3258,2353,1448,654,4,225027,13951,3258,2353,1456,3258,2351,1446,94,100,0,501,3457;
@400000005e58c82b027600db #d,-,18,3258,2350,1448,655,4,225069,13954,3258,2353,1454,3258,2350,1446,94,100,0,501,3455;
@400000005e58c82b027fae2c #d,-,18,3257,2351,1452,656,4,225051,13953,3258,2353,1453,3257,2350,1446,94,100,0,501,3453;
@400000005e58c82d028ec54c #d,-,18,3257,2351,1450,657,4,225062,13953,3257,2353,1454,3257,2351,1449,94,100,0,501,3455;
@400000005e58c82d02980010 #d,-,18,3257,2352,1453,658,4,225074,13954,3257,2354,1454,3257,2351,1445,94,100,0,501,3455;
@400000005e58c82f02a6d157 #d,-,18,3257,2353,1445,659,4,225085,13955,3257,2355,1453,3257,2352,1444,94,100,0,501,3455;
@400000005e58c82f02b089d5 #d,-,18,3257,2353,1451,660,4,225097,13956,3257,2355,1453,3257,2353,1445,94,100,0,501,3455;
@400000005e58c83102c0c654 #d,-,18,3257,2354,1454,661,4,225108,13956,3257,2355,1454,3257,2352,1444,94,100,0,501,3455;
@400000005e58c83102ca20c2 #d,-,18,3256,2353,1448,661,4,225119,13957,3257,2355,1456,3256,2353,1441,94,100,0,501,3450;
@400000005e58c83302d97dbb #d,-,18,3256,2353,1447,662,4,225130,13958,3256,2355,1454,3256,2353,1440,94,100,0,501,3453;
@400000005e58c83302e2ad52 #d,-,18,3256,2355,1443,663,4,225141,13958,3256,2355,1457,3256,2352,1443,94,100,0,501,3455;
@400000005e58c83502f16751 #d,-,18,3254,2355,1441,664,4,225180,13961,3256,2355,1451,3254,2352,1417,94,100,0,501,3445;
@400000005e58c83502faec96 #d,-,18,3253,2349,1445,665,4,225162,13960,3254,2355,1467,3253,2348,1440,94,100,0,501,3441;
@400000005e58c837030a138c #d,-,18,3254,2349,1449,666,4,225174,13960,3254,2350,1461,3253,2348,1445,94,100,0,501,3460;
@400000005e58c837031361de #d,-,18,3255,2349,1454,667,4,225186,13961,3255,2351,1464,3254,2348,1449,94,100,0,501,3457;
@400000005e58c8390322b499 #d,-,18,3256,2349,1449,668,4,225198,13962,3256,2351,1461,3255,2349,1449,94,100,0,501,3460;
@400000005e58c839032c317d #d,-,18,3258,2349,1453,669,4,225240,13964,3258,2352,1459,3256,2349,1445,94,100,0,501,3464;
@400000005e58c83b033b3d70 #d,-,18,3258,2350,1452,670,4,225251,13965,3258,2351,1460,3258,2348,1449,94,100,0,501,3460;
@400000005e58c83b0344ab6d #d,-,18,3259,2351,1454,671,4,225234,13964,3259,2351,1459,3258,2349,1447,94,100,0,501,3460;
@400000005e58c83d0353e5f1 #d,-,18,3259,2350,1450,671,4,225245,13965,3259,2351,1460,3259,2348,1446,94,100,0,501,3460;
@400000005e58c83d035d21a4 #d,-,18,3260,2350,1457,672,4,225258,13966,3260,2351,1460,3259,2349,1449,94,100,0,501,3462;
@400000005e58c83f036bce98 #d,-,18,3261,2350,1454,673,4,225269,13966,3261,2351,1462,3260,2349,1451,94,100,0,501,3462;
