@400000005e22b5b51b12d0b6 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e22b5b609667e6e #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e22b674183fafdc #d,-,18,3295,2364,1460,161,1,222081,13769,3295,2365,1462,3295,2364,1451,94,100,0,500,3490;
@400000005e22b674184929f5 #d,-,18,3295,2362,1462,162,1,222158,13773,3295,2364,1462,3295,2362,1455,94,100,0,500,3495;
@400000005e22b67618588335 #d,-,18,3295,2362,1456,163,1,222233,13778,3295,2363,1463,3295,2362,1456,94,100,0,500,3498;
@400000005e22b67618627660 #d,-,18,3296,2362,1466,164,1,222312,13783,3296,2363,1467,3295,2362,1455,94,100,0,500,3498;
@400000005e22b678186fb552 #d,-,18,3194,2365,1079,164,1,222118,13771,3296,2365,1466,3194,2361,938,92,100,0,500,3464;
@400000005e22b6781878672e #d,-,18,2260,2364,1146,165,1,221869,13755,3194,2365,1174,2260,2363,1041,88,100,0,500,2566;
@400000005e22b67a1885778f #d,-,18,2453,2363,1136,166,1,221635,13741,2453,2364,1146,2260,2362,1133,89,100,0,500,2737;
@400000005e22b67a188e9ec4 #d,-,18,2454,2365,1140,166,1,221405,13727,2454,2365,1142,2453,2363,1135,89,100,0,500,2734;
@400000005e22b67c189c3f80 #d,-,18,2454,2365,1135,167,1,221175,13712,2454,2365,1141,2454,2365,1133,89,100,0,500,2734;
@400000005e22b67c18a4da14 #d,-,18,2454,2366,1133,168,1,220946,13698,2454,2366,1139,2454,2365,1132,89,100,0,500,2732;
@400000005e22b67e18b33602 #d,-,18,2454,2365,1135,168,1,220721,13684,2454,2366,1139,2454,2364,1132,89,100,0,500,2732;
@400000005e22b67e18bcb01b #d,-,18,2454,2366,1134,169,1,220494,13670,2454,2366,1135,2454,2364,1127,89,100,0,500,2727;
@400000005e22b68018ca584a #d,-,18,2452,2365,1134,170,1,220268,13656,2454,2366,1135,2452,2365,1124,90,100,0,500,2723;
@400000005e22b68018d2eb6b #d,-,18,2451,2366,1128,171,1,220044,13642,2452,2367,1138,2451,2364,1125,90,100,0,500,2718;
@400000005e22b68218e01226 #d,-,18,2450,2366,1130,171,1,219824,13629,2451,2367,1134,2450,2365,1123,90,100,0,500,2720;
@400000005e22b68218e926bb #d,-,18,2449,2366,1131,172,1,219604,13615,2450,2366,1134,2449,2366,1126,90,100,0,500,2715;
@400000005e22b68418f6a413 #d,-,18,2447,2364,1125,173,1,219386,13601,2449,2366,1133,2447,2364,1125,90,100,0,500,2718;
@400000005e22b68418ff337a #d,-,18,2446,2363,1128,173,1,219168,13588,2447,2365,1130,2446,2363,1123,90,100,0,500,2708;
@400000005e22b686190c2431 #d,-,18,2444,2364,1126,174,1,218951,13575,2446,2364,1129,2444,2363,1123,90,100,0,500,2711;
@400000005e22b6861915341d #d,-,18,2443,2366,1131,175,1,218738,13561,2444,2366,1132,2443,2364,1123,90,100,0,500,2708;
@400000005e22b6881922b52f #d,-,18,2441,2364,1127,175,1,218525,13548,2443,2366,1131,2441,2364,1123,90,100,0,500,2711;
@400000005e22b688192b76e1 #d,-,18,2440,2364,1126,176,1,218315,13535,2441,2365,1131,2440,2364,1123,90,100,0,500,2708;
@400000005e22b68a19385c6a #d,-,18,2439,2365,1129,177,1,218108,13522,2440,2365,1130,2439,2364,1124,89,100,0,500,2711;
@400000005e22b68a19414d9b #d,-,18,2438,2367,1120,177,1,217899,13509,2439,2367,1129,2438,2365,1120,90,100,0,500,2708;
@400000005e22b68c194e9b74 #d,-,18,2436,2366,1127,178,1,217692,13496,2438,2367,1129,2436,2366,1118,90,100,0,500,2699;
@400000005e22b68c19572adb #d,-,18,2434,2363,1122,179,1,217588,13490,2436,2367,1127,2434,2363,1119,90,100,0,500,2699;
@400000005e22b68e19648889 #d,-,18,2433,2363,1123,179,1,217385,13477,2434,2363,1127,2433,2362,1122,89,100,0,500,2704;
@400000005e22b68e196d3f0d #d,-,18,2432,2365,1124,180,1,217184,13465,2433,2365,1127,2432,2362,1120,90,100,0,500,2699;
@400000005e22b690197a2c0b #d,-,18,2432,2365,1123,181,1,216887,13447,2432,2365,1130,2432,2365,1122,89,100,0,500,2706;
@400000005e22b69019834bcc #d,-,18,2431,2364,1123,181,1,216689,13434,2432,2365,1126,2431,2363,1121,90,100,0,500,2701;
@400000005e22b6921990b94f #d,-,18,2430,2362,1127,182,1,216493,13422,2431,2364,1127,2430,2362,1119,90,100,0,500,2699;
@400000005e22b69219994c70 #d,-,18,2429,2363,1122,183,1,216299,13410,2430,2364,1129,2429,2362,1120,89,100,0,500,2699;
@400000005e22b69419a6608b #d,-,18,2428,2362,1121,183,1,216104,13398,2429,2364,1126,2428,2362,1116,89,100,0,500,2701;
@400000005e22b69419af7431 #d,-,18,2426,2363,1116,184,1,215908,13386,2428,2364,1123,2426,2362,1114,90,100,0,500,2689;
@400000005e22b69619bd18a7 #d,-,18,2424,2364,1128,185,1,215716,13374,2426,2364,1128,2424,2362,1116,90,100,0,500,2689;
@400000005e22b69619c5b429 #d,-,18,2423,2364,1118,185,1,215527,13362,2424,2365,1128,2423,2364,1118,89,100,0,500,2697;
@400000005e22b69819d29c7e #d,-,18,2422,2364,1121,186,1,215338,13350,2423,2364,1123,2422,2364,1116,89,100,0,500,2694;
@400000005e22b69819dba8b1 #d,-,18,2421,2363,1119,187,1,215150,13339,2422,2364,1121,2421,2362,1117,90,100,0,500,2689;
@400000005e22b69a19e93998 #d,-,18,2420,2363,1118,187,1,214965,13327,2421,2364,1122,2420,2362,1118,89,100,0,500,2692;
@400000005e22b69a19f1d42c #d,-,18,2418,2364,1120,188,1,214781,13316,2420,2365,1125,2418,2363,1117,89,100,0,500,2689;
@400000005e22b69c19febd70 #d,-,18,2418,2364,1123,189,1,214600,13305,2418,2364,1124,2418,2364,1118,89,100,0,500,2697;
@400000005e22b69c1a0792b0 #d,-,18,2418,2362,1122,189,1,214421,13294,2418,2365,1126,2418,2362,1121,89,100,0,500,2694;
@400000005e22b69e1a14be13 #d,-,18,2417,2362,1121,190,1,214241,13282,2418,2363,1124,2417,2362,1116,89,100,0,500,2697;
@400000005e22b69e1a1d3da5 #d,-,18,2416,2363,1119,191,1,214154,13277,2417,2363,1122,2416,2362,1116,89,100,0,500,2689;
@400000005e22b6a01a2c8bb8 #d,-,18,2415,2364,1121,191,1,213885,13260,2416,2365,1123,2415,2363,1116,89,100,0,500,2689;
@400000005e22b6a01a35deb3 #d,-,18,2415,2362,1189,192,1,213811,13256,2415,2364,1189,2415,2362,1115,89,100,0,500,2694;
@400000005e22b6a21a450962 #d,-,18,2689,2362,1440,193,1,213753,13252,2689,2363,1455,2415,2362,1189,92,100,0,500,2896;
@400000005e22b6a21a4e353f #d,-,18,3218,2360,1440,194,1,213828,13257,3218,2362,1441,2689,2359,1415,94,100,0,500,3400;
@400000005e22b6a41a5c98a0 #d,-,18,3218,2361,1436,195,1,213905,13262,3218,2361,1443,3218,2359,1430,93,100,0,500,3426;
@400000005e22b6a41a661a2c #d,-,18,3219,2361,1436,196,1,214069,13272,3219,2361,1440,3218,2360,1422,93,100,0,500,3429;
@400000005e22b6a61a75c64f #d,-,18,3221,2363,1438,196,1,214143,13276,3221,2363,1439,3219,2361,1424,93,100,0,500,3436;
@400000005e22b6a61a81cc55 #d,-,18,3221,2363,1427,197,1,214128,13275,3221,2363,1439,3221,2362,1427,93,100,0,500,3431;
@400000005e22b6a81a90cfe6 #d,-,18,3222,2363,1434,198,1,214201,13280,3222,2363,1440,3221,2362,1424,93,100,0,500,3431;
@400000005e22b6a81a99dc19 #d,-,18,3223,2361,1435,199,1,214275,13285,3223,2363,1443,3222,2360,1419,93,100,0,500,3436;
@400000005e22b6aa1aa857b2 #d,-,18,3224,2361,1429,200,1,214347,13289,3224,2362,1438,3223,2361,1426,93,100,0,500,3431;
@400000005e22b6aa1ab1865a #d,-,18,3225,2362,1436,201,1,214420,13294,3225,2362,1438,3224,2361,1429,94,100,0,500,3429;
@400000005e22b6ac1ac06776 #d,-,18,3225,2362,1435,202,1,214491,13298,3225,2362,1441,3225,2361,1422,94,100,0,500,3429;
@400000005e22b6ac1ac97fc5 #d,-,18,3226,2362,1439,203,1,214563,13302,3226,2363,1439,3225,2361,1430,93,100,0,500,3438;
@400000005e22b6ae1ad7cbde #d,-,18,3228,2364,1438,203,1,214636,13307,3228,2364,1441,3226,2362,1436,93,100,0,500,3436;
@400000005e22b6ae1ae13d94 #d,-,18,3228,2364,1436,204,1,214707,13311,3228,2364,1441,3228,2364,1423,93,100,0,500,3436;
@400000005e22b6b01aefef31 #d,-,18,3229,2364,1439,205,1,214776,13316,3229,2365,1440,3228,2364,1424,93,100,0,500,3441;
@400000005e22b6b01af903c6 #d,-,18,3229,2364,1426,206,1,214845,13320,3229,2364,1439,3229,2364,1426,94,100,0,500,3434;
@400000005e22b6b21b0795b8 #d,-,18,3229,2364,1437,207,1,214915,13324,3229,2364,1439,3229,2364,1425,94,100,0,500,3434;
@400000005e22b6b21b111fa6 #d,-,18,3229,2363,1436,208,1,214983,13328,3229,2364,1441,3229,2363,1426,93,100,0,500,3436;
@400000005e22b6b41b1fffd3 #d,-,18,3231,2363,1433,209,1,215050,13333,3231,2364,1438,3229,2363,1422,93,100,0,500,3438;
@400000005e22b6b41b292f6a #d,-,18,3230,2362,1435,210,1,215118,13337,3231,2363,1442,3230,2362,1433,94,100,0,500,3431;
@400000005e22b6b61b3817f9 #d,-,18,3230,2362,1437,211,1,215184,13341,3230,2362,1444,3230,2362,1417,94,100,0,500,3429;
@400000005e22b6b61b414790 #d,-,18,3231,2362,1448,212,1,215250,13345,3231,2362,1448,3230,2361,1421,93,100,0,500,3443;
@400000005e22b6b81b501c91 #d,-,18,3231,2360,1439,212,1,215318,13349,3231,2362,1448,3231,2360,1435,94,100,0,500,3436;
@400000005e22b6b81b593126 #d,-,18,3232,2359,1447,213,1,215387,13354,3232,2360,1451,3231,2359,1426,93,100,0,500,3443;
@400000005e22b6ba1b680d9a #d,-,18,3234,2360,1442,214,1,215455,13358,3234,2360,1449,3232,2359,1426,93,100,0,500,3453;
@400000005e22b6ba1b718b6c #d,-,18,3236,2362,1416,215,1,215522,13362,3236,2362,1449,3234,2360,1416,93,100,0,500,3448;
@400000005e22b6bc1b800d89 #d,-,18,3235,2362,1440,216,1,215587,13366,3236,2362,1449,3235,2362,1415,94,100,0,500,3436;
@400000005e22b6bc1b8968e6 #d,-,18,3234,2362,1438,217,1,215649,13370,3235,2362,1453,3234,2362,1405,94,100,0,500,3434;
@400000005e22b6be1b98605c #d,-,18,3236,2361,1435,218,1,215714,13374,3236,2362,1445,3234,2360,1431,93,100,0,500,3443;
@400000005e22b6be1ba17137 #d,-,18,3237,2361,1444,219,1,215781,13378,3237,2362,1444,3236,2360,1435,94,100,0,500,3443;
@400000005e22b6c01bb0418f #d,-,18,3236,2361,1437,220,1,215843,13382,3237,2363,1453,3236,2361,1414,94,100,0,500,3438;
@400000005e22b6c01bb94a08 #d,-,18,3239,2363,1452,220,1,215909,13386,3239,2363,1452,3236,2361,1420,93,100,0,500,3457;
@400000005e22b6c21bc849e0 #d,-,18,3240,2363,1444,221,1,215976,13390,3240,2363,1454,3239,2363,1440,93,100,0,500,3448;
@400000005e22b6c21bd19921 #d,-,18,3241,2362,1444,222,1,216041,13394,3241,2363,1451,3240,2361,1427,93,100,0,500,3453;
@400000005e22b6c41be0cb44 #d,-,18,3243,2361,1452,223,1,216108,13398,3243,2362,1454,3241,2361,1428,93,100,0,500,3457;
@400000005e22b6c41bea25b2 #d,-,18,3245,2359,1424,224,1,216172,13402,3245,2361,1452,3243,2359,1424,93,100,0,500,3453;
@400000005e22b6c61bf89175 #d,-,18,3245,2359,1446,225,1,216237,13406,3245,2360,1457,3245,2358,1422,94,100,0,500,3448;
@400000005e22b6c61c024192 #d,-,18,3245,2359,1443,226,1,216377,13415,3245,2359,1460,3245,2358,1415,94,100,0,500,3448;
@400000005e22b6c81c1159a1 #d,-,18,3246,2361,1432,227,1,216358,13414,3246,2361,1449,3245,2359,1420,94,100,0,500,3450;
@400000005e22b6c81c1a4629 #d,-,18,3245,2360,1445,228,1,216502,13423,3246,2361,1459,3245,2360,1432,94,100,0,500,3448;
@400000005e22b6ca1c289242 #d,-,18,3245,2361,1443,229,1,216562,13426,3245,2361,1457,3245,2360,1423,94,100,0,500,3443;
@400000005e22b6ca1c321c30 #d,-,18,3248,2357,1462,230,1,216626,13430,3248,2361,1462,3245,2357,1433,93,100,0,500,3464;
@400000005e22b6cc1c414325 #d,-,18,3250,2357,1449,230,1,216693,13435,3250,2358,1462,3248,2357,1449,93,100,0,500,3464;
@400000005e22b6cc1c4a4f58 #d,-,18,3252,2357,1452,231,1,216679,13434,3252,2358,1461,3250,2357,1425,93,100,0,500,3462;
@400000005e22b6ce1c593f5b #d,-,18,3254,2359,1458,232,1,216819,13442,3254,2359,1459,3252,2357,1428,93,100,0,500,3472;
@400000005e22b6ce1c62a22b #d,-,18,3255,2359,1439,233,1,216804,13441,3255,2360,1458,3254,2359,1439,94,100,0,500,3462;
@400000005e22b6d01c71763d #d,-,18,3256,2358,1456,234,1,216870,13445,3256,2359,1458,3255,2358,1438,93,100,0,500,3467;
@400000005e22b6d01c7a7fa5 #d,-,18,3258,2356,1450,235,1,216932,13449,3258,2358,1459,3256,2356,1442,93,100,0,500,3469;
@400000005e22b6d21c899a7f #d,-,18,3260,2356,1450,236,1,216994,13453,3260,2357,1458,3258,2355,1435,93,100,0,500,3469;
@400000005e22b6d21c930108 #d,-,18,3260,2356,1453,237,1,217059,13457,3260,2356,1459,3260,2355,1449,94,100,0,500,3462;
@400000005e22b6d41ca1584e #d,-,18,3261,2358,1450,238,1,217120,13461,3261,2358,1462,3260,2355,1436,94,100,0,500,3462;
@400000005e22b6d41caab765 #d,-,18,3262,2360,1457,239,1,217180,13465,3262,2360,1457,3261,2358,1432,93,100,0,500,3472;
@400000005e22b6d61cb977e8 #d,-,18,3262,2359,1439,240,1,217240,13468,3262,2361,1459,3262,2359,1439,94,100,0,500,3455;
@400000005e22b6d61cc26cd2 #d,-,18,3262,2360,1454,240,1,217301,13472,3262,2360,1465,3262,2358,1428,94,100,0,500,3462;
@400000005e22b6d81cd1036d #d,-,18,3263,2360,1444,241,1,217359,13476,3263,2360,1459,3262,2359,1434,94,100,0,500,3469;
@400000005e22b6d81cdac807 #d,-,18,3262,2362,1426,242,1,217414,13479,3263,2362,1457,3262,2360,1426,94,100,0,500,3460;
@400000005e22b6da1ce9888a #d,-,18,3262,2362,1455,243,1,217475,13483,3262,2362,1461,3262,2361,1426,94,100,0,500,3457;
@400000005e22b6da1cf2a93a #d,-,18,3263,2362,1452,244,1,217537,13487,3263,2362,1463,3262,2361,1444,93,100,0,500,3472;
@400000005e22b6dc1d00ecf2 #d,-,18,3266,2362,1451,245,1,217596,13490,3266,2362,1457,3263,2361,1433,93,100,0,500,3483;
@400000005e22b6dc1d09fa13 #d,-,18,3266,2363,1448,246,1,217656,13494,3266,2363,1458,3266,2362,1447,94,100,0,500,3467;
@400000005e22b6de1d182a3c #d,-,18,3266,2362,1458,247,1,217714,13498,3266,2363,1458,3266,2362,1433,94,100,0,500,3467;
@400000005e22b6de1d214ea5 #d,-,18,3268,2362,1463,248,1,217774,13502,3268,2362,1463,3266,2362,1439,93,100,0,500,3481;
@400000005e22b6e01d302b19 #d,-,18,3269,2362,1443,249,1,217832,13505,3269,2362,1463,3268,2361,1443,94,100,0,500,3476;
@400000005e22b6e01d395e6a #d,-,18,3269,2362,1456,249,1,217891,13509,3269,2363,1459,3269,2362,1438,94,100,0,500,3472;
@400000005e22b6e21d47a310 #d,-,18,3269,2363,1450,250,1,217948,13512,3269,2363,1461,3269,2362,1437,94,100,0,500,3474;
@400000005e22b6e21d513f9d #d,-,18,3271,2362,1446,251,1,218005,13516,3271,2363,1459,3269,2362,1441,93,100,0,500,3481;
@400000005e22b6e41d602be6 #d,-,18,3271,2362,1450,252,1,218063,13519,3271,2363,1459,3271,2361,1446,94,100,0,500,3472;
@400000005e22b6e41d69195e #d,-,18,3271,2360,1455,253,1,218119,13523,3271,2362,1460,3271,2359,1434,94,100,0,500,3469;
@400000005e22b6e61d7761bd #d,-,18,3272,2361,1458,254,1,218175,13526,3272,2361,1458,3271,2359,1435,94,100,0,500,3476;
@400000005e22b6e61d811df5 #d,-,18,3272,2361,1445,255,1,218230,13530,3272,2361,1460,3272,2360,1445,94,100,0,500,3469;
@400000005e22b6e81d8fc730 #d,-,18,3271,2360,1454,256,1,218283,13533,3272,2361,1465,3271,2358,1429,94,100,0,500,3464;
@400000005e22b6e81d98e338 #d,-,18,3271,2361,1458,257,1,218339,13537,3271,2361,1465,3271,2359,1438,94,100,0,500,3474;
@400000005e22b6ea1da79d37 #d,-,18,3273,2362,1440,258,1,218394,13540,3273,2362,1459,3271,2361,1440,94,100,0,500,3479;
@400000005e22b6ea1db0bcf8 #d,-,18,3273,2361,1455,259,1,218450,13543,3273,2362,1465,3273,2361,1440,94,100,0,500,3476;
@400000005e22b6ec1dbf6adb #d,-,18,3272,2362,1452,259,1,218503,13547,3273,2362,1460,3272,2361,1439,94,100,0,500,3469;
@400000005e22b6ec1dc8b1bb #d,-,18,3273,2360,1453,260,1,218554,13550,3273,2362,1457,3272,2360,1426,94,100,0,500,3479;
@400000005e22b6ee1dd79e04 #d,-,18,3272,2359,1450,261,1,218608,13553,3273,2361,1466,3272,2359,1446,94,100,0,500,3464;
@400000005e22b6ee1de0cd9b #d,-,18,3272,2359,1456,262,1,218660,13556,3272,2360,1462,3272,2359,1436,94,100,0,500,3464;
@400000005e22b6f01def9680 #d,-,18,3272,2359,1454,263,1,218712,13560,3272,2360,1458,3272,2359,1439,94,100,0,500,3479;
@400000005e22b6f01df8494b #d,-,18,3272,2360,1445,264,1,218764,13563,3272,2360,1459,3272,2359,1445,94,100,0,500,3469;
@400000005e22b6f21e070349 #d,-,18,3272,2359,1457,265,1,218887,13570,3272,2360,1465,3272,2358,1435,94,100,0,500,3474;
@400000005e22b6f21e0ff47a #d,-,18,3272,2359,1457,266,1,218868,13569,3272,2360,1462,3272,2359,1440,94,100,0,500,3474;
@400000005e22b6f41e1db3f2 #d,-,18,3273,2359,1454,267,1,218919,13573,3273,2359,1459,3272,2358,1442,94,100,0,500,3476;
@400000005e22b6f41e26d76d #d,-,18,3273,2360,1450,268,1,218973,13576,3273,2360,1464,3273,2359,1450,94,100,0,500,3479;
@400000005e22b6f61e35890a #d,-,18,3274,2361,1454,269,1,219023,13579,3274,2361,1461,3273,2360,1438,94,100,0,500,3472;
@400000005e22b6f61e3e72c7 #d,-,18,3274,2360,1458,269,1,219074,13582,3274,2361,1458,3274,2360,1439,94,100,0,500,3479;
@400000005e22b6f81e4c8434 #d,-,18,3275,2361,1453,270,1,219126,13585,3275,2361,1463,3274,2360,1451,94,100,0,500,3474;
@400000005e22b6f81e55d287 #d,-,18,3275,2361,1456,271,1,219175,13588,3275,2361,1460,3275,2360,1438,94,100,0,500,3474;
@400000005e22b6fa1e64cea5 #d,-,18,3275,2360,1456,272,1,219226,13592,3275,2361,1458,3275,2360,1446,94,100,0,500,3479;
@400000005e22b6fa1e6e5892 #d,-,18,3276,2358,1454,273,1,219277,13595,3276,2360,1461,3275,2358,1449,94,100,0,500,3476;
@400000005e22b6fc1e7cbbf4 #d,-,18,3277,2359,1456,274,1,219395,13602,3277,2359,1462,3276,2358,1452,94,100,0,500,3483;
@400000005e22b6fc1e860e00 #d,-,18,3278,2360,1456,275,1,219378,13601,3278,2360,1462,3277,2358,1450,94,100,0,500,3481;
@400000005e22b6fe1e94996e #d,-,18,3278,2359,1455,276,1,219427,13604,3278,2360,1458,3278,2359,1447,94,100,0,500,3481;
@400000005e22b6fe1e9d9985 #d,-,18,3279,2359,1456,277,1,219544,13611,3279,2360,1460,3278,2359,1451,94,100,0,500,3479;
@400000005e22b7001eac3c3b #d,-,18,3278,2361,1458,278,1,219592,13614,3279,2361,1461,3278,2359,1448,94,100,0,500,3474;
@400000005e22b7001eb53899 #d,-,18,3279,2361,1455,279,1,219641,13617,3279,2361,1460,3278,2361,1449,94,100,0,500,3481;
@400000005e22b7021ec3edef #d,-,18,3279,2361,1451,279,1,219688,13620,3279,2361,1458,3279,2361,1449,94,100,0,500,3476;
@400000005e22b7021eccfeca #d,-,18,3279,2361,1454,280,1,219736,13623,3279,2362,1460,3279,2361,1450,94,100,0,500,3479;
@400000005e22b7041edbd3cb #d,-,18,3279,2361,1456,281,1,219784,13626,3279,2362,1460,3279,2361,1451,94,100,0,500,3481;
@400000005e22b7041ee4bc9a #d,-,18,3279,2361,1453,282,1,219830,13629,3279,2361,1460,3279,2361,1443,94,100,0,500,3483;
@400000005e22b7061ef308b3 #d,-,18,3279,2362,1454,283,1,219878,13632,3279,2362,1460,3279,2361,1450,94,100,0,500,3476;
@400000005e22b7061efcc132 #d,-,18,3279,2362,1460,284,1,219859,13631,3279,2362,1463,3279,2361,1437,94,100,0,500,3474;
@400000005e22b7081f0bcd25 #d,-,18,3279,2362,1457,285,1,219906,13634,3279,2362,1460,3279,2361,1445,94,100,0,500,3483;
@400000005e22b7081f150ba2 #d,-,18,3280,2362,1451,286,1,219952,13637,3280,2362,1460,3279,2361,1450,94,100,0,500,3479;
@400000005e22b70a1f23873b #d,-,18,3280,2359,1456,287,1,219999,13639,3280,2362,1459,3280,2359,1446,94,100,0,500,3476;
@400000005e22b70a1f2cecd6 #d,-,18,3280,2359,1454,288,1,220044,13642,3280,2360,1459,3280,2359,1446,94,100,0,500,3481;
@400000005e22b70c1f3b96ff #d,-,18,3280,2361,1452,289,1,220089,13645,3280,2361,1458,3280,2359,1447,94,100,0,500,3479;
@400000005e22b70c1f447c15 #d,-,18,3280,2360,1457,290,1,220136,13648,3280,2361,1461,3280,2360,1452,94,100,0,500,3476;
@400000005e22b70e1f53b2df #d,-,18,3280,2360,1462,290,1,220182,13651,3280,2361,1463,3280,2359,1447,94,100,0,500,3481;
@400000005e22b70e1f5ce276 #d,-,18,3282,2359,1459,291,1,220229,13654,3282,2360,1466,3280,2359,1449,93,100,0,500,3493;
@400000005e22b7101f6b97cc #d,-,18,3283,2358,1457,292,1,220276,13657,3283,2359,1465,3282,2357,1456,94,100,0,500,3488;
@400000005e22b7101f74a8a8 #d,-,18,3284,2357,1461,293,1,220323,13660,3284,2358,1468,3283,2355,1453,94,100,0,500,3486;
@400000005e22b7121f836dd3 #d,-,18,3285,2355,1463,294,1,220370,13662,3285,2357,1467,3284,2354,1454,94,100,0,500,3488;
@400000005e22b7121f8c764c #d,-,18,3287,2356,1453,295,1,220417,13665,3287,2357,1467,3285,2355,1449,94,100,0,500,3493;
@400000005e22b7141f9af0f6 #d,-,18,3287,2355,1461,296,1,220462,13668,3287,2356,1468,3287,2354,1453,94,100,0,500,3486;
@400000005e22b7141fa48ab9 #d,-,18,3287,2356,1458,297,1,220506,13671,3287,2356,1468,3287,2355,1448,94,100,0,500,3481;
@400000005e22b7161fb37abc #d,-,18,3287,2354,1456,298,1,220550,13674,3287,2357,1465,3287,2353,1451,94,100,0,500,3486;
@400000005e22b7161fbcbde1 #d,-,18,3287,2355,1460,299,1,220658,13680,3287,2355,1468,3287,2353,1456,94,100,0,500,3483;
@400000005e22b7181fcb671c #d,-,18,3287,2355,1463,300,1,220701,13683,3287,2356,1467,3287,2355,1451,94,100,0,500,3481;
@400000005e22b7181fd50c0c #d,-,18,3287,2353,1464,300,1,220745,13686,3287,2355,1470,3287,2353,1451,94,100,0,500,3488;
@400000005e22b71a1fe3aec2 #d,-,18,3288,2354,1454,301,1,220787,13688,3288,2355,1465,3287,2352,1453,94,100,0,500,3483;
@400000005e22b71a1fecbeae #d,-,18,3287,2356,1459,302,1,220770,13687,3288,2356,1468,3287,2354,1454,94,100,0,500,3483;
@400000005e22b71c1ffb1e56 #d,-,18,3288,2357,1461,303,1,220814,13690,3288,2358,1466,3287,2356,1452,94,100,0,500,3486;
@400000005e22b71c200426d0 #d,-,18,3288,2357,1456,304,1,220856,13693,3288,2357,1465,3288,2356,1453,94,100,0,500,3486;
@400000005e22b71e20131a8c #d,-,18,3288,2357,1457,305,1,220899,13695,3288,2358,1463,3288,2356,1456,94,100,0,500,3483;
@400000005e22b71e201c17d8 #d,-,18,3288,2358,1463,306,1,220941,13698,3288,2358,1463,3288,2356,1455,94,100,0,500,3486;
@400000005e22b720202a7b3a #d,-,18,3288,2359,1459,307,1,220983,13700,3288,2359,1464,3288,2358,1454,94,100,0,500,3488;
@400000005e22b72020337024 #d,-,18,3288,2359,1460,308,1,221025,13703,3288,2359,1464,3288,2358,1455,94,100,0,500,3486;
@400000005e22b7222041dfa1 #d,-,18,3288,2359,1456,308,1,221067,13706,3288,2360,1463,3288,2359,1453,94,100,0,500,3486;
@400000005e22b722204afba9 #d,-,18,3288,2358,1458,309,1,221108,13708,3288,2360,1463,3288,2358,1450,94,100,0,500,3486;
@400000005e22b7242059f7c7 #d,-,18,3288,2358,1456,310,1,221148,13711,3288,2358,1462,3288,2357,1448,94,100,0,500,3483;
@400000005e22b72420633ea7 #d,-,18,3287,2358,1460,311,1,221190,13713,3288,2358,1463,3287,2358,1454,94,100,0,500,3483;
@400000005e22b7262071d541 #d,-,18,3288,2358,1463,312,1,221232,13716,3288,2358,1463,3287,2357,1454,94,100,0,500,3486;
@400000005e22b726207b5313 #d,-,18,3289,2358,1457,313,1,221272,13718,3289,2359,1463,3288,2357,1453,94,100,0,500,3488;
@400000005e22b728208a0c23 #d,-,18,3289,2360,1459,314,1,221313,13721,3289,2360,1462,3289,2357,1457,94,100,0,500,3486;
@400000005e22b7282092e252 #d,-,18,3289,2360,1458,315,1,221353,13723,3289,2360,1463,3289,2359,1453,94,100,0,500,3486;
@400000005e22b72a20a0feec #d,-,18,3289,2359,1458,316,1,221393,13726,3289,2360,1462,3289,2359,1453,94,100,0,500,3488;
@400000005e22b72a20aa8077 #d,-,18,3289,2358,1459,317,1,221433,13728,3289,2360,1463,3289,2357,1452,94,100,0,500,3486;
@400000005e22b72c20b96907 #d,-,18,3289,2359,1454,318,1,221473,13731,3289,2359,1465,3289,2358,1453,94,100,0,500,3488;
@400000005e22b72c20c2753a #d,-,18,3289,2359,1461,319,1,221512,13733,3289,2359,1462,3289,2358,1452,94,100,0,500,3483;
@400000005e22b72e20d1ac04 #d,-,18,3289,2356,1463,319,1,221552,13736,3289,2359,1463,3289,2356,1453,94,100,0,500,3483;
@400000005e22b72e20dad428 #d,-,18,3289,2356,1460,320,1,221592,13738,3289,2357,1467,3289,2356,1458,94,100,0,500,3490;
@400000005e22b73020ea5bf9 #d,-,18,3289,2357,1458,321,1,221689,13744,3289,2357,1465,3289,2356,1450,94,100,0,500,3483;
@400000005e22b73020f3841c #d,-,18,3289,2357,1457,322,2,221667,13743,3289,2358,1465,3289,2357,1448,94,100,0,500,3486;
@400000005e22b732210268f2 #d,-,18,3288,2356,1439,323,2,221703,13745,3289,2358,1463,3288,2355,1436,94,100,0,500,3479;
@400000005e22b732210b690a #d,-,18,3287,2356,1456,324,2,221741,13747,3288,2356,1470,3287,2355,1439,94,100,0,500,3474;
@400000005e22b734211a035e #d,-,18,3285,2358,1459,325,2,221835,13753,3287,2358,1467,3285,2355,1443,94,100,0,500,3476;
@400000005e22b734212379bc #d,-,18,3286,2357,1461,326,2,221810,13752,3286,2358,1464,3285,2357,1425,94,100,0,500,3488;
@400000005e22b73621329496 #d,-,18,3284,2355,1423,327,2,221846,13754,3286,2357,1479,3284,2355,1423,94,100,0,500,3469;
