@400000005e22b5b51b12d0b6 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e22b5b609667e6e #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e22bc232327fc1f #d,-,18,2444,2348,1141,1399,8,220688,13682,2444,2349,1145,2442,2346,1139,89,100,0,500,2727;
@400000005e22bc23233179f1 #d,-,18,2445,2347,1142,1399,8,220648,13680,2445,2349,1145,2444,2346,1138,89,100,0,500,2725;
@400000005e22bc2523411197 #d,-,18,2447,2348,1145,1400,8,220621,13678,2447,2349,1145,2445,2346,1138,89,100,0,500,2725;
@400000005e22bc25234b10dd #d,-,18,2448,2350,1142,1401,8,220594,13676,2448,2350,1147,2447,2347,1137,89,100,0,500,2727;
@400000005e22bc27235b48b3 #d,-,18,2449,2350,1144,1401,8,220567,13675,2449,2350,1147,2448,2347,1140,89,100,0,500,2727;
@400000005e22bc272364e9e9 #d,-,18,2451,2348,1140,1402,8,220540,13673,2451,2351,1145,2449,2348,1140,89,100,0,500,2730;
@400000005e22bc2923751a4c #d,-,18,2451,2350,1135,1403,8,220512,13671,2451,2350,1140,2451,2348,1132,89,100,0,500,2725;
@400000005e22bc29237e9f92 #d,-,18,2449,2350,1136,1403,8,220485,13670,2451,2350,1138,2449,2348,1133,90,100,0,500,2711;
@400000005e22bc2b238ef358 #d,-,18,2448,2349,1136,1404,8,220471,13669,2449,2351,1140,2448,2348,1133,90,100,0,500,2715;
@400000005e22bc2b23986d71 #d,-,18,2447,2351,1132,1405,8,220430,13666,2448,2351,1139,2447,2348,1132,90,100,0,500,2713;
@400000005e22bc2d23a88a44 #d,-,18,2446,2351,1130,1405,8,220402,13664,2447,2351,1135,2446,2349,1129,90,100,0,500,2713;
@400000005e22bc2d23b226d2 #d,-,18,2444,2349,1133,1406,8,220375,13663,2446,2351,1134,2444,2349,1127,90,100,0,500,2701;
@400000005e22bc2f23c20540 #d,-,18,2442,2351,1134,1407,8,220347,13661,2444,2351,1138,2442,2349,1131,90,100,0,500,2706;
@400000005e22bc2f23cb9f03 #d,-,18,2442,2348,1132,1407,8,220320,13659,2442,2351,1139,2442,2348,1130,90,100,0,500,2713;
@400000005e22bc3123db7d71 #d,-,18,2441,2349,1131,1408,8,220292,13658,2442,2350,1136,2441,2348,1128,90,100,0,500,2708;
@400000005e22bc3123e4fefc #d,-,18,2440,2351,1130,1409,8,220278,13657,2441,2351,1133,2440,2348,1125,90,100,0,500,2701;
@400000005e22bc3323f4bdc0 #d,-,18,2439,2348,1130,1409,8,220237,13654,2440,2351,1134,2439,2348,1125,90,100,0,500,2704;
@400000005e22bc3323fe5783 #d,-,18,2437,2351,1126,1410,8,220209,13652,2439,2351,1131,2437,2348,1123,90,100,0,500,2697;
@400000005e22bc35240e497f #d,-,18,2436,2350,1133,1411,8,220181,13651,2437,2351,1133,2436,2349,1123,90,100,0,500,2697;
@400000005e22bc352417e253 #d,-,18,2434,2348,1127,1411,8,220153,13649,2436,2351,1133,2434,2347,1124,90,100,0,500,2697;
@400000005e22bc37242802e1 #d,-,18,2433,2349,1130,1412,8,220126,13647,2434,2350,1133,2433,2348,1125,90,100,0,500,2697;
@400000005e22bc372431ceee #d,-,18,2433,2349,1133,1413,8,220098,13646,2433,2349,1133,2433,2346,1126,90,100,0,500,2699;
@400000005e22bc3924419d87 #d,-,18,2432,2348,1128,1413,8,220084,13645,2433,2349,1134,2432,2347,1125,90,100,0,500,2701;
@400000005e22bc39244b4277 #d,-,18,2432,2347,1133,1414,8,220043,13642,2432,2349,1133,2432,2347,1125,90,100,0,500,2697;
@400000005e22bc3b245b5b91 #d,-,18,2431,2349,1128,1415,8,220016,13641,2432,2350,1134,2431,2347,1126,90,100,0,500,2699;
@400000005e22bc3b24650080 #d,-,18,2430,2349,1129,1415,8,219988,13639,2431,2349,1132,2430,2347,1126,90,100,0,500,2697;
@400000005e22bc3d2474e662 #d,-,18,2429,2348,1126,1416,8,219960,13637,2430,2350,1131,2429,2347,1124,90,100,0,500,2694;
@400000005e22bc3d247e50a5 #d,-,18,2428,2348,1129,1417,8,219933,13635,2429,2350,1132,2428,2348,1125,90,100,0,500,2692;
@400000005e22bc3f248e42a2 #d,-,18,2427,2351,1126,1417,8,219905,13634,2428,2351,1131,2427,2348,1122,90,100,0,500,2694;
@400000005e22bc3f2497d049 #d,-,18,2426,2350,1124,1418,8,219877,13632,2427,2351,1130,2426,2349,1122,90,100,0,500,2689;
@400000005e22bc4124a7e963 #d,-,18,2424,2351,1127,1419,8,219862,13631,2426,2351,1130,2424,2349,1124,90,100,0,500,2689;
@400000005e22bc4124b17e7e #d,-,18,2423,2349,1126,1419,8,219835,13629,2424,2351,1128,2423,2348,1123,90,100,0,500,2692;
@400000005e22bc4324c19798 #d,-,18,2422,2349,1129,1420,8,219794,13627,2423,2350,1130,2422,2348,1123,90,100,0,500,2689;
@400000005e22bc4324cb0d08 #d,-,18,2421,2348,1127,1421,8,219766,13625,2422,2350,1129,2421,2347,1123,90,100,0,500,2689;
@400000005e22bc4524da8239 #d,-,18,2420,2347,1127,1421,8,219738,13623,2421,2350,1131,2420,2347,1124,89,100,0,500,2689;
@400000005e22bc4524e44a8c #d,-,18,2420,2349,1123,1422,8,219710,13622,2420,2349,1130,2420,2347,1123,89,100,0,500,2694;
@400000005e22bc4724f3de79 #d,-,18,2419,2347,1124,1423,8,219683,13620,2420,2349,1129,2419,2347,1123,89,100,0,500,2689;
@400000005e22bc4724fd54d7 #d,-,18,2487,2348,1382,1424,8,219671,13619,2487,2348,1382,2419,2347,1122,91,100,0,500,2718;
@400000005e22bc49250cf899 #d,-,18,3102,2348,1442,1424,8,219678,13620,3102,2348,1457,2487,2345,1382,94,100,0,500,3284;
@400000005e22bc4925166696 #d,-,18,3214,2346,1438,1425,8,219685,13620,3214,2348,1451,3102,2345,1414,94,100,0,500,3412;
@400000005e22bc4b25261a2c #d,-,18,3215,2346,1445,1426,8,219692,13620,3215,2348,1446,3214,2345,1424,93,100,0,500,3426;
@400000005e22bc4b252fa32b #d,-,18,3216,2348,1432,1427,8,219699,13621,3216,2348,1445,3215,2346,1432,94,100,0,500,3419;
@400000005e22bc4d253f6a51 #d,-,18,3217,2348,1442,1428,8,219706,13621,3217,2348,1447,3216,2346,1431,93,100,0,500,3424;
@400000005e22bc4d2548e469 #d,-,18,3218,2347,1439,1429,8,219713,13622,3218,2349,1444,3217,2347,1429,93,100,0,500,3424;
@400000005e22bc4f2558610d #d,-,18,3219,2349,1433,1430,8,219720,13622,3219,2349,1442,3218,2347,1431,93,100,0,500,3426;
@400000005e22bc4f2561bf35 #d,-,18,3220,2350,1444,1431,8,219728,13623,3220,2350,1448,3219,2347,1433,94,100,0,500,3424;
@400000005e22bc51257147f4 #d,-,18,3222,2347,1442,1432,8,219735,13623,3222,2350,1449,3220,2347,1432,93,100,0,500,3431;
@400000005e22bc51257ad59b #d,-,18,3224,2349,1447,1433,8,219742,13624,3224,2349,1447,3222,2347,1435,93,100,0,500,3434;
@400000005e22bc53258a426a #d,-,18,3225,2348,1438,1433,8,219750,13624,3225,2349,1447,3224,2347,1438,93,100,0,500,3434;
@400000005e22bc532593a8f4 #d,-,18,3226,2349,1444,1434,8,219757,13624,3226,2350,1446,3225,2347,1433,94,100,0,500,3429;
@400000005e22bc5525a2f34d #d,-,18,3226,2349,1443,1435,8,219764,13625,3226,2349,1445,3226,2347,1431,94,100,0,500,3431;
@400000005e22bc5525acb33f #d,-,18,3226,2348,1434,1436,8,219771,13625,3226,2349,1447,3226,2346,1431,94,100,0,500,3429;
@400000005e22bc5725bc339c #d,-,18,3227,2348,1440,1437,8,219779,13626,3227,2349,1450,3226,2347,1434,93,100,0,500,3434;
@400000005e22bc5725c5b528 #d,-,18,3227,2349,1443,1438,8,219786,13626,3227,2349,1445,3227,2347,1433,94,100,0,500,3429;
@400000005e22bc5925d55176 #d,-,18,3229,2346,1446,1439,8,219793,13627,3229,2349,1446,3227,2346,1431,94,100,0,500,3434;
@400000005e22bc5925debf73 #d,-,18,3229,2347,1445,1440,8,219800,13627,3229,2348,1447,3229,2346,1439,94,100,0,500,3431;
@400000005e22bc5b25edd693 #d,-,18,3229,2349,1443,1441,8,219808,13628,3229,2349,1446,3229,2347,1431,94,100,0,500,3426;
@400000005e22bc5b25f78b58 #d,-,18,3229,2348,1444,1441,8,219815,13628,3229,2349,1446,3229,2347,1431,94,100,0,500,3434;
@400000005e22bc5d260722fe #d,-,18,3230,2347,1432,1442,8,219822,13629,3230,2349,1447,3229,2347,1432,94,100,0,500,3431;
@400000005e22bc5d2610a932 #d,-,18,3231,2348,1445,1443,8,219830,13629,3231,2349,1447,3230,2347,1432,94,100,0,500,3434;
@400000005e22bc5f26204492 #d,-,18,3231,2347,1441,1444,8,219837,13629,3231,2349,1446,3231,2347,1434,94,100,0,500,3429;
@400000005e22bc5f2629b28f #d,-,18,3232,2347,1444,1445,8,219857,13631,3232,2349,1446,3231,2346,1435,94,100,0,500,3436;
@400000005e22bc612638e959 #d,-,18,3233,2349,1443,1446,8,219852,13630,3233,2349,1452,3232,2346,1441,94,100,0,500,3438;
@400000005e22bc612642d069 #d,-,18,3233,2348,1445,1447,8,219859,13631,3233,2349,1453,3233,2347,1432,94,100,0,500,3431;
@400000005e22bc6326528c61 #d,-,18,3234,2347,1454,1448,8,219867,13631,3234,2349,1454,3233,2347,1430,93,100,0,500,3443;
@400000005e22bc63265c058b #d,-,18,3235,2349,1436,1449,8,219874,13632,3235,2349,1454,3234,2347,1436,94,100,0,500,3438;
@400000005e22bc65266b43c9 #d,-,18,3235,2349,1446,1450,8,219882,13632,3235,2349,1452,3235,2347,1433,94,100,0,500,3436;
@400000005e22bc65267504a9 #d,-,18,3236,2348,1445,1450,8,219902,13633,3236,2349,1452,3235,2347,1432,94,100,0,500,3441;
@400000005e22bc672684814d #d,-,18,3236,2349,1434,1451,9,219896,13633,3236,2350,1448,3236,2347,1432,94,100,0,500,3441;
@400000005e22bc67268e0a4c #d,-,18,3236,2350,1448,1452,9,219917,13634,3236,2350,1453,3236,2347,1434,94,100,0,500,3438;
@400000005e22bc69269dc19c #d,-,18,3236,2348,1442,1453,9,219911,13634,3236,2350,1453,3236,2348,1430,94,100,0,500,3436;
@400000005e22bc6926a72826 #d,-,18,3238,2349,1454,1454,9,219919,13634,3238,2350,1454,3236,2348,1428,93,100,0,500,3445;
@400000005e22bc6b26b67639 #d,-,18,3238,2350,1450,1455,9,219927,13635,3238,2351,1455,3238,2349,1444,94,100,0,500,3441;
@400000005e22bc6b26c04d73 #d,-,18,3240,2349,1449,1456,9,219934,13635,3240,2350,1456,3238,2347,1432,93,100,0,500,3448;
@400000005e22bc6d26cfe608 #d,-,18,3241,2348,1454,1457,9,219955,13637,3241,2350,1455,3240,2348,1432,93,100,0,500,3453;
@400000005e22bc6d26d96b4d #d,-,18,3242,2349,1437,1458,9,219963,13637,3242,2349,1455,3241,2347,1437,94,100,0,500,3448;
@400000005e22bc6f26e9229d #d,-,18,3244,2348,1457,1459,9,219971,13638,3244,2349,1461,3242,2346,1435,93,100,0,500,3453;
@400000005e22bc6f26f28927 #d,-,18,3245,2346,1448,1459,9,219966,13637,3245,2348,1458,3244,2345,1437,93,100,0,500,3453;
@400000005e22bc712701a7ba #d,-,18,3248,2345,1450,1460,9,219974,13638,3248,2347,1456,3245,2345,1436,94,100,0,500,3455;
@400000005e22bc71270b5064 #d,-,18,3248,2346,1450,1461,9,219983,13638,3248,2346,1461,3248,2345,1447,94,100,0,500,3450;
@400000005e22bc73271ab206 #d,-,18,3248,2344,1449,1462,9,219990,13639,3248,2346,1456,3248,2343,1439,94,100,0,500,3443;
@400000005e22bc7327243391 #d,-,18,3249,2343,1458,1463,9,219998,13639,3249,2345,1459,3248,2343,1438,94,100,0,500,3448;
@400000005e22bc7527340e45 #d,-,18,3249,2344,1445,1464,9,220006,13640,3249,2345,1458,3249,2343,1445,94,100,0,500,3443;
@400000005e22bc75273d8c18 #d,-,18,3249,2345,1451,1465,9,220013,13640,3249,2345,1455,3249,2343,1443,94,100,0,500,3445;
@400000005e22bc77274cce0f #d,-,18,3248,2346,1452,1466,9,220021,13641,3249,2346,1456,3248,2343,1437,94,100,0,500,3443;
@400000005e22bc772756a27e #d,-,18,3249,2346,1436,1467,9,220029,13641,3249,2346,1453,3248,2344,1435,94,100,0,500,3445;
@400000005e22bc79276649f9 #d,-,18,3249,2345,1452,1468,9,220037,13642,3249,2346,1455,3249,2344,1436,94,100,0,500,3443;
@400000005e22bc79276fc412 #d,-,18,3248,2344,1448,1469,9,220044,13642,3249,2347,1457,3248,2344,1432,94,100,0,500,3438;
@400000005e22bc7b277f868f #d,-,18,3250,2346,1454,1469,9,220052,13643,3250,2346,1461,3248,2344,1434,94,100,0,500,3455;
@400000005e22bc7b2788f0d2 #d,-,18,3249,2344,1454,1470,9,220072,13644,3250,2346,1457,3249,2341,1448,94,100,0,500,3445;
@400000005e22bc7d27981b81 #d,-,18,3249,2344,1452,1471,9,220067,13644,3249,2344,1456,3249,2342,1433,94,100,0,500,3441;
@400000005e22bc7d27a1fb1d #d,-,18,3249,2344,1456,1472,9,220075,13644,3249,2345,1458,3249,2343,1436,94,100,0,500,3450;
@400000005e22bc7f27b1b627 #d,-,18,3250,2345,1436,1473,9,220082,13645,3250,2346,1456,3249,2343,1436,94,100,0,500,3443;
@400000005e22bc7f27bb37b3 #d,-,18,3249,2345,1453,1474,9,220090,13645,3250,2345,1459,3249,2343,1435,94,100,0,500,3443;
@400000005e22bc8127caace3 #d,-,18,3249,2344,1449,1475,9,220098,13646,3249,2345,1459,3249,2343,1434,94,100,0,500,3445;
@400000005e22bc8127d426fc #d,-,18,3250,2343,1446,1476,9,220106,13646,3250,2345,1456,3249,2342,1437,94,100,0,500,3450;
@400000005e22bc8327e3889e #d,-,18,3250,2344,1452,1477,9,220114,13647,3250,2345,1459,3250,2342,1446,94,100,0,500,3445;
@400000005e22bc8327ecfa54 #d,-,18,3250,2345,1450,1478,9,220121,13647,3250,2345,1459,3250,2342,1435,94,100,0,500,3443;
@400000005e22bc8527fc96a2 #d,-,18,3251,2342,1462,1478,9,220129,13648,3251,2345,1462,3250,2342,1435,94,100,0,500,3448;
@400000005e22bc852805f884 #d,-,18,3251,2342,1450,1479,9,220137,13648,3251,2344,1462,3251,2342,1450,94,100,0,500,3448;
@400000005e22bc872815566c #d,-,18,3252,2343,1454,1480,9,220145,13649,3252,2345,1461,3251,2342,1440,94,100,0,500,3453;
@400000005e22bc87281f3608 #d,-,18,3253,2345,1453,1481,9,220165,13650,3253,2345,1461,3252,2343,1437,94,100,0,500,3455;
@400000005e22bc89282eed58 #d,-,18,3253,2345,1441,1482,9,220173,13650,3253,2345,1456,3253,2342,1439,94,100,0,500,3450;
@400000005e22bc8928386b2a #d,-,18,3254,2344,1453,1483,9,220168,13650,3254,2345,1462,3253,2343,1441,94,100,0,500,3448;
@400000005e22bc8b2848068a #d,-,18,3253,2344,1449,1484,9,220176,13650,3254,2346,1462,3253,2343,1434,94,100,0,500,3445;
@400000005e22bc8b285170cd #d,-,18,3254,2344,1455,1485,9,220183,13651,3254,2346,1456,3253,2344,1437,94,100,0,500,3455;
@400000005e22bc8d2860b3b3 #d,-,18,3254,2344,1455,1486,9,220192,13651,3254,2345,1461,3254,2343,1453,94,100,0,500,3450;
@400000005e22bc8d286a5c5d #d,-,18,3254,2345,1453,1487,9,220212,13653,3254,2346,1462,3254,2343,1433,94,100,0,500,3448;
@400000005e22bc8f2879f7bc #d,-,18,3255,2343,1462,1487,9,220207,13652,3255,2346,1463,3254,2343,1431,94,100,0,500,3457;
@400000005e22bc8f28838cd7 #d,-,18,3254,2344,1436,1488,9,220214,13653,3255,2346,1462,3254,2343,1436,94,100,0,500,3445;
@400000005e22bc9128931596 #d,-,18,3254,2344,1459,1489,9,220222,13653,3254,2345,1466,3254,2343,1429,94,100,0,500,3450;
@400000005e22bc91289c874d #d,-,18,3254,2346,1454,1490,9,220230,13654,3254,2346,1464,3254,2343,1434,94,100,0,500,3457;
@400000005e22bc9328aba6cf #d,-,18,3256,2347,1436,1491,9,220238,13654,3256,2347,1456,3254,2345,1435,94,100,0,500,3455;
@400000005e22bc9328b55f4d #d,-,18,3255,2347,1456,1492,9,220246,13655,3256,2347,1460,3255,2345,1436,94,100,0,500,3448;
@400000005e22bc9528c5169e #d,-,18,3254,2345,1447,1493,9,220265,13656,3255,2347,1462,3254,2344,1436,94,100,0,500,3448;
@400000005e22bc9528ce9829 #d,-,18,3255,2346,1457,1494,9,220260,13656,3255,2347,1458,3254,2345,1434,94,100,0,500,3460;
@400000005e22bc9728de72dd #d,-,18,3254,2347,1450,1495,9,220268,13656,3255,2347,1462,3254,2345,1447,94,100,0,500,3445;
@400000005e22bc9728e7ecf6 #d,-,18,3254,2347,1457,1496,9,220276,13657,3254,2347,1459,3254,2345,1435,94,100,0,500,3450;
@400000005e22bc9928f72b34 #d,-,18,3255,2346,1458,1497,9,220284,13657,3255,2347,1460,3254,2345,1434,94,100,0,500,3462;
@400000005e22bc992900e2c4 #d,-,18,3255,2346,1444,1497,9,220291,13658,3255,2347,1459,3255,2345,1444,94,100,0,500,3450;
@400000005e22bc9b29112f17 #d,-,18,3255,2344,1459,1498,9,220299,13658,3255,2347,1461,3255,2344,1438,94,100,0,500,3450;
@400000005e22bc9b29166b43 #d,-,18,3255,2345,1450,1499,9,220307,13659,3255,2347,1462,3255,2344,1433,94,100,0,500,3460;
@400000005e22bc9d291f3468 #d,-,18,3256,2346,1446,1500,9,220314,13659,3256,2347,1463,3255,2344,1433,94,100,0,500,3450;
@400000005e22bc9d2923d065 #d,-,18,3259,2347,1463,1501,9,220324,13660,3259,2347,1481,3256,2344,1446,93,100,0,500,3472;
@400000005e22bc9f292dac47 #d,-,18,3263,2347,1473,1502,9,220333,13660,3263,2347,1473,3259,2345,1450,93,100,0,500,3481;
@400000005e22bc9f2934f2ec #d,-,18,3268,2347,1475,1503,9,220342,13661,3268,2347,1475,3263,2345,1449,93,100,0,500,3493;
@400000005e22bca129435eaf #d,-,18,3270,2345,1460,1504,9,220351,13661,3270,2348,1477,3268,2345,1458,93,100,0,500,3483;
@400000005e22bca1294d1ea1 #d,-,18,3273,2346,1470,1505,9,220360,13662,3273,2348,1470,3270,2345,1452,93,100,0,500,3483;
@400000005e22bca3295c35c1 #d,-,18,3275,2345,1467,1505,9,220369,13662,3275,2347,1477,3273,2344,1452,93,100,0,500,3490;
@400000005e22bca3296588bc #d,-,18,3279,2346,1459,1506,9,220378,13663,3279,2347,1475,3275,2345,1449,94,100,0,500,3488;
@400000005e22bca52974133b #d,-,18,3279,2345,1467,1507,9,220388,13664,3279,2346,1472,3279,2344,1459,94,100,0,500,3483;
@400000005e22bca5297dc800 #d,-,18,3280,2346,1465,1508,9,220409,13665,3280,2347,1475,3279,2345,1448,94,100,0,500,3476;
@400000005e22bca7298ce2da #d,-,18,3282,2346,1472,1509,9,220418,13665,3282,2347,1472,3280,2344,1455,94,100,0,500,3490;
@400000005e22bca729962d73 #d,-,18,3283,2346,1457,1510,9,220414,13665,3283,2347,1472,3282,2344,1457,94,100,0,500,3483;
@400000005e22bca929a54cf5 #d,-,18,3284,2345,1470,1511,9,220423,13666,3284,2347,1473,3283,2344,1452,94,100,0,500,3483;
@400000005e22bca929ae7519 #d,-,18,3284,2345,1468,1512,9,220432,13666,3284,2346,1476,3284,2344,1452,94,100,0,500,3481;
@400000005e22bcab29bc4377 #d,-,18,3286,2345,1461,1513,9,220441,13667,3286,2346,1473,3284,2344,1456,94,100,0,500,3488;
@400000005e22bcab29c651a4 #d,-,18,3287,2344,1464,1514,9,220450,13667,3287,2347,1472,3286,2344,1461,94,100,0,500,3486;
@400000005e22bcad29d55624 #d,-,18,3287,2347,1462,1515,9,220459,13668,3287,2347,1469,3287,2344,1458,94,100,0,500,3481;
@400000005e22bcad29de994a #d,-,18,3288,2346,1471,1515,9,220468,13669,3288,2347,1471,3287,2344,1453,94,100,0,500,3486;
@400000005e22bcaf29ed3ecb #d,-,18,3288,2346,1455,1516,9,220477,13669,3288,2346,1471,3288,2344,1455,94,100,0,500,3479;
@400000005e22bcaf29f6e3ba #d,-,18,3288,2345,1468,1517,9,220485,13670,3288,2346,1473,3288,2343,1451,94,100,0,500,3481;
@400000005e22bcb12a061e3f #d,-,18,3287,2344,1464,1518,9,220506,13671,3288,2346,1472,3287,2344,1453,94,100,0,500,3479;
@400000005e22bcb12a0f651e #d,-,18,3288,2344,1460,1519,9,220515,13671,3288,2346,1468,3287,2343,1451,94,100,0,500,3486;
@400000005e22bcb32a1e982f #d,-,18,3288,2342,1467,1520,9,220512,13671,3288,2346,1471,3288,2342,1460,94,100,0,500,3479;
@400000005e22bcb32a27c7c6 #d,-,18,3288,2343,1469,1521,9,220521,13672,3288,2344,1474,3288,2342,1451,94,100,0,500,3479;
@400000005e22bcb52a364d9d #d,-,18,3290,2343,1472,1522,9,220530,13672,3290,2345,1472,3288,2343,1453,94,100,0,500,3490;
@400000005e22bcb52a3fd78a #d,-,18,3289,2344,1457,1523,9,220538,13673,3290,2344,1472,3289,2343,1457,94,100,0,500,3479;
@400000005e22bcb72a4ef61e #d,-,18,3290,2344,1467,1524,9,220560,13674,3290,2344,1472,3289,2342,1455,94,100,0,500,3483;
@400000005e22bcb72a5821fb #d,-,18,3289,2345,1464,1525,9,220568,13675,3290,2345,1476,3289,2342,1445,94,100,0,500,3479;
@400000005e22bcb92a6698eb #d,-,18,3290,2346,1463,1526,9,220564,13675,3290,2346,1469,3289,2343,1452,94,100,0,500,3481;
@400000005e22bcb92a70516a #d,-,18,3289,2346,1466,1526,9,220573,13675,3290,2347,1473,3289,2345,1463,94,100,0,500,3481;
@400000005e22bcbb2a7f266a #d,-,18,3289,2345,1464,1527,9,220582,13676,3289,2347,1473,3289,2345,1449,94,100,0,500,3479;
@400000005e22bcbb2a886d4a #d,-,18,3289,2346,1472,1528,9,220590,13676,3289,2347,1472,3289,2345,1453,94,100,0,500,3486;
@400000005e22bcbd2a977583 #d,-,18,3289,2347,1457,1529,9,220599,13677,3289,2347,1472,3289,2345,1457,94,100,0,500,3483;
@400000005e22bcbd2aa0b047 #d,-,18,3290,2346,1472,1530,9,220621,13678,3290,2347,1477,3289,2344,1455,94,100,0,500,3486;
@400000005e22bcbf2aaf9c90 #d,-,18,3290,2346,1467,1531,9,220617,13678,3290,2347,1472,3290,2345,1455,94,100,0,500,3488;
@400000005e22bcbf2ab8f6fe #d,-,18,3291,2344,1470,1532,9,220626,13678,3291,2347,1470,3290,2344,1460,94,100,0,500,3488;
@400000005e22bcc12ac72bcf #d,-,18,3291,2344,1469,1533,9,220635,13679,3291,2347,1474,3291,2344,1466,94,100,0,500,3488;
@400000005e22bcc12ad05039 #d,-,18,3293,2344,1482,1534,9,220644,13679,3293,2346,1482,3291,2344,1467,94,100,0,500,3493;
@400000005e22bcc52ae0ced7 #d,-,18,3307,2344,1479,1,0,238648,14796,3307,2345,1485,3302,2342,1472,94,100,0,500,3512;
@400000005e22bcc72af0a129 #d,-,18,3308,2344,1470,2,0,238245,14771,3308,2345,1481,3307,2342,1463,94,100,0,500,3505;
@400000005e22bcc72afa3ea5 #d,-,18,3310,2345,1481,3,0,245350,15211,3310,2345,1495,3308,2343,1470,94,100,0,500,3512;
@400000005e22bcc92b092646 #d,-,18,3312,2343,1476,4,0,238686,14798,3312,2346,1485,3310,2343,1463,94,100,0,500,3514;
@400000005e22bcc92b123368 #d,-,18,3314,2344,1481,5,0,238614,14794,3314,2346,1483,3312,2343,1464,94,100,0,500,3517;
@400000005e22bccb2b210c22 #d,-,18,3314,2345,1476,5,0,238607,14793,3314,2346,1483,3314,2344,1474,94,100,0,500,3505;
@400000005e22bccb2b2a010d #d,-,18,3315,2346,1476,6,0,238564,14790,3315,2346,1483,3314,2344,1467,94,100,0,500,3509;
@400000005e22bccd2b38d60d #d,-,18,3315,2346,1478,7,0,238498,14786,3315,2346,1486,3315,2344,1460,94,100,0,500,3509;
@400000005e22bccd2b41ed6d #d,-,18,3315,2346,1455,8,0,238386,14779,3315,2347,1480,3315,2345,1455,94,100,0,500,3505;
@400000005e22bccf2b50d243 #d,-,18,3315,2344,1476,9,0,238403,14781,3315,2347,1480,3315,2344,1455,94,100,0,500,3500;
@400000005e22bccf2b59e6d8 #d,-,18,3314,2345,1468,10,0,238343,14777,3315,2347,1482,3314,2344,1462,94,100,0,500,3505;
@400000005e22bcd12b689c2e #d,-,18,3315,2344,1470,11,0,238292,14774,3315,2346,1479,3314,2344,1457,94,100,0,500,3509;
@400000005e22bcd12b720671 #d,-,18,3315,2346,1479,12,0,238344,14777,3315,2347,1487,3315,2344,1470,94,100,0,500,3505;
@400000005e22bcd32b80c7e3 #d,-,18,3315,2345,1480,13,0,238349,14777,3315,2346,1483,3315,2344,1466,94,100,0,500,3507;
@400000005e22bcd32b89d416 #d,-,18,3317,2345,1485,14,0,238353,14777,3317,2345,1485,3315,2343,1467,94,100,0,500,3519;
@400000005e22bcd52b983fd9 #d,-,18,3317,2346,1473,15,0,239793,14867,3317,2346,1485,3317,2343,1473,94,100,0,500,3507;
@400000005e22bcd52ba1d4f4 #d,-,18,3317,2347,1482,16,0,238361,14778,3317,2347,1486,3317,2344,1464,94,100,0,500,3512;
@400000005e22bcd72bb0cc6a #d,-,18,3317,2344,1481,17,0,238356,14778,3317,2347,1488,3317,2344,1467,94,100,0,500,3512;
@400000005e22bcd72bb9fc01 #d,-,18,3318,2345,1464,17,0,238360,14778,3318,2346,1484,3317,2343,1464,94,100,0,500,3517;
@400000005e22bcd92bc8b9b9 #d,-,18,3318,2343,1479,18,0,239548,14851,3318,2346,1486,3318,2343,1464,94,100,0,500,3512;
@400000005e22bcd92bd1babf #d,-,18,3318,2344,1478,19,0,239489,14848,3318,2346,1488,3318,2343,1461,94,100,0,500,3507;
@400000005e22bcdb2be07015 #d,-,18,3319,2344,1487,20,0,238380,14779,3319,2346,1487,3318,2343,1461,94,100,0,500,3519;
@400000005e22bcdb2be99390 #d,-,18,3320,2346,1478,21,0,238418,14781,3320,2346,1489,3319,2344,1477,94,100,0,500,3512;
@400000005e22bcdd2bf87c20 #d,-,18,3320,2347,1483,22,0,238442,14783,3320,2347,1487,3320,2344,1467,94,100,0,500,3519;
@400000005e22bcdd2c0190b5 #d,-,18,3322,2346,1483,23,0,238463,14784,3322,2347,1486,3320,2345,1467,94,100,0,500,3524;
@400000005e22bcdf2c0f99bf #d,-,18,3322,2345,1470,24,0,238472,14785,3322,2346,1484,3322,2344,1470,94,100,0,500,3514;
@400000005e22bcdf2c18ba70 #d,-,18,3322,2344,1485,25,0,239355,14840,3322,2346,1485,3322,2343,1470,94,100,0,500,3514;
@400000005e22bce12c2796e4 #d,-,18,3236,2346,1042,26,0,236826,14683,3322,2347,1485,3236,2343,1042,92,100,0,500,3483;
@400000005e22bce12c307bf9 #d,-,18,2325,2344,1140,26,0,234736,14553,3236,2347,1166,2325,2344,1039,88,100,0,500,2628;
@400000005e22bce32c3e628e #d,-,18,2445,2344,1138,27,0,232806,14434,2445,2345,1140,2325,2343,1134,90,100,0,500,2713;
@400000005e22bce32c528ebd #d,-,18,2445,2344,1171,28,0,231070,14326,2445,2346,1174,2445,2343,1136,90,100,0,500,2713;
@400000005e22bce92c679d3c #d,-,18,2610,2344,1197,2,0,192097,11910,2610,2346,1200,2610,2344,1194,91,100,0,500,2855;
@400000005e22bceb2c7583d2 #d,-,18,2609,2345,1199,3,0,186292,11550,2609,2347,1200,2609,2344,1195,91,100,0,500,2855;
